sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
BM5-34p38n,GSE116256,1223,infercnv,1,C_single,0,1223,924,0.7555,0,0,1223
