sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
AML707B-D0,GSE116256,1215,infercnv,1,C_single,0,1215,312,0.2568,0,0,1215
