dataset,sample,hierarchy_bin,mal_status,n_cells,n_high_error
GSE227903,40389_MRD,LMPP_GMP,normal,109,10
GSE227903,40389_MRD,Mono_DC,normal,963,28
GSE227903,40389_MRD,T_NK,malignant,83,13
GSE227903,40389_MRD,B_Plasma,normal,69,0
GSE227903,40389_MRD,Mono_DC,malignant,126,8
GSE227903,40389_MRD,HSC_MPP,normal,28,7
GSE227903,40389_MRD,Erythroid,normal,3,1
GSE227903,40389_MRD,B_Plasma,malignant,5,0
GSE227903,40389_MRD,LMPP_GMP,malignant,3,1
GSE227903,40389_MRD,Megakaryocyte,malignant,1,0
GSE227903,40389_R,T_NK,normal,3369,255
GSE227903,40389_R,LMPP_GMP,normal,365,41
GSE227903,40389_R,Mono_DC,malignant,363,14
GSE227903,40389_R,Mono_DC,normal,876,36
GSE227903,40389_R,HSC_MPP,normal,99,28
GSE227903,40389_R,Erythroid,normal,48,4
GSE227903,40389_R,LMPP_GMP,malignant,45,7
GSE227903,40389_R,B_Plasma,normal,31,0
GSE227903,40389_R,HSC_MPP,malignant,2,0
GSE227903,40389_R,T_NK,malignant,62,12
GSE227903,40389_R,B_Plasma,malignant,5,0
GSE227903,40389_R,Megakaryocyte,normal,7,0
GSE227903,40389_R,Erythroid,malignant,14,0
GSE227903,40389_R,Megakaryocyte,malignant,3,0
GSE227903,4978_Dg,LMPP_GMP,normal,1492,115
GSE227903,4978_Dg,LMPP_GMP,malignant,188,19
GSE227903,4978_Dg,Mono_DC,malignant,27,3
GSE227903,4978_Dg,T_NK,normal,261,15
GSE227903,4978_Dg,HSC_MPP,malignant,43,16
GSE227903,4978_Dg,HSC_MPP,normal,437,127
GSE227903,4978_Dg,Erythroid,normal,44,1
GSE227903,4978_Dg,B_Plasma,normal,12,0
GSE227903,4978_Dg,Erythroid,malignant,11,1
GSE227903,4978_Dg,Mono_DC,normal,111,15
GSE227903,4978_Dg,B_Plasma,malignant,1,1
GSE227903,4978_Dg,T_NK,malignant,2,1
GSE227903,4978_MRD,LMPP_GMP,normal,60,1
GSE227903,4978_MRD,T_NK,normal,348,26
GSE227903,4978_MRD,Mono_DC,normal,320,11
GSE227903,4978_MRD,Mono_DC,malignant,97,4
GSE227903,4978_MRD,Erythroid,normal,624,6
GSE227903,4978_MRD,Erythroid,malignant,176,3
GSE227903,4978_MRD,B_Plasma,normal,25,0
GSE227903,4978_MRD,T_NK,malignant,11,0
GSE227903,4978_MRD,LMPP_GMP,malignant,5,0
GSE227903,4978_MRD,B_Plasma,malignant,4,0
GSE227903,4978_MRD,HSC_MPP,normal,3,0
GSE227903,4978_R,LMPP_GMP,normal,601,122
GSE227903,4978_R,HSC_MPP,normal,1141,461
GSE227903,4978_R,T_NK,normal,6,1
GSE227903,4978_R,HSC_MPP,malignant,32,10
GSE227903,4978_R,Erythroid,normal,58,4
GSE227903,4978_R,Mono_DC,normal,8,3
GSE227903,4978_R,LMPP_GMP,malignant,4,1
GSE227903,4978_R,T_NK,malignant,2,0
GSE227903,4978_R,Mono_DC,malignant,1,0
GSE227903,4978_R,Megakaryocyte,normal,1,0
GSE227903,5143_Dg,Mono_DC,normal,349,13
GSE227903,5143_Dg,HSC_MPP,normal,36,4
GSE227903,5143_Dg,T_NK,normal,274,18
GSE227903,5143_Dg,LMPP_GMP,normal,277,24
GSE227903,5143_Dg,Mono_DC,malignant,100,0
GSE227903,5143_Dg,T_NK,malignant,42,1
GSE227903,5143_Dg,Erythroid,normal,1,0
GSE227903,5143_Dg,B_Plasma,normal,4,0
GSE227903,5143_Dg,LMPP_GMP,malignant,3,1
GSE227903,5143_R,Mono_DC,malignant,136,1
GSE227903,5143_R,LMPP_GMP,normal,810,33
GSE227903,5143_R,Mono_DC,normal,421,16
GSE227903,5143_R,T_NK,normal,444,33
GSE227903,5143_R,HSC_MPP,normal,137,6
GSE227903,5143_R,T_NK,malignant,43,1
GSE227903,5143_R,Erythroid,malignant,1,0
GSE227903,5143_R,LMPP_GMP,malignant,43,3
GSE227903,5143_R,Erythroid,normal,5,0
GSE227903,5143_R,HSC_MPP,malignant,10,2
GSE227903,5143_R,B_Plasma,normal,4,0
GSE227903,5143_R,B_Plasma,malignant,1,1
GSE227903,5143_R,Megakaryocyte,normal,1,0
GSE227903,5750_Dg,LMPP_GMP,normal,2830,126
GSE227903,5750_Dg,Mono_DC,normal,390,16
GSE227903,5750_Dg,T_NK,normal,37,4
GSE227903,5750_Dg,HSC_MPP,normal,361,58
GSE227903,5750_Dg,Erythroid,normal,388,13
GSE227903,5750_Dg,Erythroid,malignant,28,2
GSE227903,5750_Dg,Mono_DC,malignant,23,0
GSE227903,5750_Dg,T_NK,malignant,18,0
GSE227903,5750_Dg,B_Plasma,normal,9,0
GSE227903,5750_Dg,LMPP_GMP,malignant,41,4
GSE227903,5750_Dg,HSC_MPP,malignant,10,3
GSE227903,5750_Dg,B_Plasma,malignant,1,0
GSE227903,5750_MRD,T_NK,normal,157,15
GSE227903,5750_MRD,Mono_DC,normal,1124,34
GSE227903,5750_MRD,Mono_DC,malignant,546,14
GSE227903,5750_MRD,LMPP_GMP,normal,218,8
GSE227903,5750_MRD,HSC_MPP,normal,47,8
GSE227903,5750_MRD,Erythroid,normal,17,3
GSE227903,5750_MRD,B_Plasma,malignant,9,0
GSE227903,5750_MRD,LMPP_GMP,malignant,16,1
GSE227903,5750_MRD,B_Plasma,normal,13,0
GSE227903,5750_MRD,T_NK,malignant,6,2
GSE227903,5750_MRD,Megakaryocyte,malignant,1,0
GSE227903,5750_R,T_NK,normal,1154,97
GSE227903,5750_R,LMPP_GMP,normal,2395,49
GSE227903,5750_R,Erythroid,normal,205,4
GSE227903,5750_R,Mono_DC,normal,512,26
GSE227903,5750_R,B_Plasma,normal,376,3
GSE227903,5750_R,T_NK,malignant,30,1
GSE227903,5750_R,HSC_MPP,normal,244,27
GSE227903,5750_R,LMPP_GMP,malignant,54,2
GSE227903,5750_R,Mono_DC,malignant,65,1
GSE227903,5750_R,Erythroid,malignant,6,0
GSE227903,5750_R,B_Plasma,malignant,3,0
GSE227903,5750_R,Megakaryocyte,normal,5,0
GSE227903,5750_R,HSC_MPP,malignant,2,0
GSE227903,6323_Dg,Mono_DC,malignant,120,6
GSE227903,6323_Dg,LMPP_GMP,normal,106,10
GSE227903,6323_Dg,Mono_DC,normal,123,1
GSE227903,6323_Dg,LMPP_GMP,malignant,125,5
GSE227903,6323_Dg,T_NK,normal,32,2
GSE227903,6323_Dg,T_NK,malignant,21,2
GSE227903,6323_Dg,HSC_MPP,malignant,32,0
GSE227903,6323_Dg,HSC_MPP,normal,26,1
GSE227903,6323_Dg,B_Plasma,normal,2,0
GSE227903,6323_Dg,Erythroid,malignant,1,0
GSE227903,6323_MRD,T_NK,normal,782,74
GSE227903,6323_MRD,Mono_DC,normal,3741,87
GSE227903,6323_MRD,Mono_DC,malignant,5253,119
GSE227903,6323_MRD,LMPP_GMP,normal,215,30
GSE227903,6323_MRD,HSC_MPP,normal,23,2
GSE227903,6323_MRD,HSC_MPP,malignant,3,1
GSE227903,6323_MRD,B_Plasma,normal,117,2
GSE227903,6323_MRD,Erythroid,normal,20,0
GSE227903,6323_MRD,LMPP_GMP,malignant,30,8
GSE227903,6323_MRD,T_NK,malignant,16,4
GSE227903,6323_MRD,Erythroid,malignant,6,3
GSE227903,6323_MRD,B_Plasma,malignant,16,5
GSE227903,6323_MRD,Megakaryocyte,normal,1,0
GSE227903,6323_R,HSC_MPP,normal,100,13
GSE227903,6323_R,LMPP_GMP,normal,356,15
GSE227903,6323_R,T_NK,normal,100,8
GSE227903,6323_R,Mono_DC,normal,187,2
GSE227903,6323_R,LMPP_GMP,malignant,27,3
GSE227903,6323_R,Mono_DC,malignant,28,0
GSE227903,6323_R,Erythroid,normal,33,0
GSE227903,6323_R,T_NK,malignant,10,2
GSE227903,6323_R,HSC_MPP,malignant,4,1
GSE227903,6323_R,Megakaryocyte,normal,1,0
GSE227903,6323_R,B_Plasma,normal,4,0
GSE227903,6323_R,Erythroid,malignant,2,0
GSE227903,6323_R2,T_NK,normal,1367,84
GSE227903,6323_R2,LMPP_GMP,normal,948,79
GSE227903,6323_R2,HSC_MPP,normal,762,190
GSE227903,6323_R2,Mono_DC,normal,134,4
GSE227903,6323_R2,Erythroid,normal,297,11
GSE227903,6323_R2,B_Plasma,normal,20,0
GSE227903,6323_R2,Mono_DC,malignant,36,1
GSE227903,6323_R2,LMPP_GMP,malignant,44,3
GSE227903,6323_R2,T_NK,malignant,23,2
GSE227903,6323_R2,HSC_MPP,malignant,12,2
GSE227903,6323_R2,Erythroid,malignant,4,0
GSE227903,6323_R2,Megakaryocyte,normal,9,0
GSE239721,PT10A,HSC_MPP,no_consensus,662,121
GSE239721,PT10A,LMPP_GMP,no_consensus,466,48
GSE239721,PT10A,Erythroid,no_consensus,49,3
GSE239721,PT10A,T_NK,no_consensus,1,0
GSE239721,PT10A,Mono_DC,no_consensus,3,1
GSE239721,PT14A,LMPP_GMP,no_consensus,559,25
GSE239721,PT14A,Erythroid,no_consensus,34,2
GSE239721,PT14A,HSC_MPP,no_consensus,22,6
GSE239721,PT14A,Mono_DC,no_consensus,3,0
GSE239721,PT15A,HSC_MPP,no_consensus,2961,533
GSE239721,PT15A,Erythroid,no_consensus,447,13
GSE239721,PT15A,LMPP_GMP,no_consensus,543,108
GSE239721,PT15A,Megakaryocyte,no_consensus,1,0
GSE239721,PT16A,LMPP_GMP,no_consensus,209,41
GSE239721,PT16A,HSC_MPP,no_consensus,1094,244
GSE239721,PT16A,Erythroid,no_consensus,120,8
GSE239721,PT16A,B_Plasma,no_consensus,3,0
GSE239721,PT16A,T_NK,no_consensus,23,4
GSE239721,PT16A,Mono_DC,no_consensus,2,0
GSE239721,PT16A,Megakaryocyte,no_consensus,2,0
GSE239721,PT17A,LMPP_GMP,normal,1758,119
GSE239721,PT17A,Erythroid,normal,45,10
GSE239721,PT17A,HSC_MPP,normal,525,146
GSE239721,PT17A,HSC_MPP,malignant,14,3
GSE239721,PT17A,Mono_DC,normal,48,8
GSE239721,PT17A,T_NK,normal,2,0
GSE239721,PT17A,Mono_DC,malignant,3,1
GSE239721,PT17A,LMPP_GMP,malignant,7,0
GSE239721,PT17A,B_Plasma,normal,1,0
GSE239721,PT17A,Erythroid,malignant,1,0
GSE239721,PT20A,LMPP_GMP,normal,898,104
GSE239721,PT20A,Erythroid,normal,23,0
GSE239721,PT20A,HSC_MPP,normal,48,23
GSE239721,PT20A,Mono_DC,normal,11,0
GSE239721,PT20A,LMPP_GMP,malignant,10,2
GSE239721,PT20A,T_NK,normal,1,0
GSE239721,PT20A,B_Plasma,normal,1,0
GSE239721,PT21A,T_NK,normal,117,21
GSE239721,PT21A,HSC_MPP,normal,647,147
GSE239721,PT21A,Mono_DC,normal,493,14
GSE239721,PT21A,LMPP_GMP,normal,2015,130
GSE239721,PT21A,Erythroid,normal,55,3
GSE239721,PT21A,B_Plasma,normal,2,0
GSE239721,PT21A,T_NK,malignant,5,0
GSE239721,PT21A,Erythroid,malignant,1,0
GSE239721,PT21A,LMPP_GMP,malignant,2,2
GSE239721,PT22A,HSC_MPP,normal,702,157
GSE239721,PT22A,LMPP_GMP,normal,700,66
GSE239721,PT22A,T_NK,normal,51,10
GSE239721,PT22A,Erythroid,normal,127,10
GSE239721,PT22A,Erythroid,malignant,1,0
GSE239721,PT22A,Mono_DC,normal,26,0
GSE239721,PT22A,LMPP_GMP,malignant,5,0
GSE239721,PT22A,Mono_DC,malignant,2,0
GSE239721,PT22A,B_Plasma,normal,5,0
GSE239721,PT22A,B_Plasma,malignant,3,0
GSE239721,PT22A,HSC_MPP,malignant,2,0
GSE239721,PT23A,LMPP_GMP,normal,3563,430
GSE239721,PT23A,HSC_MPP,normal,331,158
GSE239721,PT23A,Erythroid,normal,143,25
GSE239721,PT23A,Mono_DC,normal,303,55
GSE239721,PT23A,B_Plasma,normal,6,1
GSE239721,PT23A,T_NK,normal,8,2
GSE239721,PT23A,LMPP_GMP,malignant,14,0
GSE239721,PT23A,T_NK,malignant,3,0
GSE239721,PT23A,Mono_DC,malignant,1,0
GSE239721,PT23A,HSC_MPP,malignant,3,0
GSE239721,PT23A,Erythroid,malignant,1,0
GSE239721,PT26A,HSC_MPP,normal,817,88
GSE239721,PT26A,Mono_DC,normal,39,2
GSE239721,PT26A,LMPP_GMP,normal,253,26
GSE239721,PT26A,Erythroid,normal,26,1
GSE239721,PT26A,Megakaryocyte,normal,7,0
GSE239721,PT26A,T_NK,normal,9,2
GSE239721,PT26A,HSC_MPP,malignant,2,0
GSE239721,PT26A,B_Plasma,normal,3,0
GSE239721,PT27A,HSC_MPP,normal,2344,473
GSE239721,PT27A,LMPP_GMP,normal,1283,114
GSE239721,PT27A,LMPP_GMP,malignant,267,25
GSE239721,PT27A,HSC_MPP,malignant,837,109
GSE239721,PT27A,Erythroid,normal,227,10
GSE239721,PT27A,Erythroid,malignant,75,4
GSE239721,PT27A,Mono_DC,normal,5,3
GSE239721,PT27A,Mono_DC,malignant,3,0
GSE239721,PT27A,Megakaryocyte,malignant,2,0
GSE239721,PT27A,B_Plasma,normal,1,0
GSE239721,PT28A,LMPP_GMP,normal,5088,382
GSE239721,PT28A,HSC_MPP,normal,2150,661
GSE239721,PT28A,HSC_MPP,malignant,13,3
GSE239721,PT28A,Erythroid,normal,237,6
GSE239721,PT28A,Mono_DC,normal,65,5
GSE239721,PT28A,LMPP_GMP,malignant,37,3
GSE239721,PT28A,Mono_DC,malignant,7,0
GSE239721,PT28A,T_NK,normal,6,1
GSE239721,PT28A,Megakaryocyte,normal,1,0
GSE239721,PT28A,Erythroid,malignant,2,0
GSE239721,PT28A,B_Plasma,normal,1,0
GSE239721,PT29A,HSC_MPP,malignant,275,79
GSE239721,PT29A,HSC_MPP,normal,1430,408
GSE239721,PT29A,Mono_DC,normal,5,0
GSE239721,PT29A,T_NK,malignant,14,3
GSE239721,PT29A,LMPP_GMP,normal,358,76
GSE239721,PT29A,T_NK,normal,14,0
GSE239721,PT29A,LMPP_GMP,malignant,26,5
GSE239721,PT29A,Erythroid,normal,1,0
GSE239721,PT29A,Mono_DC,malignant,1,0
GSE239721,PT29A,B_Plasma,normal,3,0
GSE239721,PT30A,LMPP_GMP,normal,285,29
GSE239721,PT30A,Mono_DC,normal,250,18
GSE239721,PT30A,LMPP_GMP,malignant,5,1
GSE239721,PT30A,HSC_MPP,normal,27,12
GSE239721,PT30A,Mono_DC,malignant,9,0
GSE239721,PT30A,Megakaryocyte,normal,5,0
GSE239721,PT30A,Erythroid,normal,3,1
GSE239721,PT30A,T_NK,normal,1,0
GSE239721,PT30A,Megakaryocyte,malignant,1,0
GSE239721,PT30A,HSC_MPP,malignant,1,1
GSE239721,PT32A,Mono_DC,normal,1260,16
GSE239721,PT32A,LMPP_GMP,normal,171,20
GSE239721,PT32A,Mono_DC,malignant,233,2
GSE239721,PT32A,LMPP_GMP,malignant,3,0
GSE239721,PT32A,HSC_MPP,normal,2,1
GSE239721,PT32A,Megakaryocyte,malignant,1,0
GSE239721,PT32A,Erythroid,normal,4,0
GSE253355,GSM8019212_H14_MACS,B_Plasma,no_consensus,1606,1
GSE253355,GSM8019212_H14_MACS,HSC_MPP,no_consensus,62,44
GSE253355,GSM8019212_H14_MACS,Erythroid,no_consensus,162,79
GSE253355,GSM8019212_H14_MACS,Mono_DC,no_consensus,156,28
GSE253355,GSM8019212_H14_MACS,T_NK,no_consensus,50,5
GSE253355,GSM8019212_H14_MACS,LMPP_GMP,no_consensus,34,12
GSE253355,GSM8019212_H14_MACS,Megakaryocyte,no_consensus,9,0
GSE253355,GSM8019213_H21,B_Plasma,no_consensus,822,5
GSE253355,GSM8019213_H21,Mono_DC,no_consensus,602,22
GSE253355,GSM8019213_H21,LMPP_GMP,no_consensus,279,23
GSE253355,GSM8019213_H21,HSC_MPP,no_consensus,152,15
GSE253355,GSM8019213_H21,T_NK,no_consensus,246,31
GSE253355,GSM8019213_H21,Megakaryocyte,no_consensus,10,0
GSE253355,GSM8019213_H21,Erythroid,no_consensus,57,9
GSE253355,GSM8019214_H23,B_Plasma,no_consensus,621,0
GSE253355,GSM8019214_H23,Mono_DC,no_consensus,386,3
GSE253355,GSM8019214_H23,T_NK,no_consensus,265,34
GSE253355,GSM8019214_H23,LMPP_GMP,no_consensus,60,8
GSE253355,GSM8019214_H23,HSC_MPP,no_consensus,35,10
GSE253355,GSM8019214_H23,Erythroid,no_consensus,16,2
GSE253355,GSM8019214_H23,Megakaryocyte,no_consensus,2,0
GSE253355,GSM8019215_H24,B_Plasma,no_consensus,1227,2
GSE253355,GSM8019215_H24,Mono_DC,no_consensus,936,25
GSE253355,GSM8019215_H24,Megakaryocyte,no_consensus,17,0
GSE253355,GSM8019215_H24,T_NK,no_consensus,404,46
GSE253355,GSM8019215_H24,HSC_MPP,no_consensus,13,3
GSE253355,GSM8019215_H24,LMPP_GMP,no_consensus,92,9
GSE253355,GSM8019215_H24,Erythroid,no_consensus,34,8
GSE253355,GSM8019216_H32,B_Plasma,no_consensus,526,1
GSE253355,GSM8019216_H32,T_NK,no_consensus,594,35
GSE253355,GSM8019216_H32,Mono_DC,no_consensus,590,29
GSE253355,GSM8019216_H32,Erythroid,no_consensus,172,11
GSE253355,GSM8019216_H32,LMPP_GMP,no_consensus,398,35
GSE253355,GSM8019216_H32,HSC_MPP,no_consensus,224,29
GSE253355,GSM8019216_H32,Megakaryocyte,no_consensus,38,0
GSE253355,GSM8019217_H33,Mono_DC,no_consensus,1664,48
GSE253355,GSM8019217_H33,LMPP_GMP,no_consensus,817,111
GSE253355,GSM8019217_H33,Erythroid,no_consensus,335,41
GSE253355,GSM8019217_H33,B_Plasma,no_consensus,1108,8
GSE253355,GSM8019217_H33,HSC_MPP,no_consensus,824,83
GSE253355,GSM8019217_H33,T_NK,no_consensus,284,37
GSE253355,GSM8019217_H33,Megakaryocyte,no_consensus,59,0
GSE253355,GSM8019218_H34,Mono_DC,no_consensus,1244,29
GSE253355,GSM8019218_H34,B_Plasma,no_consensus,629,2
GSE253355,GSM8019218_H34,LMPP_GMP,no_consensus,132,22
GSE253355,GSM8019218_H34,T_NK,no_consensus,268,37
GSE253355,GSM8019218_H34,Erythroid,no_consensus,29,4
GSE253355,GSM8019218_H34,Megakaryocyte,no_consensus,2,0
GSE253355,GSM8019218_H34,HSC_MPP,no_consensus,18,4
GSE253355,GSM8019219_H35,B_Plasma,no_consensus,1672,9
GSE253355,GSM8019219_H35,Mono_DC,no_consensus,1736,19
GSE253355,GSM8019219_H35,HSC_MPP,no_consensus,150,17
GSE253355,GSM8019219_H35,LMPP_GMP,no_consensus,263,27
GSE253355,GSM8019219_H35,T_NK,no_consensus,309,29
GSE253355,GSM8019219_H35,Erythroid,no_consensus,131,16
GSE253355,GSM8019219_H35,Megakaryocyte,no_consensus,17,1
GSE253355,GSM8019220_H36,B_Plasma,no_consensus,2431,11
GSE253355,GSM8019220_H36,Erythroid,no_consensus,186,43
GSE253355,GSM8019220_H36,Mono_DC,no_consensus,670,18
GSE253355,GSM8019220_H36,T_NK,no_consensus,347,35
GSE253355,GSM8019220_H36,LMPP_GMP,no_consensus,333,37
GSE253355,GSM8019220_H36,HSC_MPP,no_consensus,479,69
GSE253355,GSM8019220_H36,Megakaryocyte,no_consensus,26,1
GSE253355,GSM8019221_H38,LMPP_GMP,no_consensus,395,34
GSE253355,GSM8019221_H38,Erythroid,no_consensus,140,12
GSE253355,GSM8019221_H38,B_Plasma,no_consensus,2590,19
GSE253355,GSM8019221_H38,HSC_MPP,no_consensus,305,29
GSE253355,GSM8019221_H38,T_NK,no_consensus,394,38
GSE253355,GSM8019221_H38,Mono_DC,no_consensus,841,19
GSE253355,GSM8019221_H38,Megakaryocyte,no_consensus,44,0
GSE253355,GSM8019222_H39,B_Plasma,no_consensus,3063,5
GSE253355,GSM8019222_H39,Erythroid,no_consensus,163,8
GSE253355,GSM8019222_H39,HSC_MPP,no_consensus,521,58
GSE253355,GSM8019222_H39,LMPP_GMP,no_consensus,426,42
GSE253355,GSM8019222_H39,T_NK,no_consensus,420,29
GSE253355,GSM8019222_H39,Mono_DC,no_consensus,837,26
GSE253355,GSM8019222_H39,Megakaryocyte,no_consensus,25,0
GSE253355,GSM8019223_H41,T_NK,no_consensus,349,38
GSE253355,GSM8019223_H41,Mono_DC,no_consensus,444,10
GSE253355,GSM8019223_H41,B_Plasma,no_consensus,1922,8
GSE253355,GSM8019223_H41,HSC_MPP,no_consensus,407,46
GSE253355,GSM8019223_H41,Megakaryocyte,no_consensus,23,1
GSE253355,GSM8019223_H41,LMPP_GMP,no_consensus,270,30
GSE253355,GSM8019223_H41,Erythroid,no_consensus,141,14
GSE289435,GSM8791432_MLL_14666,LMPP_GMP,normal,2031,199
GSE289435,GSM8791432_MLL_14666,Mono_DC,normal,4181,214
GSE289435,GSM8791432_MLL_14666,T_NK,normal,715,112
GSE289435,GSM8791432_MLL_14666,HSC_MPP,normal,395,100
GSE289435,GSM8791432_MLL_14666,B_Plasma,malignant,92,1
GSE289435,GSM8791432_MLL_14666,Mono_DC,malignant,1014,22
GSE289435,GSM8791432_MLL_14666,B_Plasma,normal,395,20
GSE289435,GSM8791432_MLL_14666,LMPP_GMP,malignant,95,21
GSE289435,GSM8791432_MLL_14666,HSC_MPP,malignant,56,11
GSE289435,GSM8791432_MLL_14666,T_NK,malignant,30,7
GSE289435,GSM8791432_MLL_14666,Erythroid,malignant,3,0
GSE289435,GSM8791432_MLL_14666,Megakaryocyte,normal,1,0
GSE289435,GSM8791432_MLL_14666,Erythroid,normal,6,0
GSE289435,GSM8791433_MLL_16703,LMPP_GMP,normal,3847,281
GSE289435,GSM8791433_MLL_16703,Erythroid,malignant,196,6
GSE289435,GSM8791433_MLL_16703,B_Plasma,normal,301,0
GSE289435,GSM8791433_MLL_16703,T_NK,normal,601,35
GSE289435,GSM8791433_MLL_16703,HSC_MPP,normal,626,159
GSE289435,GSM8791433_MLL_16703,Erythroid,normal,1087,23
GSE289435,GSM8791433_MLL_16703,LMPP_GMP,malignant,286,24
GSE289435,GSM8791433_MLL_16703,Megakaryocyte,normal,24,0
GSE289435,GSM8791433_MLL_16703,HSC_MPP,malignant,38,14
GSE289435,GSM8791433_MLL_16703,T_NK,malignant,16,0
GSE289435,GSM8791433_MLL_16703,Megakaryocyte,malignant,10,0
GSE289435,GSM8791433_MLL_16703,B_Plasma,malignant,1,0
GSE289435,GSM8791434_MLL_17746,T_NK,normal,103,11
GSE289435,GSM8791434_MLL_17746,Mono_DC,normal,418,37
GSE289435,GSM8791434_MLL_17746,LMPP_GMP,normal,4137,501
GSE289435,GSM8791434_MLL_17746,HSC_MPP,normal,133,57
GSE289435,GSM8791434_MLL_17746,LMPP_GMP,malignant,181,24
GSE289435,GSM8791434_MLL_17746,Erythroid,normal,95,23
GSE289435,GSM8791434_MLL_17746,Erythroid,malignant,43,3
GSE289435,GSM8791434_MLL_17746,Mono_DC,malignant,12,1
GSE289435,GSM8791434_MLL_17746,HSC_MPP,malignant,49,17
GSE289435,GSM8791434_MLL_17746,B_Plasma,normal,6,0
GSE289435,GSM8791434_MLL_17746,T_NK,malignant,1,0
GSE289435,GSM8791435_MLL_17843,Erythroid,normal,2685,173
GSE289435,GSM8791435_MLL_17843,LMPP_GMP,normal,4011,448
GSE289435,GSM8791435_MLL_17843,HSC_MPP,normal,4619,1524
GSE289435,GSM8791435_MLL_17843,T_NK,normal,478,41
GSE289435,GSM8791435_MLL_17843,HSC_MPP,malignant,189,72
GSE289435,GSM8791435_MLL_17843,LMPP_GMP,malignant,129,21
GSE289435,GSM8791435_MLL_17843,Erythroid,malignant,463,26
GSE289435,GSM8791435_MLL_17843,B_Plasma,normal,67,0
GSE289435,GSM8791435_MLL_17843,B_Plasma,malignant,1,1
GSE289435,GSM8791435_MLL_17843,T_NK,malignant,2,0
GSE289435,GSM8791435_MLL_17843,Mono_DC,normal,3,3
GSE289435,GSM8791435_MLL_17843,Mono_DC,malignant,1,0
GSE289435,GSM8791436_MLL_17844,Mono_DC,normal,7789,489
GSE289435,GSM8791436_MLL_17844,Mono_DC,malignant,3466,220
GSE289435,GSM8791436_MLL_17844,LMPP_GMP,normal,847,82
GSE289435,GSM8791436_MLL_17844,B_Plasma,malignant,3,0
GSE289435,GSM8791436_MLL_17844,LMPP_GMP,malignant,595,59
GSE289435,GSM8791436_MLL_17844,Erythroid,malignant,16,3
GSE289435,GSM8791436_MLL_17844,Erythroid,normal,41,3
GSE289435,GSM8791436_MLL_17844,B_Plasma,normal,4,1
GSE289435,GSM8791436_MLL_17844,HSC_MPP,normal,3,1
GSE289435,GSM8791436_MLL_17844,T_NK,normal,4,0
GSE289435,GSM8791436_MLL_17844,HSC_MPP,malignant,1,0
GSE289435,GSM8791436_MLL_17844,Megakaryocyte,normal,1,0
GSE289435,GSM8791437_MLL_28824,LMPP_GMP,normal,2774,209
GSE289435,GSM8791437_MLL_28824,T_NK,normal,897,90
GSE289435,GSM8791437_MLL_28824,B_Plasma,normal,208,0
GSE289435,GSM8791437_MLL_28824,HSC_MPP,normal,92,15
GSE289435,GSM8791437_MLL_28824,Erythroid,normal,216,4
GSE289435,GSM8791437_MLL_28824,HSC_MPP,malignant,3,0
GSE289435,GSM8791437_MLL_28824,Mono_DC,normal,16,2
GSE289435,GSM8791437_MLL_28824,Megakaryocyte,normal,41,0
GSE289435,GSM8791437_MLL_28824,LMPP_GMP,malignant,45,2
GSE289435,GSM8791437_MLL_28824,Erythroid,malignant,6,0
GSE289435,GSM8791437_MLL_28824,Megakaryocyte,malignant,5,0
GSE289435,GSM8791437_MLL_28824,T_NK,malignant,2,0
GSE289435,GSM8791437_MLL_28824,Mono_DC,malignant,1,0
GSE289435,GSM8791438_MLL_28830,Mono_DC,normal,3235,97
GSE289435,GSM8791438_MLL_28830,HSC_MPP,normal,337,96
GSE289435,GSM8791438_MLL_28830,T_NK,normal,272,27
GSE289435,GSM8791438_MLL_28830,Mono_DC,malignant,174,5
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,normal,673,62
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,malignant,29,5
GSE289435,GSM8791438_MLL_28830,Erythroid,normal,126,24
GSE289435,GSM8791438_MLL_28830,HSC_MPP,malignant,18,5
GSE289435,GSM8791438_MLL_28830,B_Plasma,normal,118,0
GSE289435,GSM8791438_MLL_28830,Erythroid,malignant,9,4
GSE289435,GSM8791438_MLL_28830,Megakaryocyte,normal,1,0
GSE289435,GSM8791438_MLL_28830,T_NK,malignant,1,1
GSE289435,GSM8791438_MLL_28830,B_Plasma,malignant,2,1
GSE289435,GSM8791439_MLL_28855,Erythroid,malignant,521,8
GSE289435,GSM8791439_MLL_28855,Erythroid,normal,1832,34
GSE289435,GSM8791439_MLL_28855,Mono_DC,normal,1625,29
GSE289435,GSM8791439_MLL_28855,T_NK,normal,154,17
GSE289435,GSM8791439_MLL_28855,B_Plasma,normal,131,0
GSE289435,GSM8791439_MLL_28855,LMPP_GMP,normal,90,8
GSE289435,GSM8791439_MLL_28855,HSC_MPP,normal,156,21
GSE289435,GSM8791439_MLL_28855,B_Plasma,malignant,2,0
GSE289435,GSM8791439_MLL_28855,Mono_DC,malignant,38,0
GSE289435,GSM8791439_MLL_28855,Megakaryocyte,normal,22,0
GSE289435,GSM8791441_MLL_29532,B_Plasma,normal,4009,0
GSE289435,GSM8791441_MLL_29532,LMPP_GMP,normal,71,8
GSE289435,GSM8791441_MLL_29532,T_NK,normal,501,41
GSE289435,GSM8791441_MLL_29532,HSC_MPP,normal,121,29
GSE289435,GSM8791441_MLL_29532,Mono_DC,normal,4,0
