dataset,sample,hierarchy_bin,mal_status,n_cells,n_high_error
Chen2023,AML103_CD34,Mono_DC,no_consensus,703,13
Chen2023,AML103_CD34,LMPP_GMP,no_consensus,33,3
Chen2023,AML103_CD34,HSC_MPP,no_consensus,8,0
Chen2023,AML103_CD34,Erythroid,no_consensus,4,1
Chen2023,AML103_CD34,B_Plasma,no_consensus,3,0
Chen2023,AML103_CD34,T_NK,no_consensus,1,1
Chen2023,AML103_Niche_Immune,B_Plasma,normal,413,0
Chen2023,AML103_Niche_Immune,B_Plasma,malignant,80,0
Chen2023,AML103_Niche_Immune,T_NK,normal,218,7
Chen2023,AML103_Niche_Immune,Mono_DC,malignant,3,1
Chen2023,AML103_Niche_Immune,Erythroid,normal,4,0
Chen2023,AML103_Niche_Immune,Mono_DC,normal,3,0
Chen2023,AML103_Niche_Immune,Erythroid,malignant,3,1
Chen2023,AML103_Niche_Immune,LMPP_GMP,normal,2,0
Chen2023,AML103_Niche_Immune,T_NK,malignant,15,0
Chen2023,AML103_Niche_Immune,HSC_MPP,malignant,4,3
Chen2023,AML103_Niche_Immune,Megakaryocyte,normal,2,0
Chen2023,AML103_Niche_Immune,Megakaryocyte,malignant,1,0
Chen2023,AML162_CD34,LMPP_GMP,no_consensus,574,52
Chen2023,AML162_CD34,Mono_DC,no_consensus,1355,52
Chen2023,AML162_CD34,Erythroid,no_consensus,53,6
Chen2023,AML162_CD34,Megakaryocyte,no_consensus,35,0
Chen2023,AML162_CD34,HSC_MPP,no_consensus,87,7
Chen2023,AML162_CD34,T_NK,no_consensus,1,0
Chen2023,AML162_niche_immune,Mono_DC,normal,79,4
Chen2023,AML162_niche_immune,B_Plasma,normal,605,1
Chen2023,AML162_niche_immune,T_NK,normal,944,86
Chen2023,AML162_niche_immune,B_Plasma,malignant,130,1
Chen2023,AML162_niche_immune,T_NK,malignant,22,9
Chen2023,AML162_niche_immune,LMPP_GMP,normal,73,12
Chen2023,AML162_niche_immune,Erythroid,normal,2,0
Chen2023,AML162_niche_immune,LMPP_GMP,malignant,14,1
Chen2023,AML162_niche_immune,HSC_MPP,normal,10,7
Chen2023,AML162_niche_immune,HSC_MPP,malignant,6,2
Chen2023,AML162_niche_immune,Mono_DC,malignant,6,1
Chen2023,AML24_CD34,Mono_DC,no_consensus,9197,70
Chen2023,AML24_CD34,HSC_MPP,no_consensus,23,1
Chen2023,AML24_CD34,LMPP_GMP,no_consensus,15,0
Chen2023,AML24_CD34,T_NK,no_consensus,3,1
Chen2023,AML24_CD34,B_Plasma,no_consensus,1,0
Chen2023,AML24_CD34,Megakaryocyte,no_consensus,3,0
Chen2023,AML24_CD34,Erythroid,no_consensus,3,0
Chen2023,AML24_Niche_Immune,Erythroid,normal,26,0
Chen2023,AML24_Niche_Immune,T_NK,normal,1220,185
Chen2023,AML24_Niche_Immune,B_Plasma,normal,532,0
Chen2023,AML24_Niche_Immune,Erythroid,malignant,17,0
Chen2023,AML24_Niche_Immune,T_NK,malignant,19,0
Chen2023,AML24_Niche_Immune,B_Plasma,malignant,3,0
Chen2023,AML24_Niche_Immune,Megakaryocyte,malignant,9,0
Chen2023,AML24_Niche_Immune,Megakaryocyte,normal,4,0
Chen2023,AML24_Niche_Immune,Mono_DC,normal,4,0
Chen2023,AML24_Niche_Immune,LMPP_GMP,normal,2,0
Chen2023,AML24_Niche_Immune,Mono_DC,malignant,1,0
Chen2023,AML304_CD34,Mono_DC,no_consensus,1572,41
Chen2023,AML304_CD34,HSC_MPP,no_consensus,654,66
Chen2023,AML304_CD34,LMPP_GMP,no_consensus,297,9
Chen2023,AML304_CD34,T_NK,no_consensus,39,0
Chen2023,AML304_CD34,Erythroid,no_consensus,2,0
Chen2023,AML304_CD34,Megakaryocyte,no_consensus,1,0
Chen2023,AML304_Niche_Immune,T_NK,normal,1838,136
Chen2023,AML304_Niche_Immune,B_Plasma,malignant,296,1
Chen2023,AML304_Niche_Immune,B_Plasma,normal,794,0
Chen2023,AML304_Niche_Immune,Mono_DC,normal,212,14
Chen2023,AML304_Niche_Immune,HSC_MPP,malignant,85,51
Chen2023,AML304_Niche_Immune,Erythroid,normal,31,0
Chen2023,AML304_Niche_Immune,LMPP_GMP,normal,50,3
Chen2023,AML304_Niche_Immune,HSC_MPP,normal,26,11
Chen2023,AML304_Niche_Immune,T_NK,malignant,57,9
Chen2023,AML304_Niche_Immune,Megakaryocyte,malignant,23,0
Chen2023,AML304_Niche_Immune,Megakaryocyte,normal,7,0
Chen2023,AML304_Niche_Immune,Mono_DC,malignant,24,8
Chen2023,AML304_Niche_Immune,Erythroid,malignant,4,2
Chen2023,AML304_Niche_Immune,LMPP_GMP,malignant,7,5
Chen2023,AML320_CD34,T_NK,no_consensus,130,12
Chen2023,AML320_CD34,LMPP_GMP,no_consensus,2657,213
Chen2023,AML320_CD34,B_Plasma,no_consensus,21,0
Chen2023,AML320_CD34,HSC_MPP,no_consensus,74,10
Chen2023,AML320_CD34,Erythroid,no_consensus,32,3
Chen2023,AML320_CD34,Mono_DC,no_consensus,24,0
Chen2023,AML320_CD34,Megakaryocyte,no_consensus,3,0
Chen2023,AML320_NICHE_IMMUNE,B_Plasma,normal,2315,0
Chen2023,AML320_NICHE_IMMUNE,B_Plasma,malignant,437,0
Chen2023,AML320_NICHE_IMMUNE,T_NK,normal,1742,123
Chen2023,AML320_NICHE_IMMUNE,Erythroid,normal,133,3
Chen2023,AML320_NICHE_IMMUNE,LMPP_GMP,malignant,46,0
Chen2023,AML320_NICHE_IMMUNE,LMPP_GMP,normal,246,16
Chen2023,AML320_NICHE_IMMUNE,Megakaryocyte,malignant,18,0
Chen2023,AML320_NICHE_IMMUNE,HSC_MPP,normal,40,11
Chen2023,AML320_NICHE_IMMUNE,HSC_MPP,malignant,12,8
Chen2023,AML320_NICHE_IMMUNE,Megakaryocyte,normal,34,2
Chen2023,AML320_NICHE_IMMUNE,Mono_DC,malignant,16,2
Chen2023,AML320_NICHE_IMMUNE,T_NK,malignant,24,2
Chen2023,AML320_NICHE_IMMUNE,Erythroid,malignant,1,1
Chen2023,AML469_CD34,LMPP_GMP,no_consensus,3037,204
Chen2023,AML469_CD34,HSC_MPP,no_consensus,117,18
Chen2023,AML469_CD34,Erythroid,no_consensus,34,6
Chen2023,AML469_CD34,Mono_DC,no_consensus,1,0
Chen2023,AML469_CD34,B_Plasma,no_consensus,5,0
Chen2023,NBM1_CD34,T_NK,no_consensus,341,28
Chen2023,NBM1_CD34,Mono_DC,no_consensus,3920,40
Chen2023,NBM1_CD34,LMPP_GMP,no_consensus,1531,65
Chen2023,NBM1_CD34,HSC_MPP,no_consensus,929,91
Chen2023,NBM1_CD34,Erythroid,no_consensus,467,15
Chen2023,NBM1_CD34,B_Plasma,no_consensus,545,10
Chen2023,NBM1_CD34,Megakaryocyte,no_consensus,124,2
Chen2023,NBM1_Niche_Immune,Megakaryocyte,malignant,2,0
Chen2023,NBM1_Niche_Immune,T_NK,normal,2558,177
Chen2023,NBM1_Niche_Immune,B_Plasma,normal,1263,4
Chen2023,NBM1_Niche_Immune,B_Plasma,malignant,208,0
Chen2023,NBM1_Niche_Immune,Erythroid,malignant,1,0
Chen2023,NBM1_Niche_Immune,T_NK,malignant,81,2
Chen2023,NBM1_Niche_Immune,Mono_DC,normal,31,0
Chen2023,NBM1_Niche_Immune,LMPP_GMP,normal,5,1
Chen2023,NBM1_Niche_Immune,Mono_DC,malignant,8,0
Chen2023,NBM1_Niche_Immune,HSC_MPP,normal,3,3
Chen2023,NBM1_Niche_Immune,Erythroid,normal,1,0
Chen2023,NBM1_Niche_Immune,HSC_MPP,malignant,2,2
Chen2023,NBM1_Niche_Immune,LMPP_GMP,malignant,1,0
Chen2023,NBM1_Niche_Immune,Megakaryocyte,normal,1,0
Chen2023,NBM2_CD34,HSC_MPP,no_consensus,385,20
Chen2023,NBM2_CD34,LMPP_GMP,no_consensus,413,14
Chen2023,NBM2_CD34,Mono_DC,no_consensus,1421,11
Chen2023,NBM2_CD34,T_NK,no_consensus,101,2
Chen2023,NBM2_CD34,Erythroid,no_consensus,158,1
Chen2023,NBM2_CD34,B_Plasma,no_consensus,41,0
Chen2023,NBM2_CD34,Megakaryocyte,no_consensus,7,0
Chen2023,NBM2_Niche_Immune,T_NK,normal,1243,32
Chen2023,NBM2_Niche_Immune,B_Plasma,normal,334,0
Chen2023,NBM2_Niche_Immune,T_NK,malignant,54,1
Chen2023,NBM2_Niche_Immune,B_Plasma,malignant,56,0
Chen2023,NBM2_Niche_Immune,Mono_DC,malignant,10,0
Chen2023,NBM2_Niche_Immune,Mono_DC,normal,8,0
Chen2023,NBM2_Niche_Immune,Megakaryocyte,malignant,8,0
Chen2023,NBM2_Niche_Immune,Erythroid,malignant,2,1
Chen2023,NBM2_Niche_Immune,HSC_MPP,malignant,2,2
Chen2023,NBM3_CD34,B_Plasma,no_consensus,879,8
Chen2023,NBM3_CD34,Mono_DC,no_consensus,2974,32
Chen2023,NBM3_CD34,LMPP_GMP,no_consensus,1292,65
Chen2023,NBM3_CD34,HSC_MPP,no_consensus,1350,145
Chen2023,NBM3_CD34,Erythroid,no_consensus,833,12
Chen2023,NBM3_CD34,T_NK,no_consensus,601,52
Chen2023,NBM3_CD34,Megakaryocyte,no_consensus,97,0
Chen2023,NBM3_Niche_immune,T_NK,normal,2153,129
Chen2023,NBM3_Niche_immune,B_Plasma,normal,744,0
Chen2023,NBM3_Niche_immune,T_NK,malignant,68,2
Chen2023,NBM3_Niche_immune,B_Plasma,malignant,85,0
Chen2023,NBM3_Niche_immune,Mono_DC,normal,14,0
Chen2023,NBM3_Niche_immune,Megakaryocyte,malignant,4,0
Chen2023,NBM3_Niche_immune,Mono_DC,malignant,1,0
Chen2023,NBM3_Niche_immune,Megakaryocyte,normal,1,0
Chen2023,NBM3_Niche_immune,Erythroid,normal,2,0
Chen2023,NBM3_Niche_immune,LMPP_GMP,normal,4,0
Chen2023,NBM3_Niche_immune,Erythroid,malignant,1,0
Chen2023,NBM3_Niche_immune,HSC_MPP,normal,1,1
Chen2023,NBM4_CD34,B_Plasma,no_consensus,514,10
Chen2023,NBM4_CD34,Mono_DC,no_consensus,1878,23
Chen2023,NBM4_CD34,Erythroid,no_consensus,354,4
Chen2023,NBM4_CD34,T_NK,no_consensus,429,32
Chen2023,NBM4_CD34,LMPP_GMP,no_consensus,716,34
Chen2023,NBM4_CD34,HSC_MPP,no_consensus,820,86
Chen2023,NBM4_CD34,Megakaryocyte,no_consensus,73,0
Chen2023,NBM4_Niche_Immune,T_NK,normal,2079,103
Chen2023,NBM4_Niche_Immune,B_Plasma,normal,708,1
Chen2023,NBM4_Niche_Immune,T_NK,malignant,74,1
Chen2023,NBM4_Niche_Immune,B_Plasma,malignant,41,1
Chen2023,NBM4_Niche_Immune,Erythroid,malignant,2,0
Chen2023,NBM4_Niche_Immune,Mono_DC,normal,18,0
Chen2023,NBM4_Niche_Immune,Mono_DC,malignant,3,0
Chen2023,NBM4_Niche_Immune,Megakaryocyte,malignant,2,0
Chen2023,NBM4_Niche_Immune,LMPP_GMP,normal,1,0
E-MTAB-11536,621B-BMA,T_NK,no_consensus,500,45
E-MTAB-11536,621B-BMA,B_Plasma,no_consensus,60,0
E-MTAB-11536,621B-BMA,Mono_DC,no_consensus,20,0
E-MTAB-11536,621B-BMA,LMPP_GMP,no_consensus,1,0
E-MTAB-11536,637C-BLD,T_NK,no_consensus,611,31
E-MTAB-11536,637C-BLD,Mono_DC,no_consensus,30,0
E-MTAB-11536,637C-BLD,Megakaryocyte,no_consensus,1,0
E-MTAB-11536,637C-BLD,B_Plasma,no_consensus,18,0
E-MTAB-11536,637C-BMA,T_NK,no_consensus,1114,43
E-MTAB-11536,637C-BMA,Mono_DC,no_consensus,101,0
E-MTAB-11536,637C-BMA,B_Plasma,no_consensus,95,0
E-MTAB-11536,637C-BMA,LMPP_GMP,no_consensus,5,0
E-MTAB-11536,637C-BMA,Megakaryocyte,no_consensus,1,0
E-MTAB-11536,640C-BMA,T_NK,no_consensus,1105,62
E-MTAB-11536,640C-BMA,B_Plasma,no_consensus,234,1
E-MTAB-11536,640C-BMA,Mono_DC,no_consensus,260,3
E-MTAB-11536,640C-BMA,LMPP_GMP,no_consensus,27,2
E-MTAB-11536,640C-BMA,HSC_MPP,no_consensus,20,1
E-MTAB-11536,640C-BMA,Erythroid,no_consensus,3,1
E-MTAB-11536,A29-BMA,T_NK,no_consensus,829,39
E-MTAB-11536,A29-BMA,Mono_DC,no_consensus,109,0
E-MTAB-11536,A29-BMA,B_Plasma,no_consensus,180,1
E-MTAB-11536,A29-BMA,LMPP_GMP,no_consensus,25,2
E-MTAB-11536,A29-BMA,Erythroid,no_consensus,1,0
E-MTAB-11536,A35-BLD,T_NK,no_consensus,764,49
E-MTAB-11536,A35-BLD,Mono_DC,no_consensus,423,0
E-MTAB-11536,A35-BLD,B_Plasma,no_consensus,24,0
E-MTAB-11536,A35-BLD,Megakaryocyte,no_consensus,3,0
E-MTAB-11536,A35-BLD,Erythroid,no_consensus,1,0
E-MTAB-11536,A35-BMA,T_NK,no_consensus,736,30
E-MTAB-11536,A35-BMA,Mono_DC,no_consensus,215,1
E-MTAB-11536,A35-BMA,B_Plasma,no_consensus,132,0
E-MTAB-11536,A35-BMA,LMPP_GMP,no_consensus,15,0
E-MTAB-11536,A35-BMA,Megakaryocyte,no_consensus,5,0
E-MTAB-11536,A35-BMA,HSC_MPP,no_consensus,5,0
E-MTAB-11536,A36-BLD,Mono_DC,no_consensus,570,0
E-MTAB-11536,A36-BLD,T_NK,no_consensus,1758,80
E-MTAB-11536,A36-BLD,B_Plasma,no_consensus,151,0
E-MTAB-11536,A36-BLD,Megakaryocyte,no_consensus,18,0
E-MTAB-11536,A36-BLD,LMPP_GMP,no_consensus,2,0
E-MTAB-11536,A36-BMA,T_NK,no_consensus,564,28
E-MTAB-11536,A36-BMA,Mono_DC,no_consensus,375,3
E-MTAB-11536,A36-BMA,B_Plasma,no_consensus,76,0
E-MTAB-11536,A36-BMA,Megakaryocyte,no_consensus,12,0
E-MTAB-11536,A36-BMA,Erythroid,no_consensus,4,0
E-MTAB-11536,A36-BMA,LMPP_GMP,no_consensus,12,1
E-MTAB-11536,A37-BMA,B_Plasma,no_consensus,122,1
E-MTAB-11536,A37-BMA,T_NK,no_consensus,408,17
E-MTAB-11536,A37-BMA,Mono_DC,no_consensus,62,0
E-MTAB-11536,A37-BMA,LMPP_GMP,no_consensus,23,1
E-MTAB-11536,A37-BMA,Erythroid,no_consensus,1,0
E-MTAB-11536,A37-BMA,Megakaryocyte,no_consensus,1,0
GSE116256,AML1012-D0,Erythroid,no_consensus,282,13
GSE116256,AML1012-D0,LMPP_GMP,no_consensus,243,22
GSE116256,AML1012-D0,Mono_DC,no_consensus,336,16
GSE116256,AML1012-D0,T_NK,no_consensus,6,1
GSE116256,AML1012-D0,HSC_MPP,no_consensus,34,10
GSE116256,AML1012-D0,Megakaryocyte,no_consensus,5,0
GSE116256,AML1012-D0,B_Plasma,no_consensus,2,0
GSE116256,AML210A-D0,T_NK,no_consensus,161,6
GSE116256,AML210A-D0,B_Plasma,no_consensus,21,0
GSE116256,AML210A-D0,Mono_DC,no_consensus,265,7
GSE116256,AML210A-D0,LMPP_GMP,no_consensus,38,5
GSE116256,AML210A-D0,Erythroid,no_consensus,29,2
GSE116256,AML210A-D0,HSC_MPP,no_consensus,13,3
GSE116256,AML210A-D0,Megakaryocyte,no_consensus,3,0
GSE116256,AML328-D0,T_NK,no_consensus,135,13
GSE116256,AML328-D0,HSC_MPP,no_consensus,139,49
GSE116256,AML328-D0,Mono_DC,no_consensus,211,2
GSE116256,AML328-D0,LMPP_GMP,no_consensus,31,9
GSE116256,AML328-D0,Erythroid,no_consensus,30,3
GSE116256,AML328-D0,B_Plasma,no_consensus,11,0
GSE116256,AML328-D0,Megakaryocyte,no_consensus,2,0
GSE116256,AML328-D113,T_NK,no_consensus,1469,91
GSE116256,AML328-D113,Mono_DC,no_consensus,48,0
GSE116256,AML328-D113,HSC_MPP,no_consensus,12,2
GSE116256,AML328-D113,Megakaryocyte,no_consensus,2,0
GSE116256,AML328-D113,B_Plasma,no_consensus,18,0
GSE116256,AML328-D113,Erythroid,no_consensus,2,0
GSE116256,AML328-D171,T_NK,no_consensus,814,52
GSE116256,AML328-D171,HSC_MPP,no_consensus,30,7
GSE116256,AML328-D171,Erythroid,no_consensus,14,0
GSE116256,AML328-D171,LMPP_GMP,no_consensus,14,4
GSE116256,AML328-D171,B_Plasma,no_consensus,4,0
GSE116256,AML328-D171,Mono_DC,no_consensus,6,0
GSE116256,AML328-D171,Megakaryocyte,no_consensus,2,0
GSE116256,AML328-D29,HSC_MPP,no_consensus,504,130
GSE116256,AML328-D29,T_NK,no_consensus,285,21
GSE116256,AML328-D29,LMPP_GMP,no_consensus,208,33
GSE116256,AML328-D29,Erythroid,no_consensus,93,5
GSE116256,AML328-D29,Megakaryocyte,no_consensus,13,0
GSE116256,AML328-D29,Mono_DC,no_consensus,16,0
GSE116256,AML328-D29,B_Plasma,no_consensus,18,1
GSE116256,AML329-D20,T_NK,no_consensus,103,9
GSE116256,AML329-D20,Mono_DC,no_consensus,357,14
GSE116256,AML329-D20,B_Plasma,no_consensus,19,0
GSE116256,AML329-D20,LMPP_GMP,no_consensus,54,4
GSE116256,AML329-D20,Erythroid,no_consensus,16,0
GSE116256,AML329-D20,HSC_MPP,no_consensus,5,1
GSE116256,AML371-D0,LMPP_GMP,no_consensus,97,15
GSE116256,AML371-D0,Mono_DC,no_consensus,306,3
GSE116256,AML371-D0,HSC_MPP,no_consensus,19,3
GSE116256,AML371-D0,Erythroid,no_consensus,19,3
GSE116256,AML371-D0,T_NK,no_consensus,4,1
GSE116256,AML419A-D0,Mono_DC,no_consensus,566,3
GSE116256,AML419A-D0,B_Plasma,no_consensus,22,0
GSE116256,AML419A-D0,HSC_MPP,no_consensus,62,13
GSE116256,AML419A-D0,LMPP_GMP,no_consensus,75,11
GSE116256,AML419A-D0,Erythroid,no_consensus,42,4
GSE116256,AML419A-D0,T_NK,no_consensus,29,5
GSE116256,AML419A-D0,Megakaryocyte,no_consensus,3,0
GSE116256,AML420B-D14,B_Plasma,normal,92,0
GSE116256,AML420B-D14,T_NK,normal,628,62
GSE116256,AML420B-D14,B_Plasma,malignant,126,0
GSE116256,AML420B-D14,T_NK,malignant,3,0
GSE116256,AML556-D0,Mono_DC,malignant,964,23
GSE116256,AML556-D0,LMPP_GMP,malignant,80,1
GSE116256,AML556-D0,Mono_DC,normal,290,6
GSE116256,AML556-D0,HSC_MPP,malignant,3,1
GSE116256,AML556-D0,T_NK,malignant,25,2
GSE116256,AML556-D0,B_Plasma,malignant,101,0
GSE116256,AML556-D0,LMPP_GMP,normal,51,2
GSE116256,AML556-D0,Megakaryocyte,normal,1,0
GSE116256,AML556-D0,T_NK,normal,3,1
GSE116256,AML556-D0,Erythroid,malignant,1,1
GSE116256,AML556-D0,B_Plasma,normal,1,0
GSE116256,AML556-D15,T_NK,normal,824,80
GSE116256,AML556-D15,B_Plasma,malignant,35,0
GSE116256,AML556-D15,B_Plasma,normal,25,0
GSE116256,AML556-D15,HSC_MPP,normal,5,1
GSE116256,AML556-D15,Erythroid,normal,1,0
GSE116256,AML556-D15,T_NK,malignant,3,0
GSE116256,AML556-D31,Mono_DC,normal,464,5
GSE116256,AML556-D31,B_Plasma,malignant,171,0
GSE116256,AML556-D31,B_Plasma,normal,73,1
GSE116256,AML556-D31,Mono_DC,malignant,97,2
GSE116256,AML556-D31,T_NK,normal,76,9
GSE116256,AML556-D31,LMPP_GMP,normal,73,3
GSE116256,AML556-D31,Megakaryocyte,normal,19,0
GSE116256,AML556-D31,Erythroid,normal,14,0
GSE116256,AML556-D31,HSC_MPP,normal,9,2
GSE116256,AML556-D31,Megakaryocyte,malignant,5,0
GSE116256,AML556-D31,LMPP_GMP,malignant,4,1
GSE116256,AML556-D31,Erythroid,malignant,1,1
GSE116256,AML556-D31,T_NK,malignant,1,0
GSE116256,AML707B-D0,HSC_MPP,normal,123,20
GSE116256,AML707B-D0,LMPP_GMP,normal,385,43
GSE116256,AML707B-D0,Erythroid,normal,349,18
GSE116256,AML707B-D0,B_Plasma,malignant,9,2
GSE116256,AML707B-D0,HSC_MPP,malignant,38,14
GSE116256,AML707B-D0,Erythroid,malignant,189,6
GSE116256,AML707B-D0,LMPP_GMP,malignant,62,12
GSE116256,AML707B-D0,B_Plasma,normal,12,1
GSE116256,AML707B-D0,Mono_DC,normal,18,1
GSE116256,AML707B-D0,Megakaryocyte,malignant,2,0
GSE116256,AML707B-D0,T_NK,malignant,9,3
GSE116256,AML707B-D0,Mono_DC,malignant,2,1
GSE116256,AML707B-D0,T_NK,normal,16,2
GSE116256,AML707B-D113,Mono_DC,normal,86,3
GSE116256,AML707B-D113,T_NK,normal,340,27
GSE116256,AML707B-D113,Mono_DC,malignant,13,0
GSE116256,AML707B-D113,LMPP_GMP,normal,14,0
GSE116256,AML707B-D113,B_Plasma,normal,43,0
GSE116256,AML707B-D113,B_Plasma,malignant,8,0
GSE116256,AML707B-D113,Erythroid,normal,7,0
GSE116256,AML707B-D113,T_NK,malignant,15,0
GSE116256,AML707B-D113,Erythroid,malignant,1,0
GSE116256,AML707B-D113,HSC_MPP,normal,4,0
GSE116256,AML707B-D18,T_NK,normal,1256,87
GSE116256,AML707B-D18,LMPP_GMP,normal,23,0
GSE116256,AML707B-D18,Erythroid,normal,2,1
GSE116256,AML707B-D18,B_Plasma,normal,11,0
GSE116256,AML707B-D18,LMPP_GMP,malignant,11,0
GSE116256,AML707B-D18,T_NK,malignant,16,0
GSE116256,AML707B-D18,Mono_DC,malignant,1,0
GSE116256,AML707B-D18,HSC_MPP,normal,2,1
GSE116256,AML707B-D18,Megakaryocyte,normal,1,0
GSE116256,AML916-D0,Megakaryocyte,malignant,5,0
GSE116256,AML916-D0,LMPP_GMP,malignant,114,21
GSE116256,AML916-D0,Mono_DC,malignant,16,3
GSE116256,AML916-D0,Erythroid,malignant,295,15
GSE116256,AML916-D0,B_Plasma,malignant,37,8
GSE116256,AML916-D0,Erythroid,normal,20,3
GSE116256,AML916-D0,T_NK,malignant,63,13
GSE116256,AML916-D0,HSC_MPP,malignant,98,28
GSE116256,AML916-D0,B_Plasma,normal,2,0
GSE116256,AML916-D0,Mono_DC,normal,1,0
GSE116256,AML916-D0,HSC_MPP,normal,1,0
GSE116256,AML916-D0,LMPP_GMP,normal,5,0
GSE116256,AML916-D0,Megakaryocyte,normal,1,1
GSE116256,AML921A-D0,LMPP_GMP,normal,661,89
GSE116256,AML921A-D0,Mono_DC,normal,1168,76
GSE116256,AML921A-D0,HSC_MPP,normal,207,52
GSE116256,AML921A-D0,T_NK,normal,268,47
GSE116256,AML921A-D0,B_Plasma,malignant,12,1
GSE116256,AML921A-D0,Mono_DC,malignant,76,3
GSE116256,AML921A-D0,LMPP_GMP,malignant,15,5
GSE116256,AML921A-D0,HSC_MPP,malignant,12,5
GSE116256,AML921A-D0,T_NK,malignant,19,3
GSE116256,AML921A-D0,Erythroid,normal,140,14
GSE116256,AML921A-D0,B_Plasma,normal,129,5
GSE116256,AML921A-D0,Erythroid,malignant,4,2
GSE116256,AML921A-D0,Megakaryocyte,normal,3,1
GSE116256,BM4,Megakaryocyte,normal,7,0
GSE116256,BM4,LMPP_GMP,normal,422,19
GSE116256,BM4,Erythroid,normal,106,1
GSE116256,BM4,T_NK,normal,850,65
GSE116256,BM4,HSC_MPP,malignant,6,0
GSE116256,BM4,HSC_MPP,normal,232,42
GSE116256,BM4,Mono_DC,normal,779,26
GSE116256,BM4,B_Plasma,normal,178,3
GSE116256,BM4,Mono_DC,malignant,153,6
GSE116256,BM4,LMPP_GMP,malignant,13,2
GSE116256,BM4,B_Plasma,malignant,15,0
GSE116256,BM4,T_NK,malignant,29,1
GSE116256,BM4,Megakaryocyte,malignant,4,0
GSE116256,BM4,Erythroid,malignant,1,0
GSE116256,BM5-34p,Erythroid,malignant,148,9
GSE116256,BM5-34p,HSC_MPP,malignant,221,36
GSE116256,BM5-34p,Erythroid,normal,121,12
GSE116256,BM5-34p,HSC_MPP,normal,97,20
GSE116256,BM5-34p,LMPP_GMP,malignant,129,12
GSE116256,BM5-34p,B_Plasma,malignant,50,4
GSE116256,BM5-34p,Mono_DC,malignant,9,2
GSE116256,BM5-34p,LMPP_GMP,normal,80,10
GSE116256,BM5-34p,T_NK,malignant,25,7
GSE116256,BM5-34p,T_NK,normal,11,4
GSE116256,BM5-34p,B_Plasma,normal,7,1
GSE116256,BM5-34p,Mono_DC,normal,2,0
GSE116256,BM5-34p,Megakaryocyte,malignant,1,0
GSE116256,BM5-34p38n,Erythroid,malignant,36,1
GSE116256,BM5-34p38n,HSC_MPP,malignant,725,108
GSE116256,BM5-34p38n,HSC_MPP,normal,232,40
GSE116256,BM5-34p38n,T_NK,normal,6,2
GSE116256,BM5-34p38n,LMPP_GMP,malignant,30,7
GSE116256,BM5-34p38n,T_NK,malignant,22,3
GSE116256,BM5-34p38n,Erythroid,normal,10,0
GSE116256,BM5-34p38n,LMPP_GMP,normal,10,1
GSE116256,BM5-34p38n,Mono_DC,malignant,2,0
GSE116256,BM5-34p38n,B_Plasma,malignant,1,0
GSE147989,007C1D1BL,HSC_MPP,no_consensus,332,87
GSE147989,007C1D1BL,LMPP_GMP,no_consensus,1897,180
GSE147989,007C1D1BL,Mono_DC,no_consensus,59,5
GSE147989,007C1D1BL,Erythroid,no_consensus,38,1
GSE147989,007C1D1BL,T_NK,no_consensus,7,2
GSE147989,007SCRBL,LMPP_GMP,no_consensus,1128,109
GSE147989,007SCRBL,HSC_MPP,no_consensus,115,20
GSE147989,007SCRBL,Mono_DC,no_consensus,21,0
GSE147989,007SCRBL,Erythroid,no_consensus,33,1
GSE147989,007SCRBL,T_NK,no_consensus,5,1
GSE147989,009C1D1BL,LMPP_GMP,no_consensus,209,26
GSE147989,009C1D1BL,HSC_MPP,no_consensus,495,114
GSE147989,009C1D1BL,Erythroid,no_consensus,23,0
GSE147989,009SCRBL,HSC_MPP,no_consensus,640,165
GSE147989,009SCRBL,LMPP_GMP,no_consensus,325,50
GSE147989,009SCRBL,Erythroid,no_consensus,27,0
GSE147989,009SCRBL,T_NK,no_consensus,1,0
GSE185381,GSM5613744_2019-07-01-count-1,HSC_MPP,malignant,106,25
GSE185381,GSM5613744_2019-07-01-count-1,HSC_MPP,normal,1659,420
GSE185381,GSM5613744_2019-07-01-count-1,LMPP_GMP,normal,1606,125
GSE185381,GSM5613744_2019-07-01-count-1,Mono_DC,malignant,409,2
GSE185381,GSM5613744_2019-07-01-count-1,Mono_DC,normal,1630,8
GSE185381,GSM5613744_2019-07-01-count-1,T_NK,normal,1262,110
GSE185381,GSM5613744_2019-07-01-count-1,Erythroid,normal,248,2
GSE185381,GSM5613744_2019-07-01-count-1,LMPP_GMP,malignant,67,7
GSE185381,GSM5613744_2019-07-01-count-1,B_Plasma,normal,121,0
GSE185381,GSM5613744_2019-07-01-count-1,Erythroid,malignant,20,2
GSE185381,GSM5613744_2019-07-01-count-1,T_NK,malignant,59,4
GSE185381,GSM5613744_2019-07-01-count-1,B_Plasma,malignant,3,0
GSE185381,GSM5613744_2019-07-01-count-1,Megakaryocyte,normal,15,0
GSE185381,GSM5613744_2019-07-01-count-1,Megakaryocyte,malignant,5,0
GSE185381,GSM5613745_2019-07-01-count-2,Erythroid,normal,289,16
GSE185381,GSM5613745_2019-07-01-count-2,HSC_MPP,normal,1893,450
GSE185381,GSM5613745_2019-07-01-count-2,T_NK,normal,1264,110
GSE185381,GSM5613745_2019-07-01-count-2,Mono_DC,normal,1645,8
