sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
GSM6085180_AML02M5_RE,GSE201966,9910,infercnv,1,C_single,0,9910,3,3e-04,0,0,9910
