gene,logFC,P.Value,adj.P.Val,logFC_depth,P_depth,q_depth,hit_baseline,hit_depth,reportable,tier,hierarchy_bin
MME,-3.82185961675541,1.89953283904192e-10,1.46909869771502e-06,-3.8105095571113,1.81669008111772e-10,1.59033049701045e-06,TRUE,TRUE,TRUE,primary,B_Plasma
VPREB1,-4.49242307550167,4.64349471608108e-08,0.000179563940670855,-4.64107775756559,3.29418089701163e-08,0.000144186297862199,TRUE,TRUE,TRUE,primary,B_Plasma
ADAM23,-3.11354668213865,1.97967476346894e-07,0.000510360154022293,-3.01803297346348,7.04934097635885e-07,0.00154274827267614,TRUE,TRUE,TRUE,primary,B_Plasma
LEF1,-2.27765038578213,3.71078944211859e-07,0.000717481138633628,-2.32755539261651,4.50659532135069e-07,0.00131502451477013,TRUE,TRUE,TRUE,primary,B_Plasma
SSBP2,-0.987344258900932,1.25718206363082e-06,0.00194460921602416,-0.937170117698096,5.3582306125049e-06,0.00586324384773348,FALSE,FALSE,FALSE,primary,B_Plasma
IGLL1,-2.88911170562294,1.78032434751191e-06,0.00229483808394286,-2.80085931834451,3.58653148510963e-06,0.00448521380294996,TRUE,TRUE,TRUE,primary,B_Plasma
DNTT,-3.92806727806565,2.28608636670671e-06,0.00252579885144425,-4.09440320947697,2.23908793787054e-06,0.00326682930135312,TRUE,TRUE,TRUE,primary,B_Plasma
WASF1,-2.11181607593444,4.65311636390174e-06,0.00449840024480201,-2.13381118819035,1.00122702035892e-05,0.00819428902265517,TRUE,TRUE,TRUE,primary,B_Plasma
CCDC191,-1.77690842800355,9.87845254968217e-06,0.00759206778824168,-1.56151495985627,4.29367544384722e-05,0.0193638177270011,TRUE,TRUE,TRUE,primary,B_Plasma
AC007952.4,-1.22603770065389,1.07981310668035e-05,0.00759206778824168,-1.17501734287181,7.31746963597491e-05,0.0256228516773298,TRUE,TRUE,TRUE,primary,B_Plasma
ZNF441,-1.0553597362293,1.02223301454878e-05,0.00759206778824168,-1.02860959629667,3.41545882082633e-05,0.018296921321478,TRUE,TRUE,TRUE,primary,B_Plasma
HRK,-1.77934363125357,1.21502432307495e-05,0.00783083176221807,-1.49757821516817,6.87434510677428e-05,0.0250741737769592,TRUE,TRUE,TRUE,primary,B_Plasma
TOP2B,-0.773525619229652,1.70246699675031e-05,0.0101283690406668,-0.770393656243576,3.55320610538184e-05,0.018296921321478,FALSE,FALSE,FALSE,primary,B_Plasma
AKAP12,-2.47679981554245,1.86586285684316e-05,0.010307559524875,-2.59311106517952,1.02966848582599e-05,0.00819428902265517,TRUE,TRUE,TRUE,primary,B_Plasma
ADGRE5,1.21148708052541,2.2415039779081e-05,0.0108809415478782,1.17195176158151,5.70479425139218e-05,0.0232844683173804,TRUE,TRUE,TRUE,primary,B_Plasma
PTPRJ,-0.875728451123401,2.25103523100661e-05,0.0108809415478782,-0.825347855364396,0.000125156403398287,0.0342380986046439,FALSE,FALSE,FALSE,primary,B_Plasma
APBB2,-1.87193184669904,2.49053099137189e-05,0.0113304509925119,-1.88573792757422,4.42399308361916e-05,0.0193638177270011,TRUE,TRUE,TRUE,primary,B_Plasma
BMP3,-2.61259140627944,3.19787326304405e-05,0.0118528776767981,-2.75107202217546,2.47511345431182e-05,0.0154765308421755,TRUE,TRUE,TRUE,primary,B_Plasma
HCK,-1.36612841896961,3.21839192155109e-05,0.0118528776767981,-1.24005778064056,0.000156941280250572,0.0375248727625054,TRUE,TRUE,TRUE,primary,B_Plasma
HYPK,1.06702347962201,2.90783995254606e-05,0.0118528776767981,1.01497614081598,0.000122734507286612,0.0342380986046439,TRUE,TRUE,TRUE,primary,B_Plasma
REXO2,-1.03845723374062,3.20420770143987e-05,0.0118528776767981,-1.09336724567206,2.68470466062403e-05,0.0156679363994019,TRUE,TRUE,TRUE,primary,B_Plasma
PCDH9,-1.77567862656767,4.20585699326912e-05,0.0147854990845197,-1.55665650037263,0.000162890697392644,0.0375248727625054,TRUE,TRUE,TRUE,primary,B_Plasma
IGLV7-43,-2.50524455936402,5.25906211300518e-05,0.0176841679921661,-2.5270009178704,3.81338681187949e-05,0.0185457711951072,TRUE,TRUE,TRUE,primary,B_Plasma
FRAT1,-0.793428946105551,5.89917319960178e-05,0.0190100856357167,-0.704663491204367,0.000259449927514365,0.0504716592324611,FALSE,FALSE,FALSE,primary,B_Plasma
NFE2L1,0.798147155422094,6.42633176891229e-05,0.0198804999603071,0.702373080061917,0.000463146643039622,0.0779689560224779,FALSE,FALSE,FALSE,primary,B_Plasma
ACSM3,-1.52618329926628,7.20848757002354e-05,0.0206483121728008,-1.57652896854011,0.000109650993500606,0.0319961599034768,TRUE,TRUE,TRUE,primary,B_Plasma
CMTM7,-1.18178705278968,7.00402350732441e-05,0.0206483121728008,-1.1142605232809,0.000171310853411378,0.0380107484236153,TRUE,TRUE,TRUE,primary,B_Plasma
MYB,-1.81407321442496,7.78352601393203e-05,0.021499210782768,-1.70373482776998,0.000306952440497467,0.0559804513357255,TRUE,FALSE,FALSE,primary,B_Plasma
KLHL14,-1.04992237766154,8.56359122465225e-05,0.0228382119074002,-1.01846474540495,0.000173684022954605,0.0380107484236153,TRUE,TRUE,TRUE,primary,B_Plasma
PPP2R3B,-1.06141761121057,9.14739862650505e-05,0.02358199365913,-0.98940336340729,0.000302473380240484,0.0559804513357255,TRUE,FALSE,FALSE,primary,B_Plasma
ARPP21,-2.91655573042139,9.67807881834059e-05,0.0236451517727146,-3.08679077332547,5.85170554012301e-05,0.0232844683173804,TRUE,TRUE,TRUE,primary,B_Plasma
SMAD1,-2.27586508640776,9.78335734066287e-05,0.0236451517727146,-2.41857908960819,8.18120068664988e-05,0.0265252706707159,TRUE,TRUE,TRUE,primary,B_Plasma
PEA15,0.831170770028464,0.000106699108374897,0.0250063910354986,0.760956396063465,0.000482194764111718,0.0781691289821107,FALSE,FALSE,FALSE,primary,B_Plasma
GBP2,1.21013263908222,0.000110694895484345,0.0251798329904682,1.17895602031626,0.000238919741335846,0.0486396143175348,TRUE,TRUE,TRUE,primary,B_Plasma
C16orf74,-0.991580154547842,0.000117367947930313,0.0259349631226582,-1.00519388522823,0.000158882064791162,0.0375248727625054,FALSE,TRUE,FALSE,primary,B_Plasma
CFAP73,-2.37143163230279,0.000133713751944259,0.0265254935613664,-2.43998964936796,0.000138183165016495,0.0362880364127476,TRUE,TRUE,TRUE,primary,B_Plasma
SDHAF3,-1.08762306769265,0.000127917294879536,0.0265254935613664,-1.10830186859474,0.0001409405115414,0.0362880364127476,TRUE,TRUE,TRUE,primary,B_Plasma
SYK,-1.01520897925896,0.000133759277074384,0.0265254935613664,-0.906603511952791,0.000570113297431485,0.0860477897537106,TRUE,FALSE,FALSE,primary,B_Plasma
