kind,dataset,sample,why,mtime,mb,from,to
infercnv_burden,GSE185381,GSM5613804_2021-04-29-2910_cDNA,absent from the QC report (dropped by the v2 ingest),2026-07-09T11:56:43Z,0.2,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/infercnv_burden/GSE185381/GSM5613804_2021-04-29-2910_cDNA_infercnv_burden.csv,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/_stale_v1__infercnv_burden/GSE185381/GSM5613804_2021-04-29-2910_cDNA_infercnv_burden.csv
infercnv_burden,GSE185381,GSM5613805_2021-04-29-2975_cDNA,absent from the QC report (dropped by the v2 ingest),2026-07-09T11:31:39Z,0.1,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/infercnv_burden/GSE185381/GSM5613805_2021-04-29-2975_cDNA_infercnv_burden.csv,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/_stale_v1__infercnv_burden/GSE185381/GSM5613805_2021-04-29-2975_cDNA_infercnv_burden.csv
infercnv_burden,Petti2019,ND_083017,absent from the QC report (dropped by the v2 ingest),2026-07-10T18:09:53Z,0.3,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/infercnv_burden/Petti2019/ND_083017_infercnv_burden.csv,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/_stale_v1__infercnv_burden/Petti2019/ND_083017_infercnv_burden.csv
infercnv_burden,Petti2019,ND_090617,absent from the QC report (dropped by the v2 ingest),2026-07-10T19:20:57Z,0.4,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/infercnv_burden/Petti2019/ND_090617_infercnv_burden.csv,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/_stale_v1__infercnv_burden/Petti2019/ND_090617_infercnv_burden.csv
infercnv_burden,Petti2019,Normal_sorted_170531,absent from the QC report (dropped by the v2 ingest),2026-07-10T18:47:37Z,0.2,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/infercnv_burden/Petti2019/Normal_sorted_170531_infercnv_burden.csv,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/_stale_v1__infercnv_burden/Petti2019/Normal_sorted_170531_infercnv_burden.csv
infercnv_burden,Petti2019,Normal_sorted_170607,absent from the QC report (dropped by the v2 ingest),2026-07-10T18:53:01Z,0.1,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/infercnv_burden/Petti2019/Normal_sorted_170607_infercnv_burden.csv,/LARGE1/gr10634/gaozy/aml_niche_net/05_cnv_snv/_stale_v1__infercnv_burden/Petti2019/Normal_sorted_170607_infercnv_burden.csv
consensus_summary,Chen2023,AML103_Niche_Immune,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:05:45Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/AML103_Niche_Immune__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/AML103_Niche_Immune__consensus_summary.csv
consensus_summary,Chen2023,AML162_niche_immune,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:05:48Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/AML162_niche_immune__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/AML162_niche_immune__consensus_summary.csv
consensus_summary,Chen2023,AML24_Niche_Immune,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:05:51Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/AML24_Niche_Immune__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/AML24_Niche_Immune__consensus_summary.csv
consensus_summary,Chen2023,AML304_Niche_Immune,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:05:54Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/AML304_Niche_Immune__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/AML304_Niche_Immune__consensus_summary.csv
consensus_summary,Chen2023,AML320_NICHE_IMMUNE,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:05:57Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/AML320_NICHE_IMMUNE__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/AML320_NICHE_IMMUNE__consensus_summary.csv
consensus_summary,Chen2023,NBM1_Niche_Immune,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:06:00Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/NBM1_Niche_Immune__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/NBM1_Niche_Immune__consensus_summary.csv
consensus_summary,Chen2023,NBM2_Niche_Immune,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:06:03Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/NBM2_Niche_Immune__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/NBM2_Niche_Immune__consensus_summary.csv
consensus_summary,Chen2023,NBM3_Niche_immune,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:06:06Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/NBM3_Niche_immune__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/NBM3_Niche_immune__consensus_summary.csv
consensus_summary,Chen2023,NBM4_Niche_Immune,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:06:10Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/Chen2023/NBM4_Niche_Immune__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/Chen2023/NBM4_Niche_Immune__consensus_summary.csv
consensus_summary,GSE185381,GSM5613744_2019-07-01-count-1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:06:52Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613744_2019-07-01-count-1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613744_2019-07-01-count-1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613745_2019-07-01-count-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:06:56Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613745_2019-07-01-count-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613745_2019-07-01-count-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613746_2019-07-01-count-3,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:06:59Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613746_2019-07-01-count-3__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613746_2019-07-01-count-3__consensus_summary.csv
consensus_summary,GSE185381,GSM5613748_2019-08-01-count-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:02Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613748_2019-08-01-count-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613748_2019-08-01-count-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613749_2019-08-01-count-3,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:05Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613749_2019-08-01-count-3__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613749_2019-08-01-count-3__consensus_summary.csv
consensus_summary,GSE185381,GSM5613750_2019-08-01-count-4,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:08Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613750_2019-08-01-count-4__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613750_2019-08-01-count-4__consensus_summary.csv
consensus_summary,GSE185381,GSM5613751_2019-08-29-count-1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:11Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613751_2019-08-29-count-1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613751_2019-08-29-count-1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613752_2019-08-29-count-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:14Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613752_2019-08-29-count-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613752_2019-08-29-count-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613756_2019-10-25-count-5,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:17Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613756_2019-10-25-count-5__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613756_2019-10-25-count-5__consensus_summary.csv
consensus_summary,GSE185381,GSM5613757_2019-11-04-count-1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:23Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613757_2019-11-04-count-1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613757_2019-11-04-count-1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613758_2019-11-04-count-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:26Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613758_2019-11-04-count-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613758_2019-11-04-count-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613759_2019-11-04-count-3,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:29Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613759_2019-11-04-count-3__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613759_2019-11-04-count-3__consensus_summary.csv
consensus_summary,GSE185381,GSM5613760_2019-11-19-count-1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:33Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613760_2019-11-19-count-1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613760_2019-11-19-count-1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613761_2019-11-19-count-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:37Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613761_2019-11-19-count-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613761_2019-11-19-count-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613762_2019-11-26-count-1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:41Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613762_2019-11-26-count-1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613762_2019-11-26-count-1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613763_2019-11-26-count-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:44Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613763_2019-11-26-count-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613763_2019-11-26-count-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613764_2020-01-03-count-1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:48Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613764_2020-01-03-count-1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613764_2020-01-03-count-1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613765_2020-01-03-count-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:51Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613765_2020-01-03-count-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613765_2020-01-03-count-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613766_2020-03-18-AML0048-c1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:54Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613766_2020-03-18-AML0048-c1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613766_2020-03-18-AML0048-c1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613767_2020-03-18-AML0048-c2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:07:57Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613767_2020-03-18-AML0048-c2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613767_2020-03-18-AML0048-c2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613768_2020-03-18-AML3266,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:00Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613768_2020-03-18-AML3266__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613768_2020-03-18-AML3266__consensus_summary.csv
consensus_summary,GSE185381,GSM5613769_2020-03-18-count-1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:03Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613769_2020-03-18-count-1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613769_2020-03-18-count-1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613770_2020-03-18-count-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:08Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613770_2020-03-18-count-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613770_2020-03-18-count-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613771_2020-03-18-count-3,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:11Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613771_2020-03-18-count-3__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613771_2020-03-18-count-3__consensus_summary.csv
consensus_summary,GSE185381,GSM5613774_2020-08-26-Control4003-c1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:14Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613774_2020-08-26-Control4003-c1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613774_2020-08-26-Control4003-c1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613775_2020-08-26-Control4003-c2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:16Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613775_2020-08-26-Control4003-c2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613775_2020-08-26-Control4003-c2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613776_2020-08-26-Control4003-c3,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:19Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613776_2020-08-26-Control4003-c3__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613776_2020-08-26-Control4003-c3__consensus_summary.csv
consensus_summary,GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:22Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613777_2020-09-11-AML4340_AML1371-c1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613777_2020-09-11-AML4340_AML1371-c1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:25Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613778_2020-09-11-AML4340_AML1371-c2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613778_2020-09-11-AML4340_AML1371-c2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613779_2020-09-15-AML0024,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:28Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613779_2020-09-15-AML0024__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613779_2020-09-15-AML0024__consensus_summary.csv
consensus_summary,GSE185381,GSM5613780_2020-10-06-AML4897,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:31Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613780_2020-10-06-AML4897__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613780_2020-10-06-AML4897__consensus_summary.csv
consensus_summary,GSE185381,GSM5613781_2020-10-06-count2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:34Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613781_2020-10-06-count2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613781_2020-10-06-count2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613782_2020-10-06-count4_0.95,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:37Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613782_2020-10-06-count4_0.95__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613782_2020-10-06-count4_0.95__consensus_summary.csv
consensus_summary,GSE185381,GSM5613784_2021-03-09-AML0693,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:40Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613784_2021-03-09-AML0693__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613784_2021-03-09-AML0693__consensus_summary.csv
consensus_summary,GSE185381,GSM5613785_2021-03-09-AML3948,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:43Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613785_2021-03-09-AML3948__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613785_2021-03-09-AML3948__consensus_summary.csv
consensus_summary,GSE185381,GSM5613786_2021-03-09-AMLMS3730,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:47Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613786_2021-03-09-AMLMS3730__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613786_2021-03-09-AMLMS3730__consensus_summary.csv
consensus_summary,GSE185381,GSM5613787_2021-03-09-count1_0.95,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:50Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613787_2021-03-09-count1_0.95__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613787_2021-03-09-count1_0.95__consensus_summary.csv
consensus_summary,GSE185381,GSM5613788_2021-03-09-Z-1-1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:52Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613788_2021-03-09-Z-1-1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613788_2021-03-09-Z-1-1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613789_2021-03-09-Z-1-2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:55Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613789_2021-03-09-Z-1-2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613789_2021-03-09-Z-1-2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613790_2021-03-09-Z-1-3,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:08:58Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613790_2021-03-09-Z-1-3__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613790_2021-03-09-Z-1-3__consensus_summary.csv
consensus_summary,GSE185381,GSM5613791_2019-10-21-1-Control0004,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:02Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613791_2019-10-21-1-Control0004__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613791_2019-10-21-1-Control0004__consensus_summary.csv
consensus_summary,GSE185381,GSM5613793_2020-03-18-82,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:04Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613793_2020-03-18-82__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613793_2020-03-18-82__consensus_summary.csv
consensus_summary,GSE185381,GSM5613795_2020-05-22-5prime_2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:07Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613795_2020-05-22-5prime_2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613795_2020-05-22-5prime_2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613796_2020-08-07-MDS-AML_cDNA1,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:10Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613796_2020-08-07-MDS-AML_cDNA1__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613796_2020-08-07-MDS-AML_cDNA1__consensus_summary.csv
consensus_summary,GSE185381,GSM5613797_2020-08-07-MDS-AML_cDNA2,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:13Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613797_2020-08-07-MDS-AML_cDNA2__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613797_2020-08-07-MDS-AML_cDNA2__consensus_summary.csv
consensus_summary,GSE185381,GSM5613800_2021-04-29-0102_cDNA,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:15Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613800_2021-04-29-0102_cDNA__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613800_2021-04-29-0102_cDNA__consensus_summary.csv
consensus_summary,GSE185381,GSM5613801_2021-04-29-0134_cDNA,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:18Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613801_2021-04-29-0134_cDNA__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613801_2021-04-29-0134_cDNA__consensus_summary.csv
consensus_summary,GSE185381,GSM5613804_2021-04-29-2910_cDNA,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:21Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613804_2021-04-29-2910_cDNA__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613804_2021-04-29-2910_cDNA__consensus_summary.csv
consensus_summary,GSE185381,GSM5613805_2021-04-29-2975_cDNA,absent from the QC report (dropped by the v2 ingest),2026-07-14T09:09:24Z,0,/FAST/gr10634/gaozy/aml_niche_net/results/tables/02_malignancy/GSE185381/GSM5613805_2021-04-29-2975_cDNA__consensus_summary.csv,/FAST/gr10634/gaozy/aml_niche_net/results/tables/_stale_v1__02_malignancy/GSE185381/GSM5613805_2021-04-29-2975_cDNA__consensus_summary.csv
