dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered,n_dbl_sc,n_dbl_df,n_dbl_both,dbl_jaccard
Petti2019,508084,14964,9798,1314,8484,PASS,OK,1431.54987117803,46182.9254649683,746.918847093899,7743.84663408132,11.4880290080463,0,7075.5,2181,FALSE,consensus_union,1431.54987117803,746.918847093899,11.4880290080463,5166,0,0.345228548516439,0.1,0.13410900183711,10x,FALSE,776,853,315,0.23972602739726
Petti2019,548327,11620,8949,963,7986,PASS,OK,853.404140331258,14626.2344065438,507.040704838613,3772.25927178528,15.9567060717718,0,3421.5,1343,FALSE,consensus_union,853.404140331258,507.040704838613,15.9567060717718,2671,0,0.229862306368331,0.09296,0.107609788803218,10x,FALSE,434,726,197,0.204569055036345
Petti2019,721214,20474,13918,1662,12256,PASS,OK,1907.22129936301,20474.8138105642,1031.23118428819,4952.9146110196,13.8767271213803,0,6009,2195,FALSE,consensus_union,1907.22129936301,1031.23118428819,13.8767271213803,6556,0,0.320210999316206,0.1,0.119413708866216,10x,FALSE,1125,1203,666,0.40072202166065
Petti2019,782328,21038,15613,2166,13447,PASS,OK,934.911821915863,28220.4496526031,572.283470943638,5845.42655842223,14.0118381296478,0,4631,1697,FALSE,consensus_union,934.911821915863,572.283470943638,14.0118381296478,5425,0,0.257866717368571,0.1,0.138730545058605,10x,FALSE,1182,1410,426,0.196675900277008
Petti2019,809653,21731,15418,2377,13041,PASS,OK,500,36469.5159999703,205.164205039974,9228.5883867076,7.68544517684966,0.311081085079564,3809,1408,FALSE,consensus_union,433.255681265769,205.164205039974,7.68544517684966,6313,0,0.290506649486908,0.1,0.154170450123233,10x,FALSE,1151,1401,175,0.0736222128733698
