dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered,n_dbl_sc,n_dbl_df,n_dbl_both,dbl_jaccard
GSE185991,GSM5628163_M03,1841,1271,23,1248,PASS,OK,709.685473212731,24525.7718482038,407.084428316218,4835.38269479314,13.13462497957,0,4274,1421,FALSE,consensus_union,709.685473212731,407.084428316218,13.13462497957,570,0,0.309614340032591,0.014728,0.018095987411487,10x,FALSE,9,16,2,0.0869565217391304
GSE185991,GSM5628164_M04,1763,1288,22,1266,PASS,OK,1370.83355042728,8472.5559834597,763.577749413026,2585.23117196312,9.00202786910902,0,3444,1420.5,FALSE,consensus_union,1370.83355042728,763.577749413026,9.00202786910902,475,0,0.26942711287578,0.014104,0.0170807453416149,10x,FALSE,14,11,3,0.136363636363636
GSE185991,GSM5628165_M05,229,18,0,18,P2-exclude,LOW_COMPLEXITY (median below floor),500,1813.57087932899,200,246957.910522457,20,0,995.5,464,TRUE,skipped_lowN,94.0514660574555,0.0816495408360947,189.615753205656,43,168,0.921397379912664,0.001832,,10x,FALSE,,,,
GSE185991,GSM5628166_M06,432,232,1,231,P2-exclude,n_final=231 < 300,1942.28238260858,54894.6682288302,873.555199059394,8569.21234978655,7.46456143290685,0,9954,2691,FALSE,consensus_union,1942.28238260858,873.555199059394,7.46456143290685,200,0,0.462962962962963,0.003456,0.00431034482758621,10x,FALSE,0,1,0,0
GSE185991,GSM5628167_M07,1748,1372,29,1343,PASS,OK,500,11918.8985664193,200,3258.89937316624,11.3387217889014,0,1831,805,FALSE,consensus_union,257.238618393671,185.017065873436,11.3387217889014,376,0,0.215102974828375,0.013984,0.0211370262390671,10x,FALSE,14,15,0,0
GSE185991,GSM5628168_M08,1744,1356,26,1330,PASS,OK,1075.89849768589,5707.30697478188,478.441667671698,1761.39340894169,4.67000775540037,0,2456.5,913,FALSE,consensus_union,1075.89849768589,478.441667671698,4.67000775540037,388,0,0.222477064220184,0.013952,0.0191740412979351,10x,FALSE,13,13,0,0
GSE185991,GSM5628169_M09,378,0,,0,P2-exclude,all 378 cells failed QC (median nFeature = 20; ABS floor = 200),500,702.946860869115,200,97.724382138149,20,0,,,FALSE,,39.2006871841352,4.09314432333311,109.649404989262,77,301,1,,,10x,FALSE,,,,
GSE185991,GSM5628170_M10,512,222,1,221,P2-exclude,n_final=221 < 300,3182.27642767216,40420.4269878882,1245.10351977124,6617.73890215478,6.80363464414718,0,12259,3040,FALSE,consensus_union,3182.27642767216,1245.10351977124,6.80363464414718,290,0,0.56640625,0.004096,0.00450450450450451,10x,FALSE,0,1,0,0
GSE185991,GSM5628171_M21,891,247,2,245,P2-exclude,n_final=245 < 300,500,40386.5822588833,200,29987.1604202216,20,0,2161,816,FALSE,consensus_union,42.8168194306575,11.9252371677998,66.5485552839954,503,141,0.722783389450056,0.007128,0.00809716599190283,10x,FALSE,1,1,0,0
GSE185991,GSM5628172_M22,6614,3295,237,3058,PASS,OK,500,32880.8394728057,200,8294.88887556665,20,0,2491.5,882,FALSE,consensus_union,74.7737600201302,49.379805582027,59.5001525496646,1942,1377,0.501814333232537,0.052912,0.0719271623672231,10x,FALSE,136,151,50,0.210970464135021
GSE185991,GSM5628173_M23,687,216,1,215,P2-exclude,n_final=215 < 300,1582.90340434356,146805.885540672,992.583710768539,12948.2529892101,7.51769963036816,0,15103,3490,FALSE,consensus_union,1582.90340434356,992.583710768539,7.51769963036816,471,0,0.685589519650655,0.005496,0.00462962962962963,10x,FALSE,0,1,0,0
GSE185991,GSM5628174_M24,6666,5116,334,4782,PASS,OK,1127.26006739449,4534.99697883915,516.637596923436,1688.52597099951,10.7547548692034,0,2288,943,FALSE,consensus_union,1127.26006739449,516.637596923436,10.7547548692034,1550,0,0.232523252325233,0.053328,0.065285379202502,10x,FALSE,216,175,57,0.170658682634731
GSE185991,GSM5628175_M25,2358,919,24,895,PASS,OK,500,184844.183081926,220.273552601644,17672.2486836168,16.9169623838814,0,8253,2459,FALSE,consensus_union,199.789462585534,220.273552601644,16.9169623838814,1439,0,0.610262934690416,0.018864,0.0261153427638738,10x,FALSE,12,14,2,0.0833333333333333
GSE185991,GSM5628176_M26,2456,1550,42,1508,PASS,OK,885.32705208327,115245.773592834,417.192965747333,11712.3451284635,8.62767857880035,0.146209310796194,10330.5,2242,FALSE,consensus_union,885.32705208327,417.192965747333,8.62767857880035,906,0,0.368892508143323,0.019648,0.0270967741935484,10x,FALSE,27,26,11,0.261904761904762
GSE185991,GSM5628177_M27,1456,977,13,964,PASS,OK,738.928017118846,9960.87417107125,381.151583571728,2788.81433480904,8.35251635434183,0,2900,1094.5,FALSE,consensus_union,738.928017118846,381.151583571728,8.35251635434183,479,0,0.328983516483517,0.011648,0.0133060388945752,10x,FALSE,5,9,1,0.0769230769230769
GSE185991,GSM5628178_M28,5598,2120,128,1992,PASS,OK,500,135682.960429928,200,34205.9928746608,20,0,6712,2228,FALSE,consensus_union,84.0249207702673,54.3112140263646,69.3438861824316,1986,1492,0.621293319042515,0.044784,0.060377358490566,10x,FALSE,76,82,30,0.234375
GSE185991,GSM5628179_M29,74,45,0,45,P2-exclude,n_final=45 < 300,1886.04588273583,28347.1232006546,806.196854547599,5959.91285862344,16.2629048008633,0,7349,2262,FALSE,skipped_lowN,1886.04588273583,806.196854547599,16.2629048008633,29,0,0.391891891891892,0.000592,,10x,FALSE,,,,
GSE185991,GSM5628180_M30,5512,2765,178,2587,PASS,OK,500,92836.5369221904,200,28075.7339519881,20,0.0300875690341472,6397,2288,FALSE,consensus_union,89.8722881810305,58.9506227274532,29.7789052397397,2526,221,0.498367198838897,0.044096,0.064376130198915,10x,FALSE,83,108,13,0.0730337078651685
