dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered,n_dbl_sc,n_dbl_df,n_dbl_both,dbl_jaccard
GSE289435,GSM8791432_MLL_14666,12060,9394,1283,8111,PASS,OK,692.699197041329,74941.6560921792,413.632489627132,7260.76668374698,4.20855431874028,0.111669581121826,7844,1816,FALSE,consensus_union,692.699197041329,413.632489627132,4.20855431874028,2666,0,0.22106135986733,0.09648,0.136576538215882,10x,FALSE,681,825,223,0.173811379579111
GSE289435,GSM8791433_MLL_16703,14986,8115,1137,6978,PASS,OK,500,132665.880394478,200,17377.5041453359,11.6870745329388,25.3841775380773,7907,2129,FALSE,consensus_union,292.420401422331,144.567653616373,11.6870745329388,6871,0,0.458494594955292,0.1,0.140110905730129,10x,FALSE,638,732,233,0.204925241864556
GSE289435,GSM8791434_MLL_17746,9848,5363,482,4881,PASS,OK,500,30452.4542180442,274.613055810289,6745.20369956351,13.5852043727477,0,2841,1328,FALSE,consensus_union,280.374249604515,274.613055810289,13.5852043727477,4485,0,0.455422420796101,0.078784,0.0898750699235503,10x,FALSE,224,364,106,0.219917012448133
GSE289435,GSM8791435_MLL_17843,19508,13788,1520,12268,PASS,OK,500,22182.8538439359,200,4247.53217256759,6.23667175782388,0.92335593220339,2539,949,FALSE,consensus_union,225.99080511773,184.395307246501,6.23667175782388,5719,1,0.293213040803773,0.1,0.110240789091964,10x,FALSE,565,1185,230,0.151315789473684
GSE289435,GSM8791436_MLL_17844,25922,10414,1306,9108,PASS,OK,500,93049.6273406346,219.733359065161,11053.9519822282,20,0,4705.5,1684,FALSE,consensus_union,160.249776663945,219.733359065161,35.7647755319484,12362,3146,0.59825630738369,0.1,0.125408104474746,10x,FALSE,659,934,287,0.219754977029096
GSE289435,GSM8791437_MLL_28824,8719,4620,431,4189,PASS,OK,500,132618.792960543,200,13353.272148436,14.436162880472,1.29993848309714,5121,1532,FALSE,consensus_union,169.343427870601,155.935487336254,14.436162880472,4099,0,0.47012272049547,0.069752,0.0932900432900433,10x,FALSE,192,281,42,0.0974477958236659
GSE289435,GSM8791438_MLL_28830,10017,4643,473,4170,PASS,OK,500,29824.0282916746,200,6537.18595029587,20,0,2742.5,1037,FALSE,consensus_union,183.283222056421,129.474670972407,34.5835121511387,4503,871,0.536487970450235,0.080136,0.101873788498815,10x,FALSE,160,331,18,0.0380549682875264
GSE289435,GSM8791439_MLL_28855,8059,4985,423,4562,PASS,OK,500,61553.2794766106,200,8429.23108125233,8.20152281937758,36.8801060132647,2437.5,1033,FALSE,consensus_union,109.23299387411,104.602779482586,8.20152281937758,3072,2,0.381436902841544,0.064472,0.0848545636910732,10x,FALSE,199,296,72,0.170212765957447
GSE289435,GSM8791441_MLL_29532,8475,5349,496,4853,PASS,OK,500,13221.5924515704,247.927657995543,2498.18436961614,14.1576516751979,0.927498931287684,2490,826,FALSE,consensus_union,419.467248012267,247.927657995543,14.1576516751979,3126,0,0.368849557522124,0.0678,0.0927276126378762,10x,FALSE,308,300,112,0.225806451612903
GSE289435,GSM8791442_MLL_29538,6342,4251,241,4010,PASS,OK,500,40812.027315332,200,6837.54289045937,20,0.126223354958295,2848,1120.5,FALSE,consensus_union,104.687007263541,124.730771515892,27.977372400042,1625,466,0.329706717123936,0.050736,0.056692542931075,10x,FALSE,110,194,63,0.261410788381743
GSE289435,GSM8791443_MLL_30862,4600,2802,143,2659,PASS,OK,500,32726.173890035,200,7080.09703382762,20,0,2424,1062,FALSE,consensus_union,149.106370222088,141.52362534194,26.0605054535073,1449,349,0.390869565217391,0.0368,0.0510349750178444,10x,FALSE,89,88,34,0.237762237762238
GSE289435,GSM8791444_MLL_30886,15745,12133,1686,10447,PASS,OK,500,23002.6001555584,251.587851878122,5075.36429310019,4.66092755442169,8.83535627273943,2201,1070,FALSE,consensus_union,268.241675213792,251.587851878122,4.66092755442169,3612,0,0.229406160685932,0.1,0.138959861534658,10x,FALSE,794,1036,144,0.0854092526690392
