dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered
GSE207356,GSM6284912_TS173_04_Sample_D,12942,10625,1559,9066,PASS,OK,527.164328890256,89999.5341108843,364.339011166154,8410.43617643943,12.2103900161188,0.0316999796608271,7325.5,1810,FALSE,consensus_union,527.164328890256,364.339011166154,12.2103900161188,2317,0,0.179029516303508,0.1,0.146729411764706,10x,FALSE
GSE207356,GSM6284913_TS173_05_Sample_E,9551,6224,765,5459,PASS,OK,500,403886.80171993,200,22484.6131536377,16.373286223374,0.0442083908139252,6547,1735,FALSE,consensus_union,34.5769382424237,72.8676090090938,16.373286223374,3323,4,0.348340487907025,0.076408,0.122911311053985,10x,FALSE
GSE207356,GSM6284914_TS173_06_Sample_F,12178,7686,1193,6493,PASS,OK,500,138680.735614044,200,18263.8480072578,12.6902951122581,0.805467591917217,7228,2119,FALSE,consensus_union,429.529910814577,190.749616324861,12.6902951122581,4492,0,0.368861882082444,0.097424,0.155217278168098,10x,FALSE
