dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered,n_dbl_sc,n_dbl_df,n_dbl_both,dbl_jaccard
GSE239721,PT9A,293,264,3,261,P2-exclude,n_final=261 < 300,4403.41862014985,49206.8591908318,1437.38693512495,7316.78349301662,7.25391366867704,0.029676962466634,15199,3310,FALSE,consensus_union,4403.41862014985,1437.38693512495,7.25391366867704,29,0,0.0989761092150171,0.002344,0.0113636363636364,10x,TRUE,3,1,1,0.333333333333333
GSE239721,PT19A,476,277,1,276,P2-exclude,n_final=276 < 300,632.69492367987,24816.4216470693,452.634655259326,4865.39635092298,11.8174548169674,0,3696.5,1417.5,FALSE,consensus_union,632.69492367987,452.634655259326,11.8174548169674,199,0,0.418067226890756,0.003808,0.0036101083032491,10x,TRUE,1,1,1,1
GSE239721,PT25A,364,270,4,266,P2-exclude,n_final=266 < 300,500,36359.1320672839,342.154092936741,8747.21671253933,13.6484661823184,0,3105.5,1553,FALSE,consensus_union,382.940659150891,342.154092936741,13.6484661823184,94,0,0.258241758241758,0.002912,0.0148148148148148,10x,TRUE,3,1,0,0
