dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered,n_dbl_sc,n_dbl_df,n_dbl_both,dbl_jaccard
GSE116256,AML916-D0,933,658,14,644,PASS,OK,500,7802.19162034234,304.057275457531,2646.24156349905,2.04676312340294,0,1644,840.5,FALSE,consensus_union,394.314334959259,304.057275457531,2.04676312340294,275,0,0.294748124330118,0.02,0.0212765957446809,SeqWell,TRUE,6,8,0,0
GSE116256,AML921A-D0,3813,2950,71,2879,PASS,OK,500,15358.7600338618,264.138619385552,4008.65652460481,2.92077010927304,0,2137,995,FALSE,consensus_union,326.6930396033,264.138619385552,2.92077010927304,863,0,0.226330972987149,0.02,0.0240677966101695,SeqWell,TRUE,47,51,27,0.380281690140845
GSE116256,AML997-D0,83,67,0,67,P2-exclude,n_final=67 < 300,587.008687721046,18417.0085147658,214.057667135133,3164.23611013385,1.58306343260901,0.192430854412969,3682,859,FALSE,skipped_lowN,587.008687721046,214.057667135133,1.58306343260901,16,0,0.192771084337349,0.02,,SeqWell,TRUE,,,,
GSE116256,AML997-D35,187,124,1,123,P2-exclude,n_final=123 < 300,543.207566342275,15100.1136733644,244.381101701234,1953.83766042491,2.72752156744785,17.9663282270074,2596,656,FALSE,consensus_union,543.207566342275,244.381101701234,2.72752156744785,63,0,0.336898395721925,0.02,0.00806451612903226,SeqWell,TRUE,0,1,0,0
GSE116256,BM1,108,87,0,87,P2-exclude,n_final=87 < 300,500,15690.4732200159,200,3813.20382541128,4.07036449843107,0.961347905804786,2092,807,FALSE,skipped_lowN,315.091835069268,184.379338789782,4.07036449843107,21,0,0.194444444444444,0.02,,SeqWell,TRUE,,,,
GSE116256,BM2,188,147,5,142,P2-exclude,n_final=142 < 300,500,25549.406739193,200,5320.39259951213,3.70865129897737,0.308168334514469,2908,950,FALSE,consensus_union,337.037493195116,174.485619742634,3.70865129897737,41,0,0.218085106382979,0.02,0.0340136054421769,SeqWell,TRUE,3,2,0,0
GSE116256,BM3,643,497,9,488,PASS,OK,500,12197.3497578072,200,3481.85935112459,4.39561624572879,0.243205357142857,1851.5,788,FALSE,consensus_union,294.099625839122,182.891936687311,4.39561624572879,146,0,0.22706065318818,0.02,0.0181086519114688,SeqWell,TRUE,2,7,0,0
GSE116256,BM4,3738,3026,82,2944,PASS,OK,500,37884.6383692431,200,8193.5316585379,4.05909541739553,0.11216446248649,2514.5,1006,FALSE,consensus_union,191.927396247844,142.092695618845,4.05909541739553,712,0,0.19047619047619,0.02,0.0270984798413748,SeqWell,TRUE,39,54,11,0.134146341463415
GSE116256,BM5-34p,1431,968,20,948,PASS,OK,500,15306.3546772697,213.930573687373,3777.86580977932,1.99612614446084,0,2001.5,859.5,FALSE,consensus_union,295.294085058157,213.930573687373,1.99612614446084,463,0,0.323549965059399,0.02,0.0206611570247934,SeqWell,TRUE,9,13,2,0.1
GSE116256,BM5-34p38n,1590,1225,28,1197,PASS,OK,500,10690.9270299074,307.84679828778,2678.16330910571,1.5568853112485,0,2223,880,FALSE,consensus_union,494.596959198011,307.84679828778,1.5568853112485,365,0,0.229559748427673,0.02,0.0228571428571429,SeqWell,TRUE,15,14,1,0.0357142857142857
