dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method
Chen2023,AML469_Niche_Immune,552,358,0,358,P2-exclude,n_final=358 < 500,101.021903274502,167130.646451218,93.3884365933224,6.27702009136787,0.356451081837566,6206.5,1885.5,FALSE,consensus_intersection
