dataset,sample,sender_bin,receiver_bin,reach,C_geo
Chen2023,AML24,Erythroid,T_NK,0.25045408907753,1.384479652390133
Chen2023,AML24,Erythroid,B_Plasma,0.14179269945794298,1.953389150991281
Chen2023,AML24,Megakaryocyte,HSC_MPP,0.12995585973946008,2.040560426649162
Chen2023,AML24,Megakaryocyte,LMPP_GMP,0.17555332419520867,1.7398124406585773
Chen2023,AML24,Megakaryocyte,Mono_DC,0.03537038060334528,3.3418805151965394
Chen2023,AML24,Megakaryocyte,Erythroid,0.03783942878278568,3.274403630504744
Chen2023,AML24,Megakaryocyte,Megakaryocyte,0.22332482172387857,1.4991279676756295
Chen2023,AML24,Megakaryocyte,T_NK,0.2641017615621847,1.3314207896437993
Chen2023,AML24,Megakaryocyte,B_Plasma,0.13385442339313663,2.0110024621719393
Chen2023,AML24,T_NK,HSC_MPP,0.12864959959369124,2.0506628526285144
Chen2023,AML24,T_NK,LMPP_GMP,0.17421683795464202,1.7474545604826404
Chen2023,AML24,T_NK,Mono_DC,0.03641761124491662,3.3127027959354196
Chen2023,AML24,T_NK,Erythroid,0.03663425957629552,3.3067714224030165
Chen2023,AML24,T_NK,Megakaryocyte,0.06974830022956534,2.6628622280461998
Chen2023,AML24,T_NK,T_NK,0.416007400959143,0.8770522281119569
Chen2023,AML24,T_NK,B_Plasma,0.13832599044174593,1.9781421299724076
Chen2023,AML24,B_Plasma,HSC_MPP,0.13051644831372272,2.036256019443671
Chen2023,AML24,B_Plasma,LMPP_GMP,0.17391103815845663,1.7492113854646112
Chen2023,AML24,B_Plasma,Mono_DC,0.03703708331631239,3.295835616464675
Chen2023,AML24,B_Plasma,Erythroid,0.03679727763818196,3.3023314137670177
Chen2023,AML24,B_Plasma,Megakaryocyte,0.06861740329585758,2.679209084065323
Chen2023,AML24,B_Plasma,T_NK,0.26437474554739004,1.3303876916505588
Chen2023,AML24,B_Plasma,B_Plasma,0.28874600373007825,1.2422078571377388
Chen2023,AML304,HSC_MPP,HSC_MPP,0.30814301140611366,1.17719128102589
Chen2023,AML304,HSC_MPP,LMPP_GMP,0.20032724195939564,1.6078030397700174
Chen2023,AML304,HSC_MPP,Mono_DC,0.2929323121640384,1.2278137131584812
Chen2023,AML304,HSC_MPP,Erythroid,0.00686314089624546,4.981590085433143
Chen2023,AML304,HSC_MPP,Megakaryocyte,0.03544334494621175,3.3398197743409663
Chen2023,AML304,HSC_MPP,T_NK,0.12061541926627732,2.1151481482491747
Chen2023,AML304,HSC_MPP,B_Plasma,0.035675529361717806,3.3332902772789317
Chen2023,AML304,LMPP_GMP,HSC_MPP,0.1549071305733171,1.8649294992210321
Chen2023,AML304,LMPP_GMP,LMPP_GMP,0.3485368063346785,1.0540114407724026
Chen2023,AML304,LMPP_GMP,Mono_DC,0.28718272350112173,1.2476365985578328
Chen2023,AML304,LMPP_GMP,Erythroid,0.006863140896245459,4.981590085433143
