dataset,sample,hierarchy_bin,signal_strength,signal_mass
E-MTAB-11536,A35-BMA,HSC_MPP,0.0,5.107625858004367e-08
E-MTAB-11536,A35-BMA,LMPP_GMP,2.1874007017028663,0.11172424385834458
E-MTAB-11536,A35-BMA,Mono_DC,5.4981037159627775,0.28082256709641384
E-MTAB-11536,A35-BMA,Erythroid,0.0,5.107625858004367e-08
E-MTAB-11536,A35-BMA,Megakaryocyte,0.0,5.107625858004367e-08
E-MTAB-11536,A35-BMA,T_NK,7.2704053929473496,0.3713451058319229
E-MTAB-11536,A35-BMA,B_Plasma,4.622655154244095,0.23610792998454308
E-MTAB-11536,A36-BMA,HSC_MPP,0.0,3.791013933964967e-08
E-MTAB-11536,A36-BMA,LMPP_GMP,2.576312520207927,0.09766836662356654
E-MTAB-11536,A36-BMA,Mono_DC,6.282122553574331,0.2381561413547587
E-MTAB-11536,A36-BMA,Erythroid,0.0,3.791013933964967e-08
E-MTAB-11536,A36-BMA,Megakaryocyte,5.8582867447968106,0.2220884667868698
E-MTAB-11536,A36-BMA,T_NK,7.703065582564804,0.29202428957749144
E-MTAB-11536,A36-BMA,B_Plasma,3.958377955105176,0.15006265983703476
E-MTAB-11536,A37-BMA,HSC_MPP,0.0,7.336928823222123e-08
E-MTAB-11536,A37-BMA,LMPP_GMP,2.108238038629665,0.15467992431835265
E-MTAB-11536,A37-BMA,Mono_DC,4.146571583892295,0.3042310057141319
E-MTAB-11536,A37-BMA,Erythroid,0.0,7.336928823222123e-08
E-MTAB-11536,A37-BMA,Megakaryocyte,0.0,7.336928823222123e-08
E-MTAB-11536,A37-BMA,T_NK,4.494036827323174,0.32972428331009096
E-MTAB-11536,A37-BMA,B_Plasma,2.8808316346285032,0.21136456654955968
GSE116256,AML1012-D0,HSC_MPP,1.7367987707200443,0.42500763123937063
GSE116256,AML1012-D0,LMPP_GMP,0.7998037414020706,0.19571794920649013
GSE116256,AML1012-D0,Mono_DC,0.359291052775066,0.08792120413703618
GSE116256,AML1012-D0,Erythroid,1.19061540114762,0.29135248129469615
GSE116256,AML1012-D0,Megakaryocyte,0.0,2.4470746893905874e-07
GSE116256,AML1012-D0,T_NK,0.0,2.4470746893905874e-07
GSE116256,AML1012-D0,B_Plasma,0.0,2.4470746893905874e-07
GSE116256,AML210A-D0,HSC_MPP,0.0,1.1903467559988091e-06
GSE116256,AML210A-D0,LMPP_GMP,0.176527031814818,0.21012837966686718
GSE116256,AML210A-D0,Mono_DC,0.2649204504961921,0.31534719884588536
GSE116256,AML210A-D0,Erythroid,0.1487055769549357,0.17701120112723898
GSE116256,AML210A-D0,Megakaryocyte,0.0,1.1903467559988091e-06
GSE116256,AML210A-D0,T_NK,0.0568605915327565,0.06768382067519005
GSE116256,AML210A-D0,B_Plasma,0.19307568809935613,0.22982701899130645
GSE116256,AML328-D0,HSC_MPP,2.209891858773541,0.21989897646130482
GSE116256,AML328-D0,LMPP_GMP,2.212403521983131,0.22014890369951406
GSE116256,AML328-D0,Mono_DC,2.173482003591118,0.21627595307401445
GSE116256,AML328-D0,Erythroid,1.503219933995058,0.14958040755224905
GSE116256,AML328-D0,Megakaryocyte,0.0,9.950666843188683e-08
GSE116256,AML328-D0,T_NK,0.6647181475463372,0.0661438883085514
GSE116256,AML328-D0,B_Plasma,1.2858612735615993,0.12795177139769778
GSE116256,AML328-D29,HSC_MPP,1.972600456803586,0.20496003318098294
GSE116256,AML328-D29,LMPP_GMP,2.4637812620825037,0.2559954234449389
GSE116256,AML328-D29,Mono_DC,2.2785677542238814,0.2367510972128634
GSE116256,AML328-D29,Erythroid,0.8587642550957885,0.08922858636273785
GSE116256,AML328-D29,Megakaryocyte,0.7245906807951179,0.07528748635648617
GSE116256,AML328-D29,T_NK,0.5075084428499038,0.0527318884710684
GSE116256,AML328-D29,B_Plasma,0.8185047587038023,0.08504548497092226
GSE116256,AML329-D0,HSC_MPP,0.5841090772262223,0.31382861988352045
GSE116256,AML329-D0,LMPP_GMP,0.2809055021767191,0.15092418437398225
GSE116256,AML329-D0,Mono_DC,0.41526631906969214,0.22311321785413368
GSE116256,AML329-D0,Erythroid,0.220971423427691,0.11872295698146033
GSE116256,AML329-D0,Megakaryocyte,0.0,5.372774232063103e-07
GSE116256,AML329-D0,T_NK,0.0310474304624928,0.016681083436065235
GSE116256,AML329-D0,B_Plasma,0.328935094906365,0.17672940019341493
GSE116256,AML329-D20,HSC_MPP,0.0,9.279954070323955e-07
GSE116256,AML329-D20,LMPP_GMP,0.1896761091851331,0.17601855814757872
GSE116256,AML329-D20,Mono_DC,0.32524950970771016,0.3018300511482936
GSE116256,AML329-D20,Erythroid,0.2311559380862335,0.2145116488522895
GSE116256,AML329-D20,Megakaryocyte,0.0,9.279954070323955e-07
GSE116256,AML329-D20,T_NK,0.0166194922450464,0.015422812470613575
GSE116256,AML329-D20,B_Plasma,0.3148884910162164,0.2922150733904106
GSE116256,AML419A-D0,HSC_MPP,0.8251087198201003,0.1397746947514791
GSE116256,AML419A-D0,LMPP_GMP,1.0276713150914327,0.17408911204219815
GSE116256,AML419A-D0,Mono_DC,2.09243127625009,0.3544610981569455
GSE116256,AML419A-D0,Erythroid,0.6777324882250255,0.11480893291912786
GSE116256,AML419A-D0,Megakaryocyte,0.0,1.6940154841892158e-07
GSE116256,AML419A-D0,T_NK,0.7028637955036132,0.11906621528591232
GSE116256,AML419A-D0,B_Plasma,0.5773251682501426,0.09779977744278857
GSE116256,AML556-D0,HSC_MPP,0.0,2.4002563516038564e-07
GSE116256,AML556-D0,LMPP_GMP,0.7621119487389959,0.18292640455939677
GSE116256,AML556-D0,Mono_DC,0.7057402251041732,0.16939574578886274
GSE116256,AML556-D0,Erythroid,0.0,2.4002563516038564e-07
GSE116256,AML556-D0,Megakaryocyte,0.0,2.4002563516038564e-07
GSE116256,AML556-D0,T_NK,1.2451219374045168,0.2988611838776491
GSE116256,AML556-D0,B_Plasma,1.4532445480838176,0.34881594569718594
GSE116256,AML556-D31,HSC_MPP,0.0,2.0744048420498734e-07
GSE116256,AML556-D31,LMPP_GMP,0.7164212943571437,0.14861478019620966
GSE116256,AML556-D31,Mono_DC,1.1135202636087755,0.23098918265506957
GSE116256,AML556-D31,Erythroid,0.4626653174692402,0.09597551748067339
GSE116256,AML556-D31,Megakaryocyte,1.075123665718773,0.22302417379694325
GSE116256,AML556-D31,T_NK,0.8475016288465648,0.17580614825244686
GSE116256,AML556-D31,B_Plasma,0.6054266150577841,0.1255899901781732
GSE116256,AML707B-D0,HSC_MPP,2.6777671102600897,0.4290541653570208
GSE116256,AML707B-D0,LMPP_GMP,2.1964290040277534,0.35193016206609046
GSE116256,AML707B-D0,Mono_DC,0.187184035573779,0.029992186341950392
GSE116256,AML707B-D0,Erythroid,0.7016338898796995,0.1124216298927111
GSE116256,AML707B-D0,Megakaryocyte,0.0,1.6022833491122647e-07
GSE116256,AML707B-D0,T_NK,0.3918928543720359,0.06279233951963907
GSE116256,AML707B-D0,B_Plasma,0.08618548399635001,0.013809356594253318
GSE116256,AML707B-D113,HSC_MPP,0.0,4.211298222303316e-07
GSE116256,AML707B-D113,LMPP_GMP,0.9594779186130288,0.4040647652994334
GSE116256,AML707B-D113,Mono_DC,0.7527095204107445,0.316988426521655
GSE116256,AML707B-D113,Erythroid,0.0,4.211298222303316e-07
GSE116256,AML707B-D113,Megakaryocyte,0.0,4.211298222303316e-07
GSE116256,AML707B-D113,T_NK,0.16596727818596307,0.06989377035850662
GSE116256,AML707B-D113,B_Plasma,0.4964069590792366,0.2090517744309384
GSE116256,AML916-D0,HSC_MPP,0.3800897511113608,0.07689184509694828
GSE116256,AML916-D0,LMPP_GMP,2.0101474792318963,0.4066511873660993
GSE116256,AML916-D0,Mono_DC,0.324031942696056,0.06555139640413116
GSE116256,AML916-D0,Erythroid,0.9388850439947487,0.18993567481259
GSE116256,AML916-D0,Megakaryocyte,0.0,2.022991803175984e-07
GSE116256,AML916-D0,T_NK,0.8978110787855378,0.18162644531837308
GSE116256,AML916-D0,B_Plasma,0.3922074650926089,0.07934324870267788
GSE116256,AML921A-D0,HSC_MPP,1.6006799565411656,0.40277509595288497
GSE116256,AML921A-D0,LMPP_GMP,1.413288163245429,0.35562216746331504
GSE116256,AML921A-D0,Mono_DC,0.43986502327320104,0.11068213619542829
GSE116256,AML921A-D0,Erythroid,0.2573181676468502,0.06474832725983175
GSE116256,AML921A-D0,Megakaryocyte,0.0,2.5162750011765173e-07
GSE116256,AML921A-D0,T_NK,0.0651266448362378,0.016387654831192693
GSE116256,AML921A-D0,B_Plasma,0.19784946655898009,0.0497843666698471
GSE116256,BM3,HSC_MPP,0.8813904600826574,0.1541045400605215
GSE116256,BM3,LMPP_GMP,1.2871578118215363,0.22504993139755913
GSE116256,BM3,Mono_DC,1.0789906775551434,0.18865346248316806
GSE116256,BM3,Erythroid,0.8664761646087042,0.15149688687112264
GSE116256,BM3,Megakaryocyte,0.0,1.748425323846476e-07
GSE116256,BM3,T_NK,0.4103887368890814,0.07175340601982384
GSE116256,BM3,B_Plasma,1.1950272938486615,0.2089415983252724
GSE116256,BM4,HSC_MPP,1.1474815883792955,0.14023421304356368
GSE116256,BM4,LMPP_GMP,1.9199499278554795,0.2346378974116166
GSE116256,BM4,Mono_DC,2.4506050491376143,0.29948948551913673
GSE116256,BM4,Erythroid,0.9992725474719377,0.12212152310756219
GSE116256,BM4,Megakaryocyte,0.0,1.2221042539046804e-07
GSE116256,BM4,T_NK,0.2896573086407884,0.035399142906448855
GSE116256,BM4,B_Plasma,1.375640541828596,0.16811761580124668
GSE116256,BM5-34p,HSC_MPP,0.6093343134303038,0.19108561930011111
GSE116256,BM5-34p,LMPP_GMP,0.5873670743034322,0.18419675156305396
GSE116256,BM5-34p,Mono_DC,0.0,3.1359733907709375e-07
GSE116256,BM5-34p,Erythroid,0.31189138079054296,0.09780830709699487
GSE116256,BM5-34p,Megakaryocyte,0.0,3.1359733907709375e-07
GSE116256,BM5-34p,T_NK,1.3243662422302012,0.4153177295269209
GSE116256,BM5-34p,B_Plasma,0.35584155671297907,0.11159096531824099
GSE185381,AML001,HSC_MPP,0.0,5.248521960722835e-08
GSE185381,AML001,LMPP_GMP,2.8390565341106524,0.14900850567013416
GSE185381,AML001,Mono_DC,8.847598161238214,0.46436813248909736
GSE185381,AML001,Erythroid,0.1287864156718892,0.006759383308966899
GSE185381,AML001,Megakaryocyte,0.0,5.248521960722835e-08
GSE185381,AML001,T_NK,2.4794419917895585,0.13013405744245865
GSE185381,AML001,B_Plasma,4.758097955724482,0.2497298161189037
GSE185381,AML003,HSC_MPP,6.483824589817155,0.25558074436318506
GSE185381,AML003,LMPP_GMP,6.521885994818814,0.2570810567308438
GSE185381,AML003,Mono_DC,4.042392610025583,0.159343871501575
GSE185381,AML003,Erythroid,3.329346360123971,0.13123686632419235
GSE185381,AML003,Megakaryocyte,0.0,3.941820769867441e-08
GSE185381,AML003,T_NK,3.1512897045751496,0.12421819209363757
GSE185381,AML003,B_Plasma,1.840246774355443,0.07253922956835848
GSE185381,AML0048,HSC_MPP,1.4680842665560276,0.10550519942343378
GSE185381,AML0048,LMPP_GMP,2.0548562245180872,0.14767409520902403
GSE185381,AML0048,Mono_DC,2.2625525947299483,0.16260038211088657
GSE185381,AML0048,Erythroid,1.3379974403790413,0.0961563923754831
GSE185381,AML0048,Megakaryocyte,1.5528855219690072,0.11159951809949495
GSE185381,AML0048,T_NK,2.7016279490774764,0.19415492831621017
GSE185381,AML0048,B_Plasma,2.5368009088682553,0.1823094844654675
GSE185381,AML005,HSC_MPP,5.9336570467938206,0.17576966209511632
GSE185381,AML005,LMPP_GMP,6.384771040643753,0.18913277924868108
GSE185381,AML005,Mono_DC,7.416174550846263,0.21968551342969844
GSE185381,AML005,Erythroid,4.8420800989573785,0.1434344412087487
GSE185381,AML005,Megakaryocyte,0.0,2.9622484196334082e-08
GSE185381,AML005,T_NK,5.377939152087211,0.15930791754154972
GSE185381,AML005,B_Plasma,3.8035181690691835,0.11266965685372143
GSE185381,AML006,HSC_MPP,3.396769483174099,0.1803711384259364
GSE185381,AML006,LMPP_GMP,2.250897542516862,0.11952443468272289
GSE185381,AML006,Mono_DC,4.410257942746565,0.234188174919038
GSE185381,AML006,Erythroid,2.6175884085298673,0.1389960088595356
GSE185381,AML006,Megakaryocyte,1.2585935780240431,0.06683231158554713
GSE185381,AML006,T_NK,2.5312632739093557,0.13441207613068762
GSE185381,AML006,B_Plasma,2.366741786452887,0.12567585539653228
GSE185381,AML009,HSC_MPP,0.8258558793414228,0.10951183941913674
GSE185381,AML009,LMPP_GMP,1.652698881502503,0.21915457532810592
GSE185381,AML009,Mono_DC,2.716055835316287,0.3601600205689154
GSE185381,AML009,Erythroid,0.6816091434176702,0.09038413714520767
GSE185381,AML009,Megakaryocyte,0.0,1.326040561780183e-07
GSE185381,AML009,T_NK,1.138416902357755,0.15095869887425334
GSE185381,AML009,B_Plasma,0.5266098042022078,0.06983059606032478
GSE185381,AML0114,HSC_MPP,2.763750522719337,0.20280301641091247
GSE185381,AML0114,LMPP_GMP,3.0520415901097167,0.22395771094302383
GSE185381,AML0114,Mono_DC,2.659405568985391,0.19514622134545917
GSE185381,AML0114,Erythroid,1.1831897554619044,0.08682203745295568
GSE185381,AML0114,Megakaryocyte,0.9584813814141703,0.07033301802263717
GSE185381,AML0114,T_NK,1.2728095679622622,0.09339830696637394
GSE185381,AML0114,B_Plasma,1.7380800738995048,0.1275396888586376
GSE185381,AML012,HSC_MPP,4.2316899797605245,0.2607962993520617
GSE185381,AML012,LMPP_GMP,4.703242454577861,0.28985777147569475
GSE185381,AML012,Mono_DC,5.036325653325051,0.3103854722347495
GSE185381,AML012,Erythroid,0.0,6.162934917241277e-08
GSE185381,AML012,Megakaryocyte,0.0,6.162934917241277e-08
GSE185381,AML012,T_NK,0.8334343585327747,0.05136401709430224
GSE185381,AML012,B_Plasma,1.421340931890034,0.08759631658449349
GSE185381,AML0160,HSC_MPP,3.293067959444464,0.21809320865562276
GSE185381,AML0160,LMPP_GMP,4.884031047730811,0.3234594656081707
GSE185381,AML0160,Mono_DC,2.2931601761267766,0.15187134518084822
GSE185381,AML0160,Erythroid,0.0,6.622797079851785e-08
GSE185381,AML0160,Megakaryocyte,0.0,6.622797079851785e-08
GSE185381,AML0160,T_NK,2.2510129443836315,0.14908001954772485
GSE185381,AML0160,B_Plasma,2.3780862776368883,0.15749582855169186
GSE185381,AML022,HSC_MPP,0.7746594034394151,0.1590266564007642
GSE185381,AML022,LMPP_GMP,0.9493750530678926,0.19489331658450929
GSE185381,AML022,Mono_DC,1.696446846814872,0.3482566255734964
GSE185381,AML022,Erythroid,0.0,2.052859046113695e-07
GSE185381,AML022,Megakaryocyte,0.0,2.052859046113695e-07
GSE185381,AML022,T_NK,0.7703660057671311,0.158145282375753
GSE185381,AML022,B_Plasma,0.6804057431906702,0.1396777084936679
GSE185381,AML025,HSC_MPP,3.8030186588490933,0.18907699239494408
GSE185381,AML025,LMPP_GMP,4.436797723123614,0.22058697172072875
GSE185381,AML025,Mono_DC,4.4677540858756535,0.22212604804133082
GSE185381,AML025,Erythroid,2.9325975804737148,0.14580173808257468
GSE185381,AML025,Megakaryocyte,0.0,4.971760839379221e-08
GSE185381,AML025,T_NK,2.145679811347536,0.10667806859904275
GSE185381,AML025,B_Plasma,2.327749366524654,0.11573013144377065
GSE185381,AML026,HSC_MPP,0.0,1.3449341159482454e-07
GSE185381,AML026,LMPP_GMP,1.3919583589847218,0.18720922849778873
GSE185381,AML026,Mono_DC,4.671649337951246,0.6283060572357665
GSE185381,AML026,Erythroid,0.5373397555713242,0.07226865691231651
GSE185381,AML026,Megakaryocyte,0.0,1.3449341159482454e-07
GSE185381,AML026,T_NK,0.1842610717127416,0.024781900158765236
GSE185381,AML026,B_Plasma,0.6500979280081279,0.08743388820853977
GSE185381,AML028,HSC_MPP,0.0,5.0953531717637435e-08
GSE185381,AML028,LMPP_GMP,5.779470311961277,0.2944844238516629
GSE185381,AML028,Mono_DC,5.014975839630401,0.2555307305077931
GSE185381,AML028,Erythroid,0.0,5.0953531717637435e-08
GSE185381,AML028,Megakaryocyte,0.0,5.0953531717637435e-08
GSE185381,AML028,T_NK,2.9112338159590956,0.14833764457893045
GSE185381,AML028,B_Plasma,5.920042007541631,0.3016470482010185
GSE185381,AML0361,HSC_MPP,4.206111484015645,0.38077096958317963
GSE185381,AML0361,LMPP_GMP,3.366137464302404,0.3047297797273327
GSE185381,AML0361,Mono_DC,2.2770613287009693,0.20613786705958986
GSE185381,AML0361,Erythroid,0.9912942380019384,0.08973991050419178
GSE185381,AML0361,Megakaryocyte,0.0,9.052802595228673e-08
GSE185381,AML0361,T_NK,0.20569643349418432,0.01862129206965434
GSE185381,AML0361,B_Plasma,0.0,9.052802595228673e-08
GSE185381,AML038,HSC_MPP,2.678200297889221,0.13009818960880482
GSE185381,AML038,LMPP_GMP,3.2583777178803,0.15828130647733585
GSE185381,AML038,Mono_DC,6.469880955737574,0.3142856043998388
GSE185381,AML038,Erythroid,1.3627621083767678,0.066198515214499
GSE185381,AML038,Megakaryocyte,0.0,4.857672135700213e-08
GSE185381,AML038,T_NK,2.513534853224818,0.12209928218621524
GSE185381,AML038,B_Plasma,4.30323512367829,0.20903705353658492
GSE185381,AML043,HSC_MPP,5.177378994657049,0.16584456711204698
GSE185381,AML043,LMPP_GMP,5.722202626104593,0.18329664844568644
GSE185381,AML043,Mono_DC,7.458350305021358,0.23890985747474816
GSE185381,AML043,Erythroid,4.238375368818858,0.13576590182513515
GSE185381,AML043,Megakaryocyte,0.0,3.203253369768665e-08
GSE185381,AML043,T_NK,4.549893460544427,0.14574461559577348
GSE185381,AML043,B_Plasma,4.072059323970871,0.13043837751407605
GSE185381,AML048,HSC_MPP,0.0,5.2054059697311006e-08
GSE185381,AML048,LMPP_GMP,6.642427347549732,0.34576530968440494
GSE185381,AML048,Mono_DC,7.843614625852933,0.4082919839768503
GSE185381,AML048,Erythroid,0.0,5.2054059697311006e-08
GSE185381,AML048,Megakaryocyte,0.0,5.2054059697311006e-08
GSE185381,AML048,T_NK,0.617914832169372,0.032164975561598405
GSE185381,AML048,B_Plasma,4.106837696388367,0.21377757461496727
GSE185381,AML051,HSC_MPP,3.5484181659963907,0.16438656881270836
GSE185381,AML051,LMPP_GMP,3.140944923147944,0.1455096706734963
GSE185381,AML051,Mono_DC,7.2725625332455355,0.3369139558500693
GSE185381,AML051,Erythroid,3.0473365134213957,0.14117310024489785
GSE185381,AML051,Megakaryocyte,0.0,4.6326718307324654e-08
GSE185381,AML051,T_NK,1.854687474288088,0.08592158416946769
GSE185381,AML051,B_Plasma,2.721865017205534,0.12609507392264216
GSE185381,AML052,HSC_MPP,0.0,1.2599328795426244e-07
GSE185381,AML052,LMPP_GMP,0.0,1.2599328795426244e-07
GSE185381,AML052,Mono_DC,1.9775580677905351,0.2491590430814077
GSE185381,AML052,Erythroid,0.8368052441359013,0.10543184408605148
GSE185381,AML052,Megakaryocyte,1.1274016394321247,0.14204503939707924
GSE185381,AML052,T_NK,2.8588970317926714,0.3602018369582402
GSE185381,AML052,B_Plasma,1.1362667552783883,0.14316198449064543
GSE185381,AML055,HSC_MPP,4.7885863839929215,0.2880918118196152
GSE185381,AML055,LMPP_GMP,4.20667406384916,0.2530826961459864
GSE185381,AML055,Mono_DC,0.0,6.016218330792486e-08
GSE185381,AML055,Erythroid,3.748499295239662,0.22551790172983568
GSE185381,AML055,Megakaryocyte,0.0,6.016218330792486e-08
GSE185381,AML055,T_NK,1.205620599153388,0.07253276748607632
GSE185381,AML055,B_Plasma,2.672354852403466,0.1607747024941198
GSE185381,AML056,HSC_MPP,0.0,1.2547735279414015e-07
GSE185381,AML056,LMPP_GMP,0.0,1.2547735279414015e-07
GSE185381,AML056,Mono_DC,3.7533532084471712,0.47096082469734357
GSE185381,AML056,Erythroid,0.0,1.2547735279414015e-07
GSE185381,AML056,Megakaryocyte,0.0,1.2547735279414015e-07
GSE185381,AML056,T_NK,2.2513428584528734,0.2824925421106591
GSE185381,AML056,B_Plasma,1.964865577671798,0.24654613128258618
GSE185381,AML0612,HSC_MPP,2.9401791926322325,0.19960351630998135
GSE185381,AML0612,LMPP_GMP,3.683637473032827,0.2500755716764016
GSE185381,AML0612,Mono_DC,3.0336109185426725,0.20594642937914642
GSE185381,AML0612,Erythroid,1.4285309582588668,0.09698041641158
GSE185381,AML0612,Megakaryocyte,0.0,6.788821470819395e-08
GSE185381,AML0612,T_NK,1.3497655849295742,0.09163317583542993
GSE185381,AML0612,B_Plasma,2.294372052185461,0.15576082249924614
GSE185381,AML0693,HSC_MPP,2.5190462871637695,0.15107909773908088
GSE185381,AML0693,LMPP_GMP,2.9328614885373856,0.1758975489016567
GSE185381,AML0693,Mono_DC,3.5559764822236812,0.21326869667036716
GSE185381,AML0693,Erythroid,2.759379177848526,0.16549299575544457
GSE185381,AML0693,Megakaryocyte,2.4937267222151984,0.1495605639006721
GSE185381,AML0693,T_NK,0.6297239631594587,0.03776751886759755
GSE185381,AML0693,B_Plasma,1.78297750702317,0.10693357816518113
GSE185381,AML073,HSC_MPP,2.429402088564206,0.1925156231729945
GSE185381,AML073,LMPP_GMP,2.8383398358150673,0.224921500166987
GSE185381,AML073,Mono_DC,2.7678370176750855,0.21933457240662907
GSE185381,AML073,Erythroid,1.7136201272746012,0.1357941726637061
GSE185381,AML073,Megakaryocyte,0.0,7.924403460391056e-08
GSE185381,AML073,T_NK,1.3471536252756,0.1067538884981232
