,B_Plasma$B_Plasma,B_Plasma$HSC_MPP,B_Plasma$LMPP_GMP,B_Plasma$Mono_DC,B_Plasma$T_NK,Erythroid$B_Plasma,Erythroid$Erythroid,Erythroid$HSC_MPP,Erythroid$LMPP_GMP,Erythroid$Mono_DC,Erythroid$T_NK,HSC_MPP$B_Plasma,HSC_MPP$Erythroid,HSC_MPP$HSC_MPP,HSC_MPP$LMPP_GMP,HSC_MPP$Mono_DC,HSC_MPP$T_NK,LMPP_GMP$B_Plasma,LMPP_GMP$Erythroid,LMPP_GMP$HSC_MPP,LMPP_GMP$LMPP_GMP,LMPP_GMP$Mono_DC,LMPP_GMP$T_NK,Megakaryocyte$B_Plasma,Megakaryocyte$LMPP_GMP,Megakaryocyte$Megakaryocyte,Megakaryocyte$Mono_DC,Megakaryocyte$T_NK,Mono_DC$B_Plasma,Mono_DC$Erythroid,Mono_DC$HSC_MPP,Mono_DC$LMPP_GMP,Mono_DC$Mono_DC,Mono_DC$T_NK,T_NK$B_Plasma,T_NK$HSC_MPP,T_NK$LMPP_GMP,T_NK$Mono_DC,T_NK$T_NK
HSC_MPP$Erythroid,0.34556991397018505,0.30851397511638146,0.3614745851019712,0.3494514569592528,0.3453257628318948,0.34256469503597525,0.2815248309269678,0.34499873613100607,0.3665775955466614,0.3429871748299324,0.34725847443375096,0.29219279681839955,0.0,0.29166983197850105,0.2904895946821586,0.28660857249813243,0.3572929138739366,0.31022058172844375,0.3503100105693043,0.34507212738116183,0.34386853693566255,0.3668243932710691,0.30400148754004885,0.34483281750300804,0.34611793441515887,0.3414759382912838,0.3082172689578045,0.3521888339992755,0.347349218851369,0.3501718696324138,0.33950914613713207,0.2732255546240574,0.3429221996819307,0.3429399598369587,0.34467681407216477,0.38271022704814023,0.3630594493917758,0.37818288131251904,0.3734642110765854
HSC_MPP$HSC_MPP,0.3422420137114366,0.310697499602027,0.3385690496908406,0.34404866805879675,0.34047057996565383,0.33748570422299534,0.32193337654421283,0.2886274975047642,0.3601260869733377,0.33863094018790507,0.3417296189992161,0.3286306305726802,0.29166983197850105,0.0,0.32238241572382975,0.3198951335527839,0.30391381848434207,0.30286662744594894,0.29755110210850666,0.2969054105966728,0.29331555228916034,0.35817607752788344,0.3089519162602108,0.32773448825895585,0.3451721447149847,0.3384893203539641,0.3118857448672542,0.3330679199670205,0.34269705109568943,0.34733394731464023,0.3366457517182674,0.28605108422424713,0.31967169251715116,0.33965224604908917,0.3399978553820366,0.33953031187694516,0.35477404877846486,0.37103624478464836,0.3673111484011094
HSC_MPP$LMPP_GMP,0.34635402904165696,0.3061801392444445,0.35081825644684994,0.3293976216898206,0.34217204457578715,0.337264335227665,0.32210354158630666,0.3417990974288619,0.36274752758968687,0.285387959943827,0.3433051921559657,0.3252816906029317,0.2904895946821586,0.32238241572382975,0.0,0.3227588537230347,0.3457259102635558,0.3088275807121864,0.35231892239368684,0.32971269284026605,0.3432581495690004,0.3010463151047655,0.29821124271457194,0.2977970050689134,0.29423227458253026,0.29206702002073526,0.3080331312429587,0.3461771381254544,0.3313469836602428,0.3522129758720503,0.3377334598141533,0.28085899349071564,0.3409296266367099,0.31982313715520844,0.340214497195407,0.3740083049817994,0.36269830072609865,0.3333319044130911,0.36987653796001907
HSC_MPP$Mono_DC,0.3458556465821551,0.31394818558272053,0.35515310765393415,0.3461004429489974,0.3307574909259719,0.34487075407354895,0.3225521002332992,0.34186068383283197,0.3630310121632128,0.3413528844541409,0.28967617321812006,0.3304955820179278,0.28660857249813243,0.3198951335527839,0.3227588537230347,0.0,0.3506877914438597,0.3089859842978849,0.348694062657617,0.3415099460887818,0.3300223062468205,0.36012596944887526,0.30639955725948076,0.34167946751152845,0.34706418927380095,0.328793593271035,0.3006397462648301,0.2984926666535756,0.29162948744338385,0.28826547129729907,0.34432728554130243,0.28513098967000194,0.345204628933271,0.3458925777826349,0.3232740871997781,0.37517949558757735,0.3568996062208429,0.3722951733890753,0.33442439859715384
HSC_MPP$T_NK,0.35856030372962994,0.35515993773838106,0.29983324062128724,0.3477655969522903,0.3504301653448035,0.30287036210354795,0.34727945536188387,0.32169971571632205,0.37222670739829655,0.34769054360472706,0.35108041783194427,0.32974543161537684,0.3572929138739366,0.30391381848434207,0.3457259102635558,0.3506877914438597,0.0,0.31960662485075925,0.29601436468270015,0.3205664600497313,0.324624958709176,0.33696103601155714,0.34821864351956033,0.3004411432660983,0.36137918845313305,0.35056510318607165,0.35192362393514215,0.3030659634323016,0.34939198464892857,0.3644169590745617,0.2961096711014216,0.3108190134988386,0.29909229423453737,0.3087333811963403,0.30637405833358855,0.2886723517747148,0.3716500324494765,0.37207394452049697,0.3783657807992072
LMPP_GMP$B_Plasma,0.3476696979456007,0.34455421387593455,0.2996021307604361,0.3449260396155671,0.34327388503637435,0.34014067901691847,0.2991676662487013,0.3137826181974307,0.3621429029602305,0.34202356536785233,0.344813570320958,0.30513420181702067,0.31022058172844375,0.30286662744594894,0.3088275807121864,0.3089859842978849,0.31960662485075925,0.0,0.2917085021925689,0.3141907827483146,0.31464067828576964,0.3555009237821837,0.3365825992569336,0.3028306442442291,0.3534393733100946,0.34396893096505254,0.3400424269631518,0.30521322671712975,0.34601407624097674,0.35449771180666795,0.3433752276690189,0.32934967123268494,0.2878759541834247,0.34439350874766445,0.3434654726025413,0.27704353300515944,0.35449213688656167,0.37044582298643175,0.36983920660012504
LMPP_GMP$Erythroid,0.35680001059288036,0.3770386169505424,0.3125224331522062,0.36070554498900703,0.35615477685911145,0.3523360639637753,0.3520453284797911,0.2894260702180766,0.3719352731719263,0.35434075403144166,0.3575503764538258,0.35813782284719686,0.3503100105693043,0.29755110210850666,0.35231892239368684,0.348694062657617,0.29601436468270015,0.2917085021925689,0.0,0.2938240111357279,0.2916765302330946,0.375462053781962,0.3617299984158187,0.3103000258017248,0.3585947829705187,0.35294619906720437,0.36642414183767413,0.3149299801413344,0.35842301891275274,0.36091277804847094,0.3488828655988694,0.3519842229429082,0.2797915629136444,0.35327693145172323,0.35411504587500886,0.2578084626036561,0.3475172191891856,0.3841244336983929,0.3789505384245513
LMPP_GMP$HSC_MPP,0.3498141258015583,0.35878733805074725,0.30592029620584893,0.3370240525228131,0.34600392864792673,0.3405300632219458,0.3415425566936083,0.31440662536372405,0.3628490133021294,0.3064792484391717,0.34707505739442457,0.3431129808652821,0.34507212738116183,0.2969054105966728,0.32971269284026605,0.3415099460887818,0.3205664600497313,0.3141907827483146,0.2938240111357279,0.0,0.3141696791066924,0.3123151096257979,0.3106707812120168,0.3070959781970278,0.31771064535655186,0.3119109633205493,0.35185765216869197,0.31021037272841634,0.3378888909620424,0.35533594322963796,0.3403312950820281,0.3415386997644804,0.2806458561169966,0.329582174288972,0.3431799915654048,0.27646850321259575,0.34719445310318925,0.34499933181506814,0.37010843579859576
LMPP_GMP$LMPP_GMP,0.3504710001007478,0.36275445046448873,0.31099987920796285,0.3505947665916312,0.33757001441671547,0.34789552459769746,0.34304306311150196,0.3144626344587762,0.3639033786417546,0.34629389723761966,0.30624902290990325,0.34760671231360646,0.34386853693566255,0.29331555228916034,0.3432581495690004,0.3300223062468205,0.324624958709176,0.31464067828576964,0.2916765302330946,0.3141696791066924,0.0,0.36295196868291335,0.3502752033299754,0.3094925025557312,0.3536651854536412,0.3363395315993765,0.3129671483164169,0.3046369226133697,0.3117646134958021,0.3088335438414117,0.34767313407185724,0.3474859568258261,0.2839168451403054,0.3500076403642645,0.331963759028689,0.2755760983152173,0.3439763330702859,0.3738907552797668,0.3437856084892977
LMPP_GMP$Mono_DC,0.3703742057463655,0.3573751002892625,0.35713668696415235,0.30461285317868647,0.3599045973706202,0.30542734904860436,0.35497327685528296,0.35908097750627693,0.3824423289523924,0.32999714114441525,0.3603780599668603,0.33103183408650333,0.3668243932710691,0.35817607752788344,0.3010463151047655,0.36012596944887526,0.33696103601155714,0.3555009237821837,0.375462053781962,0.3123151096257979,0.36295196868291335,0.0,0.3253467912631284,0.330895680146352,0.3016453534890034,0.3348039608073403,0.3566277299179725,0.3585324257746016,0.31108884959455535,0.376806571306865,0.296289119429007,0.30804987457881067,0.31409739621077204,0.29984836922642044,0.3096407524979627,0.38303120206322294,0.38812535931201014,0.29766512839304016,0.3887159292220756
LMPP_GMP$T_NK,0.3538181335939258,0.3399538076973615,0.35232673149718413,0.29806374866416185,0.34701438426646397,0.34216201250035705,0.2989682212712676,0.3478167084992989,0.36664934593085935,0.31745224663496124,0.3481409489765316,0.2974587877829121,0.30400148754004885,0.3089519162602108,0.29821124271457194,0.30639955725948076,0.34821864351956033,0.3365825992569336,0.3617299984158187,0.3106707812120168,0.3502752033299754,0.3253467912631284,0.0,0.31960737963415303,0.2920015639262459,0.31963892734932564,0.3377409935327428,0.35035109718267304,0.3049906105365636,0.3601594513570098,0.346232186758621,0.3283969757689607,0.3485737890151115,0.28927471322707166,0.3451401836747089,0.37625558515169627,0.3644609896401843,0.2810364569913665,0.373646017021451
Megakaryocyte$B_Plasma,0.35107142430750266,0.35920687282658265,0.34124760042227265,0.305426579366483,0.34692186792720403,0.3412200662271661,0.3420575298077523,0.3052937092277895,0.3635965904359978,0.31613758101365097,0.348035397589486,0.3429829248816759,0.34483281750300804,0.32773448825895585,0.2977970050689134,0.34167946751152845,0.3004411432660983,0.3028306442442291,0.3103000258017248,0.3070959781970278,0.3094925025557312,0.330895680146352,0.31960737963415303,0.0,0.29526454007481595,0.31587298945856546,0.35197064692337526,0.3375837512832672,0.31278273637137777,0.35603934114848623,0.3404417533514294,0.34150015048993776,0.3272393366414648,0.2845177432361404,0.343466386557916,0.3431896086748927,0.3471676617264289,0.27641262037883874,0.37062094326768846
Megakaryocyte$LMPP_GMP,0.35947301430396006,0.3751038887310871,0.37022165133897206,0.3134333948903183,0.35804349472285174,0.3512270434731959,0.35131254149480395,0.3556095327518881,0.3741089282322541,0.2918638460513454,0.35938830536437694,0.35346855298038377,0.34611793441515887,0.3451721447149847,0.29423227458253026,0.34706418927380095,0.36137918845313305,0.3534393733100946,0.3585947829705187,0.31771064535655186,0.3536651854536412,0.3016453534890034,0.2920015639262459,0.29526454007481595,0.0,0.2936190979924799,0.36414687415940095,0.3608568091611011,0.320589349642096,0.3626650634918577,0.34470767380660544,0.34663108354993694,0.3488816726436744,0.2780838318729204,0.3524666950840724,0.3862329915041392,0.3494492454881036,0.2569334788763811,0.3806208304378849
Megakaryocyte$Megakaryocyte,0.35258400495340986,0.3613493236595062,0.3576729810864021,0.31164810706400436,0.3375247829712257,0.34784213853261764,0.34263293122403576,0.34662731430735916,0.36533309457989305,0.3163781172561367,0.3073712897565087,0.34446095615582245,0.3414759382912838,0.3384893203539641,0.29206702002073526,0.328793593271035,0.35056510318607165,0.34396893096505254,0.35294619906720437,0.3119109633205493,0.3363395315993765,0.3348039608073403,0.31963892734932564,0.31587298945856546,0.2936190979924799,0.0,0.3045983502586821,0.30798717522278196,0.3072986857194269,0.30930896740255465,0.3458687556735369,0.3448854361092325,0.34741545888234643,0.2830917082761392,0.3303245067059725,0.37490260501548894,0.3454059801745027,0.2760233993580169,0.34289785213787966
Megakaryocyte$Mono_DC,0.3583111995203915,0.34156054728712437,0.3547773803541412,0.3500920923148126,0.2991998929812372,0.3497464774049754,0.3043202508641698,0.3510647027287235,0.3695337870614529,0.3495904225805115,0.31726223735491055,0.30350516616932144,0.3082172689578045,0.3118857448672542,0.3080331312429587,0.3006397462648301,0.35192362393514215,0.3400424269631518,0.36642414183767413,0.35185765216869197,0.3129671483164169,0.3566277299179725,0.3377409935327428,0.35197064692337526,0.36414687415940095,0.3045983502586821,0.0,0.3190847673966989,0.3183646111509139,0.28576154978655455,0.3564082629102511,0.3364896527417511,0.3564517223949059,0.3544573136557091,0.2909761585034126,0.3782267844281175,0.3675068262027199,0.37419970337430053,0.279752073488234
Megakaryocyte$T_NK,0.35621420833097384,0.359163320495399,0.3413314013059981,0.3511237493303899,0.30218836819634143,0.3484239922239779,0.34587610516766204,0.30880080627934986,0.3665437077165471,0.34916876703032834,0.3157583405334779,0.34703743531887526,0.3521888339992755,0.3330679199670205,0.3461771381254544,0.2984926666535756,0.3030659634323016,0.30521322671712975,0.3149299801413344,0.31021037272841634,0.3046369226133697,0.3585324257746016,0.35035109718267304,0.3375837512832672,0.3608568091611011,0.30798717522278196,0.3190847673966989,0.0,0.3165869734336551,0.2848678361794778,0.351627204850015,0.3500593459702643,0.3356278106430285,0.352019072751443,0.28612600033758406,0.3434083545633728,0.3530594594268632,0.3732733119185559,0.2738465907660488
Mono_DC$B_Plasma,0.35602425472978744,0.3588051893238917,0.3564288782784503,0.3387464108094096,0.30669058928595627,0.34702105146216594,0.3443864748153033,0.3486612868186799,0.3667653234814499,0.3141230466325344,0.3153667643516892,0.34395073826608796,0.347349218851369,0.34269705109568943,0.3313469836602428,0.29162948744338385,0.34939198464892857,0.34601407624097674,0.35842301891275274,0.3378888909620424,0.3117646134958021,0.31108884959455535,0.3049906105365636,0.31278273637137777,0.320589349642096,0.3072986857194269,0.3183646111509139,0.3165869734336551,0.0,0.2877106858177736,0.34737833032828375,0.3455409174697406,0.34892425242995373,0.33505104783451567,0.2795404505109597,0.3748867736929301,0.35117268188101974,0.3450339302750444,0.27129683693957735
Mono_DC$Erythroid,0.3626683300775874,0.3755072944384426,0.37046973234915126,0.36291410801430835,0.3097354711213075,0.3627576849031098,0.3538158320183673,0.3567883887308406,0.37546899452499344,0.35853344666485426,0.28403091450750734,0.35898183380441234,0.3501718696324138,0.34733394731464023,0.3522129758720503,0.28826547129729907,0.3644169590745617,0.35449771180666795,0.36091277804847094,0.35533594322963796,0.3088335438414117,0.376806571306865,0.3601594513570098,0.35603934114848623,0.3626650634918577,0.30930896740255465,0.28576154978655455,0.2848678361794778,0.2877106858177736,0.0,0.36087372402572604,0.35853574023472,0.35983668873585045,0.3623330911089537,0.2810687453648106,0.3851488904460749,0.35063024650401964,0.3847974807940044,0.24762044085816348
Mono_DC$HSC_MPP,0.3593383403895409,0.367230916236857,0.361049565966474,0.35051841771838044,0.35615867921908284,0.2828236810143922,0.3486341970061504,0.35010848925753935,0.38202962630785314,0.3485949643425662,0.3572899555116624,0.2797084437527641,0.33950914613713207,0.3366457517182674,0.3377334598141533,0.34432728554130243,0.2961096711014216,0.3433752276690189,0.3488828655988694,0.3403312950820281,0.34767313407185724,0.296289119429007,0.346232186758621,0.3404417533514294,0.34470767380660544,0.3458687556735369,0.3564082629102511,0.351627204850015,0.34737833032828375,0.36087372402572604,0.0,0.28188743876803124,0.2831095523032977,0.2798976454944777,0.2843276951865936,0.3795100243514855,0.3744595758952904,0.3757515661241541,0.38635691227390284
Mono_DC$LMPP_GMP,0.3545745768452526,0.34144607595799426,0.3566522333996166,0.34669256236265233,0.3509247944792981,0.3325085516661596,0.28455322621060003,0.3476895516916313,0.3759379514421271,0.3451640915408076,0.3521783812630725,0.2906272634410427,0.2732255546240574,0.28605108422424713,0.28085899349071564,0.28513098967000194,0.3108190134988386,0.32934967123268494,0.3519842229429082,0.3415386997644804,0.3474859568258261,0.30804987457881067,0.3283969757689607,0.34150015048993776,0.34663108354993694,0.3448854361092325,0.3364896527417511,0.3500593459702643,0.3455409174697406,0.35853574023472,0.28188743876803124,0.0,0.3333567328760656,0.33248403613509586,0.3344507841909392,0.3784176537203988,0.3744413430307437,0.3734223108397738,0.3816795447370831
Mono_DC$Mono_DC,0.356746735611449,0.36591567652004764,0.3398841041981719,0.350967985709708,0.3538562818597997,0.3343700699068815,0.3478248241150933,0.28623236115201794,0.375812658595834,0.3485644743373103,0.35491617625206145,0.3009864825442484,0.3429221996819307,0.31967169251715116,0.3409296266367099,0.345204628933271,0.29909229423453737,0.2878759541834247,0.2797915629136444,0.2806458561169966,0.2839168451403054,0.31409739621077204,0.3485737890151115,0.3272393366414648,0.3488816726436744,0.34741545888234643,0.3564517223949059,0.3356278106430285,0.34892425242995373,0.35983668873585045,0.2831095523032977,0.3333567328760656,0.0,0.3337966814150875,0.3358304414091274,0.3299988014967508,0.36313039077016035,0.37493409861519167,0.38138549168565766
Mono_DC$T_NK,0.3592856559195724,0.3633698563638681,0.3591340834841949,0.33366137914088206,0.3552397232035633,0.3341665429001822,0.3481111128949818,0.35074609492126996,0.3775510304644037,0.2859031120929602,0.3560757653250524,0.2949975273575259,0.3429399598369587,0.33965224604908917,0.31982313715520844,0.3458925777826349,0.3087333811963403,0.34439350874766445,0.35327693145172323,0.329582174288972,0.3500076403642645,0.29984836922642044,0.28927471322707166,0.2845177432361404,0.2780838318729204,0.2830917082761392,0.3544573136557091,0.352019072751443,0.33505104783451567,0.3623330911089537,0.2798976454944777,0.33248403613509586,0.3337966814150875,0.0,0.3356111349305179,0.3781206554026567,0.36717633400481686,0.32735097379522227,0.3829059994916995
T_NK$B_Plasma,0.35988374132001316,0.36068772084536643,0.3567860996997603,0.34977846851194383,0.3342254921024212,0.33532936379365474,0.3477160731615175,0.34994078770527526,0.3766912972465254,0.3495478308284385,0.2893521859013903,0.2953062357536751,0.34467681407216477,0.3399978553820366,0.340214497195407,0.3232740871997781,0.30637405833358855,0.3434654726025413,0.35411504587500886,0.3431799915654048,0.331963759028689,0.3096407524979627,0.3451401836747089,0.343466386557916,0.3524666950840724,0.3303245067059725,0.2909761585034126,0.28612600033758406,0.2795404505109597,0.2810687453648106,0.2843276951865936,0.3344507841909392,0.3358304414091274,0.3356111349305179,0.0,0.3757274340949485,0.3679093085440004,0.37309405881828905,0.3306478311687596
