,B_Plasma$B_Plasma,B_Plasma$HSC_MPP,B_Plasma$LMPP_GMP,B_Plasma$Mono_DC,B_Plasma$T_NK,Erythroid$B_Plasma,Erythroid$Erythroid,Erythroid$HSC_MPP,Erythroid$LMPP_GMP,Erythroid$Mono_DC,Erythroid$T_NK,HSC_MPP$B_Plasma,HSC_MPP$Erythroid,HSC_MPP$HSC_MPP,HSC_MPP$LMPP_GMP,HSC_MPP$Mono_DC,HSC_MPP$T_NK,LMPP_GMP$B_Plasma,LMPP_GMP$Erythroid,LMPP_GMP$HSC_MPP,LMPP_GMP$LMPP_GMP,LMPP_GMP$Mono_DC,LMPP_GMP$T_NK,Megakaryocyte$B_Plasma,Megakaryocyte$LMPP_GMP,Megakaryocyte$Megakaryocyte,Megakaryocyte$Mono_DC,Megakaryocyte$T_NK,Mono_DC$B_Plasma,Mono_DC$Erythroid,Mono_DC$HSC_MPP,Mono_DC$LMPP_GMP,Mono_DC$Mono_DC,Mono_DC$T_NK,T_NK$B_Plasma,T_NK$HSC_MPP,T_NK$LMPP_GMP,T_NK$Mono_DC,T_NK$T_NK
Erythroid$T_NK,0.32689400817407754,0.3184511506651786,0.3280745536782441,0.3427736188802747,0.3506066048365971,0.3011329493903728,0.26391810419512785,0.30156533393320295,0.30185454458592065,0.3014851857171796,0.0,0.3182279020832302,0.26224241140244314,0.3050865308575881,0.3212053750430499,0.317246164968575,0.3262744206567029,0.32888897568588543,0.2654657776652943,0.32162653823953274,0.31044164575513056,0.3267180927127279,0.3335020825845028,0.5343862961162414,0.5314473106769734,0.5722490038193883,0.533409640812115,0.5343369004248596,0.3350822799082972,0.2604483240626991,0.3201445611717767,0.33084753277574414,0.31692059227209723,0.33915343528914405,0.3238905959664966,0.30371237884999264,0.31378840498404453,0.32219476727229285,0.3043168168274218
HSC_MPP$B_Plasma,0.262403294588121,0.21792585157761804,0.2704323688176727,0.2767419445422127,0.2756425064002218,0.32053982186864477,0.3293782023187061,0.3023565591458018,0.3230384896875703,0.3246226857421297,0.3182279020832302,0.0,0.30442623133376634,0.2641026506770941,0.3046797196655757,0.30363682445110757,0.30315344035444386,0.30411290814174813,0.30476361873903585,0.27136740750612853,0.2970191573281569,0.30691465919072464,0.3061100043669021,0.6375429751103988,0.6356551919106568,0.6790987519328362,0.6376938650177473,0.6376115158714818,0.3066844545507049,0.30432876376666174,0.269541400685732,0.30737077838682925,0.29771046136920076,0.30817678921068364,0.31052194572891556,0.2683640277061474,0.3101368673602828,0.3130613483518395,0.2967299689171166
HSC_MPP$Erythroid,0.30336158073993474,0.2736694867159432,0.31046913259990316,0.3193998651726937,0.3198947113754017,0.26726721857423036,0.27549332196240434,0.2314631896550495,0.26362917209658704,0.2695546563313027,0.26224241140244314,0.30442623133376634,0.0,0.26420556379637217,0.3055227558923341,0.30503080999471194,0.30575879300473974,0.3087208104023249,0.30171873900752266,0.2717205440124198,0.29836676317714256,0.30985922488717466,0.3099744014600589,0.6236572536373861,0.6215765776422876,0.6647718957205137,0.623664207928494,0.623641082307394,0.31362236862131937,0.30246934868236197,0.2741933173185602,0.31156284518244126,0.302096264902687,0.3143934469933584,0.31885537970932704,0.27541409684014406,0.31545937183538586,0.3204162846433163,0.3028400160820727
HSC_MPP$HSC_MPP,0.29344016329653905,0.26217332412064653,0.300621480222675,0.3078734524548354,0.3082977971122742,0.3085248827027585,0.31670854826594697,0.28550770366015277,0.30884066675176436,0.3113583814221837,0.3050865308575881,0.2641026506770941,0.26420556379637217,0.0,0.2576365521438585,0.25986834976448225,0.2597501402293005,0.29908348659785666,0.2960401916181977,0.25799940408977673,0.28906231052301773,0.29917920019868194,0.2992156352691419,0.6340403827152911,0.6319489800459447,0.6755650206714373,0.6340473012821467,0.6339794010767665,0.303531865900554,0.2975667818942468,0.26000772001229083,0.30049018677788536,0.2919266399417867,0.30299970748288674,0.3071046629460815,0.2604855983235822,0.30329884366114856,0.30766319181037405,0.29189101767439823
HSC_MPP$LMPP_GMP,0.2975850263808523,0.26727953456716025,0.3043030368229444,0.3093811063013848,0.30988845501815543,0.3251951102459914,0.33495554256070437,0.29985009553309805,0.32373973505883535,0.3270989961287035,0.3212053750430499,0.3046797196655757,0.3055227558923341,0.2576365521438585,0.0,0.30227632619586436,0.3019911085283097,0.27275610174287546,0.2701198532176146,0.21585366075823106,0.2611346740133691,0.26866412535546186,0.2692876524219217,0.6693582138079175,0.6672344536857748,0.7114672355395967,0.6693582302833557,0.669285784662679,0.30806948042669285,0.30735556312864215,0.26383750742373724,0.3038174920142485,0.296887547183781,0.3065211515832284,0.3098997142112118,0.26201243377059286,0.30545817460498,0.3092360831613082,0.29607843351872953
HSC_MPP$Mono_DC,0.297736236091379,0.2684781452636022,0.30562981685017904,0.3098381487105136,0.31124378474125364,0.3209895115893415,0.33040059496851487,0.2996625728605004,0.3211267950737118,0.3224916671523967,0.317246164968575,0.30363682445110757,0.30503080999471194,0.25986834976448225,0.30227632619586436,0.0,0.30224701591957215,0.30465176928222604,0.30453891747413653,0.26510047869112746,0.2956722240718071,0.3033402152753261,0.3042474936366188,0.6553597433322872,0.6532823681396693,0.6972231140621069,0.6553391455565423,0.6553322743566508,0.27749253943731544,0.27552484577603376,0.21745746303028174,0.2687138431953048,0.2630117672856253,0.2729330542380996,0.3107426118267672,0.2650511097065217,0.3075761164252875,0.3095046940617602,0.2962188372834452
HSC_MPP$T_NK,0.29574545393520596,0.26392692359555375,0.3040733386190983,0.3088720836645757,0.3085868180443498,0.3299206447922749,0.3395253411230005,0.3088290181450049,0.3302703808917315,0.3326116496946151,0.3262744206567029,0.30315344035444386,0.30575879300473974,0.2597501402293005,0.3019911085283097,0.30224701591957215,0.0,0.3037346183146319,0.30526798537686894,0.2643939372944174,0.2955760366268893,0.3041002264583032,0.30286948196593466,0.6628033802291499,0.6607508221327419,0.7048323197833077,0.6628308350139246,0.6627368904014648,0.3065792702818204,0.30692167312415325,0.26523782441926863,0.3044837471091473,0.29630743028475165,0.30536420331397174,0.2733121397451509,0.21326214697371879,0.26717541920496474,0.2728724821775836,0.2604593937502744
LMPP_GMP$B_Plasma,0.254138876505783,0.26741899221685095,0.21398658551710048,0.26340599947095233,0.26425850892173997,0.3318021268266081,0.34262580844972884,0.3356596836311023,0.31060763856397217,0.3348630978186089,0.32888897568588543,0.30411290814174813,0.3087208104023249,0.29908348659785666,0.27275610174287546,0.30465176928222604,0.3037346183146319,0.0,0.30619522675059657,0.304055232139663,0.26137753000211955,0.30303037030898416,0.3022167210747259,0.6686735150937019,0.6631183722138426,0.7101584019589716,0.6687755245048073,0.6685943789290067,0.302767843201175,0.30719968036108414,0.3032330241519033,0.2656699202872491,0.2942889830489185,0.3031624228325438,0.3044083025041734,0.3038135019853706,0.26385358863923564,0.3057497865698778,0.29244150865836915
LMPP_GMP$Erythroid,0.30059854389559787,0.3046469759896416,0.27631335826526787,0.3151892838219885,0.3158763696377899,0.26903530870348785,0.2792542728683451,0.26891903894544233,0.2308448278236218,0.2711678019204688,0.2654657776652943,0.30476361873903585,0.30171873900752266,0.2960401916181977,0.2701198532176146,0.30453891747413653,0.30526798537686894,0.30619522675059657,0.0,0.30438837498631766,0.2654600790859151,0.3069755830688644,0.30737730647840944,0.6379049279417784,0.6322294524357888,0.678637674142187,0.6379026422240888,0.637765502782096,0.31093408427609615,0.3025483765815943,0.30476460344510997,0.27740451291941626,0.2995832936808896,0.31140261756479215,0.31514007751603723,0.30791447845423997,0.27894272466819303,0.3161016029225831,0.300192257630396
LMPP_GMP$HSC_MPP,0.2977917157581722,0.3032354364552263,0.27061724429194867,0.30958625262200173,0.3099377079485763,0.32552376699917995,0.3353874282674167,0.3265171177522592,0.2990896227320056,0.32753735071067847,0.32162653823953274,0.27136740750612853,0.2717205440124198,0.25799940408977673,0.21585366075823106,0.26510047869112746,0.2643939372944174,0.304055232139663,0.30438837498631766,0.0,0.26066155624659,0.30328786503047356,0.30339062749232865,0.669508848500112,0.6643486444709437,0.7110198847799397,0.6695065826760457,0.6693411039673675,0.3081121161481209,0.30754379433555595,0.3020320982063914,0.26830477146107545,0.29684605153710897,0.3065263334318324,0.3093187732739251,0.3025135845470649,0.2673975299681752,0.30879367079923103,0.2957722495001669
LMPP_GMP$LMPP_GMP,0.2891197384829551,0.29639520409991604,0.2605678723733944,0.30176706962762373,0.3023519149752064,0.31378805822624545,0.3237231667224537,0.31656832683771596,0.29024293072641644,0.31638074773589414,0.31044164575513056,0.2970191573281569,0.29836676317714256,0.28906231052301773,0.2611346740133691,0.2956722240718071,0.2955760366268893,0.26137753000211955,0.2654600790859151,0.26066155624659,0.0,0.25983969915720306,0.25944481452776263,0.650869273645857,0.645613656400708,0.692141427543817,0.6509220066165269,0.6507547918993536,0.2993611531306402,0.2986217343545212,0.2957490524134769,0.26013255033132343,0.28846219870370876,0.29852991764058856,0.30195723470027247,0.29722442632038554,0.25979194503234737,0.30180301995831516,0.28801820445136417
LMPP_GMP$Mono_DC,0.2952677709112262,0.30476506732856967,0.26635825821717163,0.304986311080527,0.30657557785245854,0.3306335077681479,0.3419222345046868,0.3333619068875266,0.3070884892822882,0.33160431461046214,0.3267180927127279,0.30691465919072464,0.30985922488717466,0.29917920019868194,0.26866412535546186,0.3033402152753261,0.3041002264583032,0.30303037030898416,0.3069755830688644,0.30328786503047356,0.25983969915720306,0.0,0.3022115996603484,0.6797998945813765,0.6744733328825723,0.7215037950501877,0.6797771490995056,0.6796322794207184,0.27037448243393747,0.279064720600499,0.26769512501732745,0.21441128673994003,0.257525981591066,0.26623857998052713,0.3066669123954579,0.3038422715142437,0.26347118386154805,0.3044343075774027,0.2938335776099389
LMPP_GMP$T_NK,0.29400829871368656,0.304136968660633,0.2628896618414006,0.30530361496660874,0.30501499624824224,0.33726290557619487,0.3484332122577794,0.3402081372247079,0.31495433316825255,0.3395235635912674,0.3335020825845028,0.3061100043669021,0.3099744014600589,0.2992156352691419,0.2692876524219217,0.3042474936366188,0.30286948196593466,0.3022167210747259,0.30737730647840944,0.30339062749232865,0.25944481452776263,0.3022115996603484,0.0,0.6813109807387816,0.675905477635858,0.7230254001050235,0.6813337541096762,0.6811358732531212,0.304637225780011,0.3097584310190258,0.303852726160287,0.2633319069031179,0.29471088622894137,0.30281188113312113,0.267293046703118,0.2645459851014142,0.2120574240199162,0.26443418721860695,0.2559544427307312
Megakaryocyte$B_Plasma,0.6734061106140065,0.6566545683619311,0.6813033885602053,0.7116334187908133,0.7141323930252398,0.5268723264219576,0.508656287910837,0.5452519847633098,0.5532814269640046,0.5439016694881386,0.5343862961162414,0.6375429751103988,0.6236572536373861,0.6340403827152911,0.6693582138079175,0.6553597433322872,0.6628033802291499,0.6686735150937019,0.6379049279417784,0.669508848500112,0.650869273645857,0.6797998945813765,0.6813109807387816,0.0,0.30103594974460907,0.25533018231460036,0.30102999733689034,0.30102999733689034,0.6805687129579547,0.6186434894387015,0.6637071764323553,0.690599006785589,0.6656843124220633,0.6925660007885445,0.7105951585501475,0.6911995957978758,0.7101764736031956,0.7199472016576316,0.679597986427895
Megakaryocyte$LMPP_GMP,0.6750559760622454,0.6581611958464776,0.6828134141216874,0.7130715237813444,0.7159711453734435,0.5239475081583947,0.5057755770917745,0.5422736644217571,0.5502737503962504,0.5409854305818768,0.5314473106769734,0.6356551919106568,0.6215765776422876,0.6319489800459447,0.6672344536857748,0.6532823681396693,0.6607508221327419,0.6631183722138426,0.6322294524357888,0.6643486444709437,0.645613656400708,0.6744733328825723,0.675905477635858,0.30103594974460907,0.0,0.25305150006542815,0.301035966220158,0.301035966220158,0.6787779169783763,0.6167260273658042,0.6617240706500388,0.688606418142975,0.6637985929810316,0.6906580742546883,0.7088836923977303,0.6892752024167188,0.7082691257006803,0.7180995483994734,0.6778161065021264
Megakaryocyte$Megakaryocyte,0.7188308375203502,0.7015253848474228,0.7266704532643695,0.7574745197349211,0.760295928429074,0.5644225262082574,0.5453303683746168,0.5832639958854959,0.5915938942492621,0.5818644361194331,0.5722490038193883,0.6790987519328362,0.6647718957205137,0.6755650206714373,0.7114672355395967,0.6972231140621069,0.7048323197833077,0.7101584019589716,0.678637674142187,0.7110198847799397,0.692141427543817,0.7215037950501877,0.7230254001050235,0.25533018231460036,0.25305150006542815,0.0,0.2553301987900358,0.2553301987900358,0.7224831438730605,0.6590256853065476,0.7052341662211633,0.7325651169675342,0.7074365059465985,0.7345649560468858,0.7531365343152003,0.7333635737048354,0.752543981445564,0.7625190162890506,0.7215900377897654
Megakaryocyte$Mono_DC,0.6771299551832307,0.6602485464497161,0.6849121961922278,0.7151307858275159,0.7180217164643752,0.5258970646860239,0.5076964542779003,0.5443300014288296,0.5523230107363858,0.5428747116059228,0.533409640812115,0.6376938650177473,0.623664207928494,0.6340473012821467,0.6693582302833557,0.6553391455565423,0.6628308350139246,0.6687755245048073,0.6379026422240888,0.6695065826760457,0.6509220066165269,0.6797771490995056,0.6813337541096762,0.30102999733689034,0.301035966220158,0.2553301987900358,0.0,0.30103001381237143,0.6774324950601591,0.6151303018371755,0.6606701782494371,0.6874385086114517,0.6627417691523501,0.689357255189536,0.7109004841784277,0.6913770441406811,0.7103722583505757,0.7200792395662142,0.6798088318056746
Megakaryocyte$T_NK,0.6770421532101983,0.660157402229647,0.6848181360373637,0.7151217493886086,0.7179810652671793,0.5268236973476941,0.5086118038390319,0.5452014109983895,0.5532299432917785,0.5438512456260957,0.5343369004248596,0.6376115158714818,0.623641082307394,0.6339794010767665,0.669285784662679,0.6553322743566508,0.6627368904014648,0.6685943789290067,0.637765502782096,0.6693411039673675,0.6507547918993536,0.6796322794207184,0.6811358732531212,0.30102999733689034,0.301035966220158,0.2553301987900358,0.30103001381237143,0.0,0.6806481877843005,0.618634246204648,0.6636980533765428,0.6905354444866119,0.665672930658051,0.6925065153799673,0.7077005645359239,0.6882854076499014,0.7065665605598163,0.7166573467523886,0.6761898876572507
Mono_DC$B_Plasma,0.25103280276993717,0.27224238206839835,0.2659671130342328,0.205914631180493,0.26074231039007956,0.3375538409855665,0.35006727733588344,0.3425476371130461,0.3390616704244786,0.3195564754170917,0.3350822799082972,0.3066844545507049,0.31362236862131937,0.303531865900554,0.30806948042669285,0.27749253943731544,0.3065792702818204,0.302767843201175,0.31093408427609615,0.3081121161481209,0.2993611531306402,0.27037448243393747,0.304637225780011,0.6805687129579547,0.6787779169783763,0.7224831438730605,0.6774324950601591,0.6806481877843005,0.0,0.31051244254391613,0.30543363053943134,0.3035711516770372,0.2585587463425673,0.3022420085816759,0.30331009989612057,0.3061222252523098,0.30546903958858246,0.26286765868456846,0.29265982826159465
Mono_DC$Erythroid,0.301588386870242,0.3064983783825257,0.3103650408990356,0.28751058155168935,0.3188347979455749,0.2640660145782442,0.27497154511756133,0.2702820598609902,0.26539558076671577,0.2318246894075801,0.2604483240626991,0.30432876376666174,0.30246934868236197,0.2975667818942468,0.30735556312864215,0.27552484577603376,0.30692167312415325,0.30719968036108414,0.3025483765815943,0.30754379433555595,0.2986217343545212,0.279064720600499,0.3097584310190258,0.6186434894387015,0.6167260273658042,0.6590256853065476,0.6151303018371755,0.618634246204648,0.31051244254391613,0.0,0.3059676177156342,0.31064748184409124,0.2711442687239006,0.3122960625085052,0.31731729593287405,0.3114441612560391,0.315852514526321,0.2878628742505483,0.3017705186005906
Mono_DC$HSC_MPP,0.29623740053489533,0.30315917754064664,0.30505653354048823,0.27402355314565596,0.3095489923519241,0.3232130546749308,0.3336523728600656,0.3255194832464774,0.3233130241759116,0.300912322178619,0.3201445611717767,0.269541400685732,0.2741933173185602,0.26000772001229083,0.26383750742373724,0.21745746303028174,0.26523782441926863,0.3032330241519033,0.30476460344510997,0.3020320982063914,0.2957490524134769,0.26769512501732745,0.303852726160287,0.6637071764323553,0.6617240706500388,0.7052341662211633,0.6606701782494371,0.6636980533765428,0.30543363053943134,0.3059676177156342,0.0,0.30351485438428527,0.26131281394875,0.30495597590564905,0.3083917837699221,0.30323078562341294,0.3063230743304642,0.27239133894346595,0.29526194809975737
Mono_DC$LMPP_GMP,0.2940437225965819,0.30559070144056993,0.302886087730139,0.2647199066660861,0.3049794003993486,0.33426767630224913,0.34680865698370383,0.3371263415664647,0.3331520645846462,0.3122192129937816,0.33084753277574414,0.30737077838682925,0.31156284518244126,0.30049018677788536,0.3038174920142485,0.2687138431953048,0.3044837471091473,0.2656699202872491,0.27740451291941626,0.26830477146107545,0.26013255033132343,0.21441128673994003,0.2633319069031179,0.690599006785589,0.688606418142975,0.7325651169675342,0.6874385086114517,0.6905354444866119,0.3035711516770372,0.31064748184409124,0.30351485438428527,0.0,0.25600475173766907,0.3022830289047651,0.3049155511885336,0.3036791774664572,0.30272758866285887,0.2624881624688689,0.29326433595439744
Mono_DC$Mono_DC,0.28562851110062787,0.2972580912057011,0.2960679506436078,0.2573117855541056,0.29806056837660383,0.3200559538724327,0.33203471226076153,0.3243676159931352,0.32075059477492496,0.2995023325218184,0.31692059227209723,0.29771046136920076,0.302096264902687,0.2919266399417867,0.296887547183781,0.2630117672856253,0.29630743028475165,0.2942889830489185,0.2995832936808896,0.29684605153710897,0.28846219870370876,0.257525981591066,0.29471088622894137,0.6656843124220633,0.6637985929810316,0.7074365059465985,0.6627417691523501,0.665672930658051,0.2585587463425673,0.2711442687239006,0.26131281394875,0.25600475173766907,0.0,0.25581160648402707,0.2976064095587054,0.29706932223100335,0.2971037868665344,0.2554938441523028,0.2850351221433121
Mono_DC$T_NK,0.2928659793341959,0.306305864530627,0.3037807104463085,0.2607602546052062,0.3036782257058697,0.34238953265923894,0.3552505520019891,0.34633958685318633,0.34273099549491187,0.3237044433517179,0.33915343528914405,0.30817678921068364,0.3143934469933584,0.30299970748288674,0.3065211515832284,0.2729330542380996,0.30536420331397174,0.3031624228325438,0.31140261756479215,0.3065263334318324,0.29852991764058856,0.26623857998052713,0.30281188113312113,0.6925660007885445,0.6906580742546883,0.7345649560468858,0.689357255189536,0.6925065153799673,0.3022420085816759,0.3122960625085052,0.30495597590564905,0.3022830289047651,0.25581160648402707,0.0,0.26313610342179505,0.2686630540297842,0.2636925236232757,0.2065576966500614,0.2529300505092915
T_NK$B_Plasma,0.24691136701213098,0.2687955973390309,0.26109918428181556,0.25637945747256924,0.19869372860957807,0.35080647551380345,0.3649208122016457,0.35493083294633454,0.3512433616422946,0.353923987927704,0.3238905959664966,0.31052194572891556,0.31885537970932704,0.3071046629460815,0.3098997142112118,0.3107426118267672,0.2733121397451509,0.3044083025041734,0.31514007751603723,0.3093187732739251,0.30195723470027247,0.3066669123954579,0.267293046703118,0.7105951585501475,0.7088836923977303,0.7531365343152003,0.7109004841784277,0.7077005645359239,0.30331009989612057,0.31731729593287405,0.3083917837699221,0.3049155511885336,0.2976064095587054,0.26313610342179505,0.0,0.30504957785398046,0.30325948104413963,0.30283335049158233,0.25096874286058507
