,B_Plasma$B_Plasma,B_Plasma$HSC_MPP,B_Plasma$LMPP_GMP,B_Plasma$Mono_DC,B_Plasma$T_NK,Erythroid$B_Plasma,Erythroid$Erythroid,Erythroid$HSC_MPP,Erythroid$LMPP_GMP,Erythroid$Mono_DC,Erythroid$T_NK,HSC_MPP$B_Plasma,HSC_MPP$Erythroid,HSC_MPP$HSC_MPP,HSC_MPP$LMPP_GMP,HSC_MPP$Mono_DC,HSC_MPP$T_NK,LMPP_GMP$B_Plasma,LMPP_GMP$Erythroid,LMPP_GMP$HSC_MPP,LMPP_GMP$LMPP_GMP,LMPP_GMP$Mono_DC,LMPP_GMP$T_NK,Megakaryocyte$B_Plasma,Megakaryocyte$LMPP_GMP,Megakaryocyte$Megakaryocyte,Megakaryocyte$Mono_DC,Megakaryocyte$T_NK,Mono_DC$B_Plasma,Mono_DC$Erythroid,Mono_DC$HSC_MPP,Mono_DC$LMPP_GMP,Mono_DC$Mono_DC,Mono_DC$T_NK,T_NK$B_Plasma,T_NK$HSC_MPP,T_NK$LMPP_GMP,T_NK$Mono_DC,T_NK$T_NK
B_Plasma$B_Plasma,0.0,0.6499572711936665,0.6868122379387447,0.3322066153641563,0.3960265277230518,0.7559370654556671,1.0056165861373565,1.015133432427408,1.0270159269683419,1.0043450573636816,0.9226331671371579,0.5797267920258498,1.0686685707306411,1.0811240572618994,1.1352858529738639,0.9841745894398541,0.9796929256065826,0.36454698149566533,1.047750625280499,1.0972400580980068,1.0064450971651282,0.8394979592431661,0.7851174227888273,0.9828850192780483,1.076142226917935,0.8836746569139108,0.9891922157381138,0.8670478844125555,0.226937246965925,1.0354158441835315,0.9726962684531042,0.9202859742701232,0.688895756911913,0.5438114786231651,0.21135273976504776,1.0398518014301332,1.0385199731929315,0.6726331177429279,0.6659042952776175
B_Plasma$HSC_MPP,0.6499572711936665,0.0,0.7531889451619745,0.9059732573718964,0.9159123919039972,0.7501259494240482,0.8254264020026915,0.6884412048507151,0.7579775601078746,0.7842420136307858,0.8522154030799185,0.4749779590711387,0.7916554128806952,0.6074165073773904,0.6765982435080471,0.6971137503190965,0.6973954546016916,0.6939638461832589,0.8196884819623416,0.6529391288273083,0.8237799979728313,0.8873237798354102,0.7954515544773685,1.0512256088470748,1.0521847863606686,1.0620982986050131,1.0139083498259445,1.0071936172304117,0.8830616523391753,0.8543716370794349,0.6885381064024888,0.8992722662487952,1.0447112217225403,0.9997142917026163,0.8295302654908467,0.6792380687478798,0.704026817783336,0.9616694050167016,1.0959054627160956
B_Plasma$LMPP_GMP,0.6868122379387447,0.7531889451619745,0.0,0.4309855857146,0.9138731845044087,1.0059061551892559,0.9734202510496734,1.0225546943803663,0.9722485197289231,1.0487860695051925,1.0221314932357282,0.9127299059676982,1.0046359149364754,1.0294581885968699,0.9964597273594955,1.0431085394553132,1.0180505622125506,0.6864366469345033,0.9931102205996666,1.0445575222176913,0.5906830246906656,0.6893837504701703,0.9070372208991719,1.0412826317614443,1.009345798147015,1.052275865138749,1.03650612730256,1.0433780107956474,0.7671168656072204,1.0070286821961714,1.0332966833908523,0.5419290130256931,0.8173645016662242,0.9903230353382712,0.8157289113418271,0.9999206060895667,0.8806603510683293,1.0541840034314036,1.0507632263292637
B_Plasma$Mono_DC,0.3322066153641563,0.9059732573718964,0.4309855857146,0.0,0.6144144034526489,1.019009716994708,1.1256564677547676,1.1599173249941162,1.1534889026487627,1.0336450295634454,1.081069492784303,0.8948982127066398,1.1578937448069637,1.2520047839508561,1.2781757614564746,1.0022041715966585,1.1374937335386242,0.6102174747245113,1.1613754631021358,1.2806736280891076,0.9665270213395709,0.6527057737211717,0.934473706579135,1.0726402882528738,1.0926094720334816,0.9550237399872359,1.0085275686152348,0.9759205202238125,0.27648167543618785,1.0287701133493425,1.044031791080197,0.6393750917134435,0.388170562214349,0.6102142232359098,0.4044107493897935,1.1546875650600177,1.07929413799169,0.6194935438040923,0.7879289584776927
B_Plasma$T_NK,0.3960265277230518,0.9159123919039972,0.9138731845044087,0.6144144034526489,0.0,0.9225227828058018,1.0221349017826895,1.0849202547734613,1.0938787713168334,1.0919959807269477,0.7599215451581806,0.8268665206889354,1.0898671503225175,1.1493825800528192,1.205220367328063,1.0815792512904427,0.8089924626313594,0.5609948479836812,1.0840582146779276,1.180745840554423,1.1180267470011342,0.9486272935704863,0.5642243285770883,0.9553263469169044,1.0472121677012731,0.8203254567981927,0.9286729839972825,0.7944672546297946,0.37918612854681333,1.0305822057325467,1.0331236740052272,1.0265944987934106,0.7778497498210144,0.22577402422773662,0.39994141728782195,1.1431323593221243,1.1223740978873329,0.6675705196089015,0.3144857059278764
Erythroid$B_Plasma,0.7559370654556671,0.7501259494240482,1.0059061551892559,1.019009716994708,0.9225227828058018,0.0,0.5046745396654453,0.4646651519878612,0.3748134359081172,0.5086795286619481,0.4624698070088197,0.4057949606518445,0.5972607305935353,0.876198198481678,0.8898279414858671,0.8486062977131834,0.8310417951618775,0.5407829243318167,0.5502099359422662,0.8286673106073152,0.8578342558780536,1.0093535413796417,0.9435242887660027,0.7716781385441922,0.787572371743184,0.9946660661310289,0.8386496034352602,0.9672240766389607,0.880583412982036,0.7703017867199771,0.8535829108186932,1.0041849631139463,1.1138005531429858,1.0320255021561051,0.69578454305742,0.9461254960600873,0.9850486537755182,1.1180765748744583,1.1241972348394083
Erythroid$Erythroid,1.0056165861373565,0.8254264020026915,0.9734202510496734,1.1256564677547676,1.0221349017826895,0.5046745396654453,0.0,0.4006649617282263,0.27544619709802154,0.6816140268723213,0.5686079804251711,0.6759378359065833,0.25888324858649325,0.6837225092543765,0.7074132984678299,0.9175619790478742,0.778434778542799,0.8579099105406494,0.16560105085071697,0.7076560932554692,0.7667160885644443,1.0619180540672088,0.8986947680422612,0.9020008917607183,0.8939289632483357,0.9902307831607645,0.9904717611790785,0.970296289630151,1.1022840919936472,0.6843157692047681,0.8320074574035671,0.9497664604523796,1.1000413098932622,1.1086413598714169,0.913240395265746,0.8932174695406778,0.8224537960978449,1.1522157352837266,1.0902398477640494
Erythroid$HSC_MPP,1.015133432427408,0.6884412048507151,1.0225546943803663,1.1599173249941162,1.0849202547734613,0.4646651519878612,0.4006649617282263,0.0,0.259861492118481,0.45257248507009207,0.5584319868527022,0.6873364711882531,0.27326471670483654,0.4306193600855698,0.6554421881024889,0.7328065395808683,0.7796511467251249,0.9274703797150358,0.4356861858071085,0.4996184928789329,0.7950900966116644,0.9968618901349073,0.9680937353584625,1.0230078450013942,1.0121331381005685,1.0872089893070966,1.0178927416097334,1.0455202523995941,1.1537530890794767,0.6141907176923264,0.6076380514754491,0.906744397163993,1.1011157852315763,1.129505969119236,0.996304038760403,0.7789606116640615,0.9275387864469433,1.1203905454900862,1.1886605667930148
Erythroid$LMPP_GMP,1.0270159269683419,0.7579775601078746,0.9722485197289231,1.1534889026487627,1.0938787713168334,0.3748134359081172,0.27544619709802154,0.259861492118481,0.0,0.42656521810637926,0.4645883194653597,0.6375934459803947,0.3822823821866216,0.6640524169028642,0.6204558395720201,0.7674603177796296,0.7689514796815108,0.8635484863082556,0.3033837602498528,0.6408205521397257,0.646774750005959,0.9800605731727166,0.931022827063135,0.8576250467684553,0.8029260843101919,1.01926313200559,0.8977345879860431,1.0094633550495122,1.0928855377081828,0.699206878947767,0.7474359765539829,0.8725385397037597,1.0846868397265104,1.1069461169162298,0.981100600288365,0.8888994067975096,0.8415746267353921,1.1360465399539417,1.1503642391956104
Erythroid$Mono_DC,1.0043450573636816,0.7842420136307858,1.0487860695051925,1.0336450295634454,1.0919959807269477,0.5086795286619481,0.6816140268723213,0.45257248507009207,0.42656521810637926,0.0,0.4132387487400958,0.7817828219229711,0.6201821120524873,0.7902317799341987,0.8344208587033828,0.4167668052447492,0.7445895750695601,0.9323190671194724,0.7043667678710414,0.8062090327804878,0.8828938233420714,0.591361927299479,0.8998428535180888,0.8704033490058862,0.854439444789531,1.0377421367602626,0.8565916518924105,1.0229324269439306,0.9846493201107702,0.3264321620627655,0.4390638679814165,0.6518508013326763,0.7354032422008747,0.8995513108303417,1.0957673992855304,0.9393109728299158,0.9673681624334579,0.936321924202514,1.0771791575056204
