sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
PT27A,GSE239721,5191,infercnv,1,C_single,0,5191,1233,0.2375,0,0,5191
