arm,alpha,kind,k,delta,n,frac_targets_moved,intercept,p_two_sided,wilcoxon_p,p_registered
const,1.0,Dx_to_Treatment,6,0.0,11,0.0,-0.00422140334272273,0.814851755024246,0.9658203125,0.407425877512123
const,1.0,Dx_to_Relapse,6,0.0,11,0.0,0.01034322152109102,0.2676359804008088,0.46484375,0.2676359804008088
const,1.0,Dx_to_Treatment,6,0.25,11,0.9545454545454547,-0.005298276923507098,0.7687046211960427,1.0,0.38435231059802133
const,1.0,Dx_to_Relapse,6,0.25,11,0.9393939393939394,0.011061729334225117,0.23335666444398584,0.2783203125,0.23335666444398584
const,1.0,Dx_to_Treatment,6,0.5,11,0.9696969696969698,-0.004781280817571667,0.7905991252418079,0.9658203125,0.39529956262090393
const,1.0,Dx_to_Relapse,6,0.5,11,0.9696969696969698,0.011456811431604185,0.2300847910521243,0.3203125,0.2300847910521243
const,1.0,Dx_to_Treatment,6,1.0,11,0.9848484848484849,-0.0028134514698613306,0.8779630021758865,0.7646484375,0.43898150108794326
const,1.0,Dx_to_Relapse,6,1.0,11,0.9696969696969698,0.011951020936577524,0.23225012105538578,0.2783203125,0.23225012105538578
const,1.0,Dx_to_Treatment,6,2.0,11,0.9848484848484849,-0.006947984585606603,0.7032510928802687,1.0,0.35162554644013433
const,1.0,Dx_to_Relapse,6,2.0,11,0.9696969696969698,0.008645003327599685,0.42510656741574826,0.51953125,0.42510656741574826
const,1.0,Dx_to_Treatment,6,4.0,11,0.9848484848484849,-0.008972821779006903,0.6267664626119246,0.7646484375,0.3133832313059623
const,1.0,Dx_to_Relapse,6,4.0,11,0.9696969696969698,0.007549246615956962,0.4896587989046262,0.51953125,0.4896587989046262
logs,0.5,Dx_to_Treatment,1,0.0,11,0.0,-0.0783000761428939,0.061957700484172776,0.2783203125,0.030978850242086388
logs,0.5,Dx_to_Relapse,1,0.0,11,0.0,-0.007861197188492137,0.828951358585707,0.9658203125,0.828951358585707
logs,0.5,Dx_to_Treatment,1,0.25,11,1.0,-0.07848220516533642,0.06127677369026527,0.2783203125,0.030638386845132634
logs,0.5,Dx_to_Relapse,1,0.25,11,1.0,-0.00791277216427913,0.8278752651474628,0.9658203125,0.8278752651474628
logs,0.5,Dx_to_Treatment,1,0.5,11,1.0,-0.0784834349241078,0.0612535208898071,0.2783203125,0.03062676044490355
logs,0.5,Dx_to_Relapse,1,0.5,11,1.0,-0.007916645838411993,0.827795601802691,0.9658203125,0.827795601802691
logs,0.5,Dx_to_Treatment,1,1.0,11,1.0,-0.0784728180227231,0.061262834416796245,0.2783203125,0.030631417208398123
logs,0.5,Dx_to_Relapse,1,1.0,11,1.0,-0.007915291480789377,0.8278243186766086,0.9658203125,0.8278243186766086
logs,0.5,Dx_to_Treatment,1,2.0,11,1.0,-0.07886667419528,0.06095431651905242,0.2783203125,0.03047715825952621
logs,0.5,Dx_to_Relapse,1,2.0,11,1.0,-0.008040116470915157,0.825172056911365,0.9658203125,0.825172056911365
logs,0.5,Dx_to_Treatment,1,4.0,11,1.0,-0.08156192258171051,0.05486565826761915,0.2783203125,0.027432829133809573
logs,0.5,Dx_to_Relapse,1,4.0,11,1.0,-0.009514753035784577,0.7936232283074182,0.8984375,0.7936232283074182
logs,0.5,Dx_to_Treatment,3,0.0,11,0.0,-0.0783000761428939,0.061957700484172776,0.2783203125,0.030978850242086388
logs,0.5,Dx_to_Relapse,3,0.0,11,0.0,-0.007861197188492137,0.828951358585707,0.9658203125,0.828951358585707
logs,0.5,Dx_to_Treatment,3,0.25,11,1.0,-0.07857742604234676,0.061223719607861514,0.2783203125,0.030611859803930757
logs,0.5,Dx_to_Relapse,3,0.25,11,0.9393939393939393,-0.00806133899899352,0.8244555461556473,0.9658203125,0.8244555461556473
logs,0.5,Dx_to_Treatment,3,0.5,11,1.0,-0.07873349609659011,0.061148094938404875,0.2783203125,0.030574047469202437
logs,0.5,Dx_to_Relapse,3,0.5,11,0.9393939393939393,-0.008323612922333273,0.8187998607329479,0.9658203125,0.8187998607329479
logs,0.5,Dx_to_Treatment,3,1.0,11,1.0,-0.07937560043469395,0.060365613457610684,0.2783203125,0.030182806728805342
logs,0.5,Dx_to_Relapse,3,1.0,11,0.9393939393939393,-0.008697043187619179,0.8107714666456068,0.8984375,0.8107714666456068
logs,0.5,Dx_to_Treatment,3,2.0,11,1.0,-0.08037989189703078,0.05859884924662482,0.2783203125,0.02929942462331241
logs,0.5,Dx_to_Relapse,3,2.0,11,0.9393939393939393,-0.00904395775240864,0.8035815650275022,0.8984375,0.8035815650275022
logs,0.5,Dx_to_Treatment,3,4.0,11,1.0,-0.08174135253658982,0.05496846477847665,0.2783203125,0.027484232389238326
logs,0.5,Dx_to_Relapse,3,4.0,11,0.9393939393939393,-0.007730338708139755,0.8317155606313248,0.8984375,0.8317155606313248
logs,0.5,Dx_to_Treatment,6,0.0,11,0.0,-0.0783000761428939,0.061957700484172776,0.2783203125,0.030978850242086388
logs,0.5,Dx_to_Relapse,6,0.0,11,0.0,-0.007861197188492137,0.828951358585707,0.9658203125,0.828951358585707
logs,0.5,Dx_to_Treatment,6,0.25,11,0.9848484848484849,-0.07932564130801499,0.05859158683475598,0.2783203125,0.02929579341737799
logs,0.5,Dx_to_Relapse,6,0.25,11,0.9696969696969698,-0.00754999332014597,0.8350412950880739,0.8984375,0.8350412950880739
logs,0.5,Dx_to_Treatment,6,0.5,11,0.9848484848484849,-0.07956432804556361,0.058437948929314885,0.2783203125,0.029218974464657443
logs,0.5,Dx_to_Relapse,6,0.5,11,0.9696969696969698,-0.007842398141151155,0.8287334138686513,0.8984375,0.8287334138686513
logs,0.5,Dx_to_Treatment,6,1.0,11,0.9848484848484849,-0.08010836111615932,0.05784655615337463,0.2783203125,0.028923278076687316
logs,0.5,Dx_to_Relapse,6,1.0,11,0.9696969696969698,-0.008181091828939942,0.821387972242191,0.8984375,0.821387972242191
logs,0.5,Dx_to_Treatment,6,2.0,11,0.9848484848484849,-0.08090546386709907,0.056586984023247626,0.2783203125,0.028293492011623813
logs,0.5,Dx_to_Relapse,6,2.0,11,0.9696969696969698,-0.008302780025051104,0.818804339549402,0.8984375,0.818804339549402
logs,0.5,Dx_to_Treatment,6,4.0,11,0.9848484848484849,-0.08145604080216674,0.05511341293613441,0.2783203125,0.027556706468067203
logs,0.5,Dx_to_Relapse,6,4.0,11,0.9696969696969698,-0.006746785042529776,0.852285825823016,0.8984375,0.852285825823016
logs,1.0,Dx_to_Treatment,1,0.0,11,0.0,-0.007677371102322255,0.7241905499083873,0.9658203125,0.36209527495419364
logs,1.0,Dx_to_Relapse,1,0.0,11,0.0,0.010567696019695977,0.15722801100462466,0.1474609375,0.15722801100462466
logs,1.0,Dx_to_Treatment,1,0.25,11,1.0,-0.007946195605309299,0.7150858137814333,1.0,0.35754290689071666
logs,1.0,Dx_to_Relapse,1,0.25,11,1.0,0.010500503486383629,0.1594975212652984,0.1474609375,0.1594975212652984
logs,1.0,Dx_to_Treatment,1,0.5,11,1.0,-0.00793445475047739,0.7155121729311226,1.0,0.3577560864655613
logs,1.0,Dx_to_Relapse,1,0.5,11,1.0,0.010506065020718198,0.1593410770709789,0.1474609375,0.1593410770709789
logs,1.0,Dx_to_Treatment,1,1.0,11,1.0,-0.007909333605453275,0.7163955082119206,1.0,0.3581977541059603
logs,1.0,Dx_to_Relapse,1,1.0,11,1.0,0.010525361281775277,0.15884400861069817,0.1474609375,0.15884400861069817
logs,1.0,Dx_to_Treatment,1,2.0,11,1.0,-0.008688636312894878,0.6907981895250782,0.8984375,0.3453990947625391
logs,1.0,Dx_to_Relapse,1,2.0,11,1.0,0.010326677616945648,0.1674853661525921,0.1474609375,0.1674853661525921
logs,1.0,Dx_to_Treatment,1,4.0,11,1.0,-0.01386290806943271,0.5303085711198546,0.1748046875,0.2651542855599273
logs,1.0,Dx_to_Relapse,1,4.0,11,1.0,0.008015349272431957,0.29286181198487277,0.3203125,0.29286181198487277
logs,1.0,Dx_to_Treatment,3,0.0,11,0.0,-0.007677371102322255,0.7241905499083873,0.9658203125,0.36209527495419364
logs,1.0,Dx_to_Relapse,3,0.0,11,0.0,0.010567696019695977,0.15722801100462466,0.1474609375,0.15722801100462466
logs,1.0,Dx_to_Treatment,3,0.25,11,1.0,-0.008178230899096707,0.7073623726847589,1.0,0.35368118634237944
logs,1.0,Dx_to_Relapse,3,0.25,11,0.9393939393939393,0.010066742188388574,0.1804717675853697,0.1474609375,0.1804717675853697
logs,1.0,Dx_to_Treatment,3,0.5,11,1.0,-0.008520913714358532,0.696228073450319,0.9658203125,0.3481140367251595
logs,1.0,Dx_to_Relapse,3,0.5,11,0.9393939393939393,0.009479969369318816,0.20335923970833492,0.2060546875,0.20335923970833492
logs,1.0,Dx_to_Treatment,3,1.0,11,1.0,-0.009868034097735312,0.651738821481767,0.8310546875,0.3258694107408835
logs,1.0,Dx_to_Relapse,3,1.0,11,0.9393939393939393,0.008661303333734424,0.24008798841403797,0.2060546875,0.24008798841403797
logs,1.0,Dx_to_Treatment,3,2.0,11,1.0,-0.011904574999464658,0.5871632495829332,0.5771484375,0.2935816247914666
logs,1.0,Dx_to_Relapse,3,2.0,11,0.9393939393939393,0.008075081169031792,0.2835948938207418,0.2783203125,0.2835948938207418
logs,1.0,Dx_to_Treatment,3,4.0,11,1.0,-0.014479938742909362,0.5126888054959827,0.1474609375,0.25634440274799136
logs,1.0,Dx_to_Relapse,3,4.0,11,0.9393939393939393,0.010912168601432237,0.1997729525220341,0.2783203125,0.1997729525220341
logs,1.0,Dx_to_Treatment,6,0.0,11,0.0,-0.007677371102322255,0.7241905499083873,0.9658203125,0.36209527495419364
logs,1.0,Dx_to_Relapse,6,0.0,11,0.0,0.010567696019695977,0.15722801100462466,0.1474609375,0.15722801100462466
logs,1.0,Dx_to_Treatment,6,0.25,11,0.9848484848484849,-0.009417463978191454,0.6646183706482045,0.8984375,0.33230918532410225
logs,1.0,Dx_to_Relapse,6,0.25,11,0.9696969696969698,0.010982248095696904,0.15443933863449186,0.1748046875,0.15443933863449186
logs,1.0,Dx_to_Treatment,6,0.5,11,0.9848484848484849,-0.009901783415150038,0.6487933425720142,0.8984375,0.3243966712860071
logs,1.0,Dx_to_Relapse,6,0.5,11,0.9696969696969698,0.01034408818207951,0.17529916132430298,0.1748046875,0.17529916132430298
logs,1.0,Dx_to_Treatment,6,1.0,11,0.9848484848484849,-0.011078397463459967,0.6106037986122467,0.8310546875,0.30530189930612334
logs,1.0,Dx_to_Relapse,6,1.0,11,0.9696969696969698,0.009603573104182452,0.20397342397348212,0.240234375,0.20397342397348212
logs,1.0,Dx_to_Treatment,6,2.0,11,0.9848484848484849,-0.012764051498742457,0.5581554280004174,0.5771484375,0.2790777140002087
logs,1.0,Dx_to_Relapse,6,2.0,11,0.9696969696969698,0.009500037945970057,0.2264005149371358,0.240234375,0.2264005149371358
logs,1.0,Dx_to_Treatment,6,4.0,11,0.9848484848484849,-0.01378650206467712,0.5351122803375098,0.240234375,0.2675561401687549
logs,1.0,Dx_to_Relapse,6,4.0,11,0.9696969696969698,0.012796861804884355,0.1613297291901867,0.2783203125,0.1613297291901867
