arm,alpha,kind,k,delta,n,frac_targets_moved,intercept,p_two_sided,wilcoxon_p,p_registered
const,1.0,Dx_to_Treatment,1,1.0,11,1.0,-0.004139136170857094,0.8191641735384506,0.8984375,0.4095820867692253
const,1.0,Dx_to_Relapse,1,1.0,11,1.0,0.010664144225237069,0.2543738830486288,0.365234375,0.2543738830486288
const,1.0,Dx_to_Treatment,1,2.0,11,1.0,-0.00573118574901205,0.7512697571161706,0.9658203125,0.3756348785580853
const,1.0,Dx_to_Relapse,1,2.0,11,1.0,0.009459342273721014,0.3158097854664939,0.51953125,0.3158097854664939
const,1.0,Dx_to_Treatment,1,4.0,11,1.0,-0.006239813018987007,0.7305231737863352,0.8984375,0.3652615868931676
const,1.0,Dx_to_Relapse,1,4.0,11,1.0,0.008669927966848935,0.3532795801618508,0.51953125,0.3532795801618508
const,1.0,Dx_to_Treatment,3,0.0,11,0.0,-0.00422140334272273,0.814851755024246,0.9658203125,0.407425877512123
const,1.0,Dx_to_Relapse,3,0.0,11,0.0,0.01034322152109102,0.2676359804008088,0.46484375,0.2676359804008088
const,1.0,Dx_to_Treatment,3,0.25,11,1.0,-0.004646392185555723,0.795943724036856,0.9658203125,0.397971862018428
const,1.0,Dx_to_Relapse,3,0.25,11,0.9393939393939393,0.010554445498316762,0.2540561837541101,0.4130859375,0.2540561837541101
const,1.0,Dx_to_Treatment,3,0.5,11,1.0,-0.004602129251756194,0.7973654239618053,1.0,0.39868271198090266
const,1.0,Dx_to_Relapse,3,0.5,11,0.9393939393939393,0.010583712284936545,0.2593212901747918,0.365234375,0.2593212901747918
const,1.0,Dx_to_Treatment,3,1.0,11,1.0,-0.0040131557302267775,0.8252045125857402,0.8984375,0.4126022562928701
const,1.0,Dx_to_Relapse,3,1.0,11,0.9393939393939393,0.010284998397940505,0.2872210568354405,0.365234375,0.2872210568354405
const,1.0,Dx_to_Treatment,3,2.0,11,1.0,-0.007189914496164566,0.6919127549877929,1.0,0.34595637749389646
const,1.0,Dx_to_Relapse,3,2.0,11,0.9393939393939393,0.007989878516611397,0.4184041008013397,0.5771484375,0.4184041008013397
const,1.0,Dx_to_Treatment,3,4.0,11,1.0,-0.0089385102221399,0.62353595069808,0.7646484375,0.31176797534904
const,1.0,Dx_to_Relapse,3,4.0,11,0.9393939393939393,0.0070794123276189365,0.47376643641153815,0.5771484375,0.47376643641153815
