alpha,status,n_global,n_strat,mean_healthy,mean_aml,beta_global,p_global,beta_strat,p_strat
0.0,ok,138,72,0.0953161840935166,0.19544619572811625,0.0621264847075324,0.0766923307669233,0.07566378200870356,0.020497950204979503
0.25,ok,138,72,0.1825333069016068,0.25839409541321645,0.030882945848055187,0.36206379362063795,0.040323134905370435,0.22307769223077692
0.5,ok,138,72,0.24590960743452375,0.2985527524409587,0.005612469526609031,0.8835116488351165,0.003375875200460046,0.9378062193780622
0.75,ok,138,72,0.29237385973849256,0.3207613942963921,-0.0162683323833582,0.7431256874312568,-0.02388507178071843,0.6941305869413059
1.0,ok,138,72,0.333387566733197,0.3368072354365118,-0.040914800391902525,0.5124487551244875,-0.0524354040782589,0.5068493150684932
