mode,k,delta,planted,frac_cells_moved,mean_abs_dC,edge_min_p,edge_min_q,planted_edges_sig,any_edges_sig,omni_healthy,omni_aml,omni_beta,omni_p
mult,1,0.0,B_Plasma->Erythroid,0.0,0.0,0.9365317341329336,0.9789892287898604,0,0,0.06981044960876782,0.06463072361962109,0.005501299693348166,0.8000999500249875
mult,1,0.25,B_Plasma->Erythroid,0.23478260869565218,0.01206743566992014,0.9155422288855573,0.9752515046824415,0,0,0.06981044960876782,0.06472363046274776,0.005559363839582903,0.7876061969015492
mult,1,0.5,B_Plasma->Erythroid,0.2608695652173913,0.020585625554569654,0.8405797101449275,0.9152979066022543,0,0,0.06981044960876782,0.0647665710326515,0.005592827642817458,0.7766116941529235
mult,1,1.0,B_Plasma->Erythroid,0.2956521739130435,0.0388642413487134,0.6521739130434783,0.7865945076242367,0,0,0.06981044960876782,0.06482615578720549,0.005716922214515145,0.7711144427786107
mult,1,2.0,B_Plasma->Erythroid,0.3217391304347826,0.06317657497781722,0.5097451274362819,0.7849686267977123,0,0,0.06981044960876782,0.06486530955695247,0.005742859675289022,0.7796101949025487
mult,1,4.0,B_Plasma->Erythroid,0.3217391304347826,0.09494232475598935,0.3818090954522739,0.7092703648175912,0,0,0.06981044960876782,0.06477976347499466,0.005665059287539328,0.8065967016491754
mult,3,0.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.0,0.0,0.13143428285857073,0.6407629518574046,0,0,0.06981044960876782,0.06463072361962109,0.005501299693348166,0.8000999500249875
mult,3,0.25,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.32753623188405795,0.020763087843833187,0.26936531734132935,0.7083958020989505,0,1,0.06981044960876782,0.06468951490255515,0.005639242498906714,0.7871064467766117
mult,3,0.5,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.3507246376811594,0.03271221532091097,0.35082458770614694,0.7084561167692015,0,0,0.06981044960876782,0.06464410349367486,0.005688622546067468,0.7731134432783608
mult,3,1.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.3710144927536232,0.049393670511682926,0.27636181909045476,0.7482369926148037,0,0,0.06981044960876782,0.06474571276539057,0.005841358998453984,0.768615692153923
