arm,kind,edge,occupancy,median_within_pair_abs_dC,mean_within_pair_abs_dC,sd_between_patients_at_dx,snr
rank,Dx_to_Treatment,LMPP_GMP->T_NK,0.918918918918919,0.04081632653061218,0.09276437847866417,0.16661112499498637,0.24497959864229005
rank,Dx_to_Treatment,LMPP_GMP->B_Plasma,0.7567567567567568,0.20408163265306123,0.24489795918367346,0.245172233549383,0.8324010826941982
rank,Dx_to_Treatment,Mono_DC->HSC_MPP,0.7567567567567568,0.08163265306122447,0.15491651205936918,0.18402872261426265,0.4435864787929455
rank,Dx_to_Treatment,Mono_DC->LMPP_GMP,0.9459459459459459,0.16326530612244905,0.1753246753246753,0.07822188107191903,2.0872076187012056
rank,Dx_to_Treatment,Mono_DC->Mono_DC,0.9459459459459459,0.1428571428571429,0.21799628942486085,0.20327763707745106,0.7027686119881094
rank,Dx_to_Treatment,Mono_DC->Erythroid,0.5675675675675675,0.12244897959183665,0.12615955473098328,0.12434372037476506,0.9847620709978938
rank,Dx_to_Treatment,Mono_DC->Megakaryocyte,0.08108108108108109,0.1020408163265305,0.1066790352504638,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,Mono_DC->T_NK,0.8648648648648649,0.18367346938775508,0.20779220779220778,0.27289350379324784,0.6730591488425884
rank,Dx_to_Treatment,Mono_DC->B_Plasma,0.6756756756756757,0.326530612244898,0.3218923933209647,0.24223974780120067,1.3479646309443505
rank,Dx_to_Treatment,Erythroid->HSC_MPP,0.5405405405405406,0.26530612244897966,0.2894248608534323,0.23149796252349855,1.146040853046598
rank,Dx_to_Treatment,Erythroid->LMPP_GMP,0.6486486486486487,0.41836734693877553,0.37569573283859,0.2792401943459277,1.498234693321029
rank,Dx_to_Treatment,Erythroid->Mono_DC,0.6486486486486487,0.20408163265306123,0.28664192949907236,0.28552538149540446,0.7147582872815317
rank,Dx_to_Treatment,Erythroid->Erythroid,0.43243243243243246,0.1428571428571428,0.15306122448979592,0.1213619030903621,1.1771168646784984
rank,Dx_to_Treatment,Erythroid->Megakaryocyte,0.05405405405405406,0.1020408163265305,0.0918367346938775,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,Erythroid->T_NK,0.5405405405405406,0.24489795918367352,0.29499072356215217,0.24469688715246452,1.0008217187948276
rank,Dx_to_Treatment,Erythroid->B_Plasma,0.5675675675675675,0.18367346938775508,0.2328385899814471,0.28758333799123714,0.6386791066224836
rank,Dx_to_Treatment,Megakaryocyte->HSC_MPP,0.05405405405405406,0.1020408163265305,0.07513914656771795,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,Megakaryocyte->LMPP_GMP,0.08108108108108109,0.1020408163265305,0.09925788497217067,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,Megakaryocyte->Mono_DC,0.08108108108108109,0.1020408163265305,0.1382189239332096,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,Megakaryocyte->Erythroid,0.08108108108108109,0.1020408163265305,0.08998144712430424,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,Megakaryocyte->Megakaryocyte,0.08108108108108109,0.1020408163265305,0.1586270871985157,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,Megakaryocyte->T_NK,0.05405405405405406,0.0714285714285714,0.10946196660482373,0.09175424041745467,0.7784770611537136
rank,Dx_to_Treatment,Megakaryocyte->B_Plasma,0.05405405405405406,0.0714285714285714,0.08348794063079773,0.09175424041745467,0.7784770611537136
rank,Dx_to_Treatment,T_NK->HSC_MPP,0.7567567567567568,0.10204081632653061,0.1363636363636364,0.17405771672321585,0.5862470118966027
rank,Dx_to_Treatment,T_NK->LMPP_GMP,0.8378378378378378,0.08163265306122458,0.10018552875695734,0.174177317879469,0.46867556611311767
rank,Dx_to_Treatment,T_NK->Mono_DC,0.918918918918919,0.30612244897959184,0.29499072356215217,0.19177652708535153,1.5962456596335683
rank,Dx_to_Treatment,T_NK->Erythroid,0.43243243243243246,0.1428571428571428,0.16048237476808905,0.09597953286042661,1.4884125667175894
rank,Dx_to_Treatment,T_NK->Megakaryocyte,0.08108108108108109,0.1020408163265305,0.08627087198515766,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,T_NK->T_NK,0.7297297297297297,0.08163265306122447,0.22634508348794063,0.32542426209733005,0.25084992905909775
rank,Dx_to_Treatment,T_NK->B_Plasma,0.5945945945945946,0.1836734693877552,0.23840445269016702,0.21225292549397393,0.8653518860119074
rank,Dx_to_Treatment,B_Plasma->HSC_MPP,0.43243243243243246,0.1428571428571428,0.15955473098330242,0.125729103046975,1.1362297144820035
rank,Dx_to_Treatment,B_Plasma->LMPP_GMP,0.5945945945945946,0.20408163265306123,0.21521335807050093,0.1801874925391118,1.1326070959601313
rank,Dx_to_Treatment,B_Plasma->Mono_DC,0.7027027027027027,0.2857142857142857,0.2987012987012987,0.2255918303568281,1.266509896490309
rank,Dx_to_Treatment,B_Plasma->Erythroid,0.35135135135135137,0.08163265306122447,0.1085343228200371,0.08074658260040023,1.0109734732082625
rank,Dx_to_Treatment,B_Plasma->Megakaryocyte,0.05405405405405406,0.1020408163265305,0.08070500927643781,0.09175424041745467,1.1121100873624472
rank,Dx_to_Treatment,B_Plasma->T_NK,0.6216216216216216,0.37755102040816335,0.30797773654916516,0.28621742076534484,1.3191056623967634
rank,Dx_to_Treatment,B_Plasma->B_Plasma,0.6756756756756757,0.22448979591836737,0.2884972170686457,0.22923802876676608,0.979286888506489
mask,Dx_to_Relapse,HSC_MPP->HSC_MPP,0.8108108108108109,0.3181818181818181,0.2969639820834311,0.25484014060985155,1.2485545543193675
mask,Dx_to_Relapse,HSC_MPP->LMPP_GMP,0.8108108108108109,0.07664884135472372,0.11165437590774721,0.24227919695000333,0.3163657562004424
mask,Dx_to_Relapse,HSC_MPP->Mono_DC,0.7837837837837838,0.14875000000000005,0.21889563269312998,0.241810523334684,0.6151510610401303
mask,Dx_to_Relapse,HSC_MPP->Erythroid,0.5945945945945946,0.13043478260869568,0.21835773451792984,0.300772182111687,0.4336663772990176
mask,Dx_to_Relapse,HSC_MPP->Megakaryocyte,0.05405405405405406,0.0,0.0018552875695732858,0.0,
mask,Dx_to_Relapse,HSC_MPP->T_NK,0.7837837837837838,0.20375,0.23140652170558004,0.23709883189362185,0.859346283457928
mask,Dx_to_Relapse,HSC_MPP->B_Plasma,0.5405405405405406,0.057040998217468886,0.22999768226849968,0.4457925561189727,0.12795412896541467
mask,Dx_to_Relapse,LMPP_GMP->HSC_MPP,0.8108108108108109,0.16249999999999998,0.18307392965570465,0.28028976576152315,0.579757165084146
mask,Dx_to_Relapse,LMPP_GMP->LMPP_GMP,0.9459459459459459,0.125,0.16990097536199775,0.2057466154139055,0.6075434084227069
mask,Dx_to_Relapse,LMPP_GMP->Mono_DC,0.972972972972973,0.25,0.23804268665185563,0.23555294871773183,1.061332500233654
mask,Dx_to_Relapse,LMPP_GMP->Erythroid,0.6486486486486487,0.02941176470588236,0.1437813159459496,0.24417205820826618,0.12045507959307793
mask,Dx_to_Relapse,LMPP_GMP->Megakaryocyte,0.08108108108108109,0.0,0.02226345083487941,0.0,
mask,Dx_to_Relapse,LMPP_GMP->T_NK,0.918918918918919,0.18894830659536543,0.297210170210137,0.21982487180179383,0.8595401650716376
mask,Dx_to_Relapse,LMPP_GMP->B_Plasma,0.7567567567567568,0.026249999999999996,0.19558783155135331,0.45801743086343183,0.057312229254058725
mask,Dx_to_Relapse,Mono_DC->HSC_MPP,0.7567567567567568,0.11051693404634588,0.13587371731540862,0.15807970329948118,0.6991215933456816
mask,Dx_to_Relapse,Mono_DC->LMPP_GMP,0.9459459459459459,0.07336956521739135,0.14729137846299137,0.1183862885492757,0.6197471524487642
mask,Dx_to_Relapse,Mono_DC->Mono_DC,0.9459459459459459,0.11111111111111116,0.18204777131837285,0.15084101982462156,0.7366107126582464
mask,Dx_to_Relapse,Mono_DC->Erythroid,0.5675675675675675,0.02777777777777779,0.10028019130756864,0.3335781948843638,0.08327216288045167
mask,Dx_to_Relapse,Mono_DC->Megakaryocyte,0.08108108108108109,0.0,0.055658627087198514,0.0,
mask,Dx_to_Relapse,Mono_DC->T_NK,0.8648648648648649,0.2256235827664399,0.28937222948827396,0.225282612147336,1.0015135239060569
mask,Dx_to_Relapse,Mono_DC->B_Plasma,0.6756756756756757,0.17647058823529405,0.26641278687783654,0.34468110536545515,0.5119821930714407
mask,Dx_to_Relapse,Erythroid->HSC_MPP,0.5405405405405406,0.09353741496598644,0.2830421391217884,0.3420714937644471,0.2734440509398219
mask,Dx_to_Relapse,Erythroid->LMPP_GMP,0.6486486486486487,0.08823529411764708,0.25336237294654357,0.40029893977215075,0.22042350191551946
mask,Dx_to_Relapse,Erythroid->Mono_DC,0.6486486486486487,0.2222222222222222,0.2871074207021412,0.3429560827913498,0.6479611628799115
mask,Dx_to_Relapse,Erythroid->Erythroid,0.43243243243243246,0.05714285714285716,0.185963082202578,0.36376060516416137,0.15708918539177485
mask,Dx_to_Relapse,Erythroid->Megakaryocyte,0.05405405405405406,0.0,0.016697588126159554,0.0,
mask,Dx_to_Relapse,Erythroid->T_NK,0.5405405405405406,0.2114285714285714,0.28888004908515086,0.35754331072597795,0.5913369515969236
mask,Dx_to_Relapse,Erythroid->B_Plasma,0.5675675675675675,0.04251700680272108,0.35458456109716613,0.45620618199427276,0.09319691069695947
mask,Dx_to_Relapse,Megakaryocyte->HSC_MPP,0.05405405405405406,0.0,0.024118738404452698,0.0,
mask,Dx_to_Relapse,Megakaryocyte->LMPP_GMP,0.08108108108108109,0.0,0.0037105751391465717,0.0,
mask,Dx_to_Relapse,Megakaryocyte->Mono_DC,0.08108108108108109,0.0,0.0463821892393321,0.0,
mask,Dx_to_Relapse,Megakaryocyte->Erythroid,0.08108108108108109,0.0,0.011131725417439705,0.0,
mask,Dx_to_Relapse,Megakaryocyte->Megakaryocyte,0.08108108108108109,0.0,0.029684601113172535,0.0,
mask,Dx_to_Relapse,Megakaryocyte->T_NK,0.05405405405405406,0.0,0.06864564007421149,0.0,
mask,Dx_to_Relapse,Megakaryocyte->B_Plasma,0.05405405405405406,0.0,0.07235621521335807,0.0,
mask,Dx_to_Relapse,T_NK->HSC_MPP,0.7567567567567568,0.1158645276292336,0.14828007098156065,0.34927239004591115,0.3317311385935872
mask,Dx_to_Relapse,T_NK->LMPP_GMP,0.8378378378378378,0.1470588235294117,0.22218846851233007,0.33136874525020227,0.4437920764626546
mask,Dx_to_Relapse,T_NK->Mono_DC,0.918918918918919,0.1875,0.23284263238173464,0.2393800589729576,0.7832732634641951
mask,Dx_to_Relapse,T_NK->Erythroid,0.43243243243243246,0.0,0.011433322640350897,0.26352515906496454,0.0
mask,Dx_to_Relapse,T_NK->Megakaryocyte,0.08108108108108109,0.0,0.020408163265306124,0.0,
mask,Dx_to_Relapse,T_NK->T_NK,0.7297297297297297,0.31375,0.4182349967774869,0.1835920773159645,1.7089517401125751
mask,Dx_to_Relapse,T_NK->B_Plasma,0.5945945945945946,0.125,0.28165879299378155,0.4720824716368967,0.26478424324160044
mask,Dx_to_Relapse,B_Plasma->HSC_MPP,0.43243243243243246,0.20181405895691606,0.23164015192854,0.33321467052841197,0.6056577840251729
mask,Dx_to_Relapse,B_Plasma->LMPP_GMP,0.5945945945945946,0.05258467023172897,0.26835979570891716,0.33282178973611476,0.15799647695369318
mask,Dx_to_Relapse,B_Plasma->Mono_DC,0.7027027027027027,0.2647058823529411,0.28435014226076105,0.28398566696402505,0.9321100081662703
mask,Dx_to_Relapse,B_Plasma->Erythroid,0.35135135135135137,0.02777777777777779,0.19564861757375127,0.3877671085330464,0.07163520877998993
mask,Dx_to_Relapse,B_Plasma->Megakaryocyte,0.05405405405405406,0.0,0.08534322820037106,0.0,
mask,Dx_to_Relapse,B_Plasma->T_NK,0.6216216216216216,0.19444444444444442,0.2649871959803205,0.3440337648445399,0.5651900025926493
mask,Dx_to_Relapse,B_Plasma->B_Plasma,0.6756756756756757,0.17290552584670227,0.3180438111883872,0.4388027793527847,0.3940392677132321
mask,Dx_to_Treatment,HSC_MPP->HSC_MPP,0.8108108108108109,0.38648648648648654,0.3789190328926399,0.3178930041973728,1.215775375310007
mask,Dx_to_Treatment,HSC_MPP->LMPP_GMP,0.8108108108108109,0.2222222222222222,0.30167348027820323,0.2804467297030103,0.7923865700183162
mask,Dx_to_Treatment,HSC_MPP->Mono_DC,0.7837837837837838,0.4444444444444444,0.38151173792939497,0.2652015238356678,1.675874399273228
mask,Dx_to_Treatment,HSC_MPP->Erythroid,0.5945945945945946,0.1428571428571428,0.24608556295545025,0.33986112770884197,0.4203397541231255
mask,Dx_to_Treatment,HSC_MPP->Megakaryocyte,0.05405405405405406,0.0,0.019656019656019656,0.0,
