alpha,status,n_global,n_strat,mean_healthy,mean_aml,beta_global,p_global,beta_strat,p_strat
0.0,ok,138,72,0.0999664385569955,0.22307068793982932,0.10878603261881449,9.999000099990002e-05,0.11405011709014522,9.999000099990002e-05
0.25,ok,138,72,0.0893695234055013,0.18153319656943998,0.082909469074181,9.999000099990002e-05,0.08659812138482531,9.999000099990002e-05
0.5,ok,138,72,0.08073555688313612,0.13990138675493546,0.05530660846264095,9.999000099990002e-05,0.05953869811526578,0.00019998000199980003
0.75,ok,138,72,0.07133327169845394,0.09869543066187773,0.0286881710669332,0.004399560043995601,0.03154079640969026,0.019998000199980003
1.0,ok,138,72,0.053915393504821656,0.04448303696896644,-0.005276148053994276,0.5406459354064593,-0.0014999851546930285,0.9644035596440356
