alpha,status,n_global,n_strat,mean_healthy,mean_aml,beta_global,p_global,beta_strat,p_strat
0.0,ok,138,72,0.07776764967156101,0.1653160404560051,0.0723801726555024,0.013798620137986202,0.09444396494763678,0.0008999100089991
0.25,ok,138,72,0.08555516377721145,0.1514408367711872,0.05398848690832828,0.0112988701129887,0.07100268677792475,0.0007999200079992001
0.5,ok,138,72,0.088260842243038,0.13075884436673446,0.03367623931315346,0.019098090190980903,0.045674937149091946,0.000999900009999
0.75,ok,138,72,0.08298002414029493,0.1025743533169417,0.014109047551246246,0.059194080591940805,0.02129251767983869,0.0036996300369963003
1.0,ok,138,72,0.06066056861401019,0.06010925316711605,-0.0035844316748619575,0.49055094490550943,-0.0024648059315712117,0.6974302569743026
