alpha,status,n_global,n_strat,mean_healthy,mean_aml,beta_global,p_global,beta_strat,p_strat
0.0,ok,138,72,0.11611325361366479,0.3336515715998465,0.15799487495006398,0.0010998900109989002,0.12199601558799161,0.0160983901609839
0.25,ok,138,72,0.10688374017166749,0.2734225175142734,0.12460358483409127,0.0005999400059994001,0.09299315195576448,0.0182981701829817
0.5,ok,138,72,0.0946429168190607,0.20977023500971173,0.09032221910451699,0.0004999500049995,0.06393508381785007,0.015498450154984501
0.75,ok,138,72,0.07991675421466364,0.14404761753950918,0.05525377212506393,0.00039996000399960006,0.033890040917799,0.023397660233976603
1.0,ok,138,72,0.05901439628081466,0.07307513500299077,0.02125072208198889,0.0170982901709829,0.007356569613026686,0.38946105389461055
