mode,k,delta,planted,frac_cells_moved,mean_abs_dC,edge_min_p,edge_min_q,planted_edges_sig,any_edges_sig,omni_healthy,omni_aml,omni_beta,omni_p
add,1,0.0,B_Plasma->Erythroid,0.0,0.0,0.7566216891554223,0.823876950413682,0,0,0.055859413367618016,0.06056750523608969,0.01602953824134121,0.5237381309345327
add,1,0.25,B_Plasma->Erythroid,1.0,0.48207335653574446,0.0004997501249375312,0.02448775612193903,1,1,0.055859413367618016,0.059711243050300636,0.014069672285892381,0.5742128935532234
add,1,0.5,B_Plasma->Erythroid,1.0,0.5697364531108572,0.0004997501249375312,0.02448775612193903,1,1,0.055859413367618016,0.05971631471424925,0.01406328781217023,0.5657171414292853
add,1,1.0,B_Plasma->Erythroid,1.0,0.6620124884727872,0.0004997501249375312,0.02448775612193903,1,1,0.055859413367618016,0.05978058242621843,0.0141647405332003,0.5707146426786607
add,1,2.0,B_Plasma->Erythroid,1.0,0.7549629257137552,0.0004997501249375312,0.02448775612193903,1,1,0.055859413367618016,0.06011697889456527,0.014430292245660859,0.5797101449275363
add,1,4.0,B_Plasma->Erythroid,1.0,0.80118390169499,0.0004997501249375312,0.02448775612193903,1,2,0.055859413367618016,0.05835789576423331,0.013209423529474382,0.6091954022988506
add,3,0.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.0,0.0,0.1054472763618191,0.77352500220478,0,0,0.055859413367618016,0.06056750523608969,0.01602953824134121,0.5237381309345327
add,3,0.25,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.9623188405797102,0.39754694279754554,0.0004997501249375312,0.012243878060969516,2,2,0.055859413367618016,0.05970834336775533,0.01400109839995757,0.584207896051974
add,3,0.5,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.9623188405797102,0.4663975299326741,0.0004997501249375312,0.012243878060969516,2,2,0.055859413367618016,0.05986802759225572,0.014119109782990297,0.5757121439280359
add,3,1.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.9623188405797102,0.5351690333350159,0.0004997501249375312,0.008162585373979677,3,3,0.055859413367618016,0.0599948104281792,0.014383261066183893,0.5592203898050975
add,3,2.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.9623188405797102,0.5945025863671612,0.0004997501249375312,0.008162585373979677,3,4,0.055859413367618016,0.059606449312260806,0.014382429886534667,0.5727136431784108
add,3,4.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.9623188405797102,0.6310227901231698,0.0004997501249375312,0.008162585373979677,3,6,0.055859413367618016,0.06115943119039071,0.015826425084318977,0.5222388805597201
add,6,0.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.0,0.0,0.1054472763618191,0.77352500220478,0,0,0.055859413367618016,0.06056750523608969,0.01602953824134121,0.5237381309345327
add,6,0.25,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.9768115942028985,0.4037341672882851,0.0004997501249375312,0.006121939030484758,5,6,0.055859413367618016,0.057604883367425266,0.010995765304367995,0.6516741629185407
add,6,0.5,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.9768115942028985,0.4747174027338409,0.0004997501249375312,0.006121939030484758,5,5,0.055859413367618016,0.057745269519877074,0.011092978349334905,0.6561719140429785
add,6,1.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.9768115942028985,0.544976046017761,0.0004997501249375312,0.004897551224387806,6,7,0.055859413367618016,0.05796503309445227,0.011301330573396115,0.6541729135432284
add,6,2.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.9768115942028985,0.6025595360538665,0.0004997501249375312,0.0034982508745627187,6,8,0.055859413367618016,0.0576921698755276,0.011458399545421445,0.6376811594202898
