alpha,status,n_global,n_strat,mean_healthy,mean_aml,beta_global,p_global,beta_strat,p_strat
0.0,ok,138,72,0.0953161840935166,0.19544619572811625,0.0621264847075324,0.0766923307669233,0.07566378200870356,0.020497950204979503
0.25,ok,138,72,0.08137423126747124,0.15899652169273787,0.0489774615270336,0.06269373062693731,0.05870198275382304,0.018598140185981403
0.5,ok,138,72,0.06682893154870066,0.12116894490596448,0.03512297695900364,0.0451954804519548,0.041117456351233206,0.0150984901509849
0.75,ok,138,72,0.050989909663366924,0.08127192690417372,0.0205571843591377,0.03189681031896811,0.023153369751304092,0.016998300169983
1.0,ok,138,72,0.029838142595878584,0.03158129829130556,0.0018085409292162601,0.6139386061393861,0.0021161291210996147,0.672032796720328
