alpha,status,n_global,n_strat,mean_healthy,mean_aml,beta_global,p_global,beta_strat,p_strat
0.0,ok,141,60,0.11733107114593626,0.1856109266371031,0.08059099308876867,0.001999800019998,0.10683793017370143,9.999000099990002e-05
0.25,ok,141,60,0.10253717481660125,0.15486298748876617,0.06103355391197859,0.0008999100089991,0.07956188828820837,0.00019998000199980003
0.5,ok,141,60,0.08283762611960344,0.12038785135727875,0.04303321801004099,0.0006999300069993001,0.05504529660183868,0.00019998000199980003
0.75,ok,141,60,0.06331343900949223,0.0838487144911928,0.023361535787782654,0.0014998500149985001,0.03198951497807794,0.0004999500049995
1.0,ok,141,60,0.027437681684946782,0.03348872481510576,0.0065852380220208315,0.0231976802319768,0.013455039113483945,0.006399360063993601
