mode,k,delta,planted,frac_cells_moved,mean_abs_dC,edge_min_p,edge_min_q,planted_edges_sig,any_edges_sig,omni_healthy,omni_aml,omni_beta,omni_p
mult,1,0.0,B_Plasma->Erythroid,0.0,0.0,0.3803098450774613,0.5823494502748626,0,0,0.491358628261324,0.4501812718718917,-0.04024461398423531,0.7351324337831084
mult,1,0.25,B_Plasma->Erythroid,0.3217391304347826,0.017985241830676835,0.3568215892053973,0.5782270155244958,0,0,0.491358628261324,0.4497129784934445,-0.040341727081681815,0.7211394302848576
mult,1,0.5,B_Plasma->Erythroid,0.3217391304347826,0.03377264812264529,0.35282358820589704,0.5550558054306179,0,0,0.491358628261324,0.449324112079396,-0.040413858969946266,0.7341329335332334
mult,1,1.0,B_Plasma->Erythroid,0.3217391304347826,0.060471935922886876,0.30684657671164417,0.545727136431784,0,0,0.491358628261324,0.4487587045437267,-0.04047152710555478,0.735632183908046
mult,1,2.0,B_Plasma->Erythroid,0.3217391304347826,0.10105912427174751,0.2658670664667666,0.5362818590704648,0,0,0.491358628261324,0.44793875477601924,-0.040416340185811556,0.7301349325337332
mult,1,4.0,B_Plasma->Erythroid,0.3217391304347826,0.1549235903668199,0.2048975512243878,0.528935532233883,0,0,0.491358628261324,0.4470010201367904,-0.04009476703783525,0.7426286856571714
mult,3,0.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.0,0.0,0.3803098450774613,0.5823494502748626,0,0,0.491358628261324,0.4501812718718917,-0.04024461398423531,0.7351324337831084
mult,3,0.25,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.7942028985507247,0.025634188274361258,0.3728135932033983,0.5908658573938836,0,0,0.491358628261324,0.4516702027373591,-0.03889896756149776,0.7406296851574213
mult,3,0.5,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.8,0.048933653261259924,0.3683158420789605,0.6251580092306788,0,0,0.491358628261324,0.45348855959069984,-0.03709663631713565,0.7576211894052973
mult,3,1.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.8,0.08999608765954191,0.2818590704647676,0.5788905547226387,0,0,0.491358628261324,0.4574362496328541,-0.0334211436894516,0.7691154422788605
mult,3,2.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.7913043478260869,0.15623780804119553,0.11694152923538231,0.5422288855572214,0,0,0.491358628261324,0.4661313193961004,-0.025861913008693845,0.8465767116441779
mult,3,4.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.7942028985507247,0.2505969428126124,0.022988505747126436,0.37547892720306514,0,0,0.491358628261324,0.48545063844809444,-0.008268346501252188,0.9610194902548725
mult,6,0.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.0,0.0,0.22038980509745126,0.5734874498234753,0,0,0.491358628261324,0.4501812718718917,-0.04024461398423531,0.7351324337831084
mult,6,0.25,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.8579710144927536,0.02679752158121881,0.25787106446776614,0.568320006663335,0,0,0.491358628261324,0.45152232796371095,-0.03838305576461481,0.7606196901549226
mult,6,0.5,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.8536231884057971,0.04994459573940553,0.23438280859570215,0.5583208395802098,0,0,0.491358628261324,0.4534830220232286,-0.035571364569716775,0.7591204397801099
mult,6,1.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.8579710144927536,0.08853887871497816,0.22138930534732634,0.5465667166416792,0,0,0.491358628261324,0.4571088215212295,-0.03104382502754463,0.7961019490254873
mult,6,2.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.863768115942029,0.1465436998065582,0.1344327836081959,0.4705147426286857,0,0,0.491358628261324,0.4650740294978018,-0.02316688207971555,0.8470764617691154
mult,6,4.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.8608695652173913,0.22352233575391284,0.04247876061969016,0.26392359375867624,0,0,0.491358628261324,0.48242477876731127,-0.004882374008183009,0.9660169915042479
add,1,0.0,B_Plasma->Erythroid,0.0,0.0,0.3803098450774613,0.5823494502748626,0,0,0.491358628261324,0.4501812718718917,-0.04024461398423531,0.7351324337831084
add,1,0.25,B_Plasma->Erythroid,1.0,0.8166315079874351,0.0004997501249375312,0.02448775612193903,1,3,0.491358628261324,0.4386420698503653,-0.05290886150456257,0.6326836581709145
add,1,0.5,B_Plasma->Erythroid,1.0,1.0330526151545534,0.0004997501249375312,0.012243878060969516,1,5,0.491358628261324,0.42836766155385514,-0.06646624230476479,0.5352323838080959
add,1,1.0,B_Plasma->Erythroid,1.0,1.2591545621560993,0.0004997501249375312,0.004897551224387806,1,8,0.491358628261324,0.41905884190262577,-0.078761021496361,0.47226386806596704
add,1,2.0,B_Plasma->Erythroid,1.0,1.4683320687163692,0.0004997501249375312,0.0034982508745627187,1,8,0.491358628261324,0.4115867704595021,-0.08589075034767782,0.41379310344827586
add,1,4.0,B_Plasma->Erythroid,1.0,1.6381322485321823,0.0004997501249375312,0.0034982508745627187,1,9,0.491358628261324,0.4066255533028493,-0.08960280011585782,0.3873063468265867
add,3,0.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,0.0,0.0,0.3803098450774613,0.5823494502748626,0,0,0.491358628261324,0.4501812718718917,-0.04024461398423531,0.7351324337831084
add,3,0.25,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,1.0,0.6882438703583155,0.0004997501249375312,0.012243878060969516,3,5,0.491358628261324,0.44890152498686214,-0.039049330419177346,0.767616191904048
add,3,0.5,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,1.0,0.7780781661504638,0.0004997501249375312,0.008162585373979677,3,8,0.491358628261324,0.4398584949610702,-0.051407897534733585,0.6606696651674163
add,3,1.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,1.0,0.8818259325095662,0.0004997501249375312,0.004897551224387806,3,12,0.491358628261324,0.43260623036613405,-0.060058211646132446,0.607696151924038
add,3,2.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,1.0,0.995616443133486,0.0004997501249375312,0.0034982508745627187,3,19,0.491358628261324,0.43151764206827853,-0.05842438096117447,0.6051974012993503
add,3,4.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP,1.0,1.116087687749233,0.0004997501249375312,0.002448775612193903,3,20,0.491358628261324,0.43863599866044295,-0.04532111456378797,0.6861569215392304
add,6,0.0,B_Plasma->Erythroid;HSC_MPP->HSC_MPP;Megakaryocyte->HSC_MPP;T_NK->Erythroid;B_Plasma->Mono_DC;Megakaryocyte->T_NK,0.0,0.0,0.22038980509745126,0.5734874498234753,0,0,0.491358628261324,0.4501812718718917,-0.04024461398423531,0.7351324337831084
