alpha,status,n_global,n_strat,mean_healthy,mean_aml,beta_global,p_global,beta_strat,p_strat
0.0,ok,138,72,0.11611325361366479,0.3336515715998465,0.15799487495006398,0.0010998900109989002,0.12199601558799161,0.0160983901609839
0.25,ok,138,72,0.10289895272320919,0.2686681534579398,0.12184273335339753,0.0006999300069993001,0.09711123538051347,0.0187981201879812
0.5,ok,138,72,0.08972239009614302,0.20300915536832137,0.08470586256046173,0.0015998400159984002,0.07092280234713598,0.0192980701929807
0.75,ok,138,72,0.07562374589104692,0.1352399558064896,0.04643919899899898,0.0156984301569843,0.043968317231595055,0.05909409059094091
1.0,ok,138,72,0.05607980312058338,0.06067444864289352,0.006037463892166522,0.7371262873712628,0.015815159420375632,0.5235476452354765
