alpha,status,n_global,n_strat,mean_healthy,mean_aml,beta_global,p_global,beta_strat,p_strat
0.0,ok,138,72,0.07776764967156101,0.1653160404560051,0.0723801726555024,0.013798620137986202,0.09444396494763678,0.0008999100089991
0.25,ok,138,72,0.09671161492750659,0.16202546989746663,0.05326001178485034,0.011898810118988102,0.06948771946799429,0.0010998900109989002
0.5,ok,138,72,0.10615578968255349,0.14756067678897067,0.033565440819825335,0.025197480251974803,0.04425058931232645,0.0016998300169983002
0.75,ok,138,72,0.10608559551224304,0.12196223962277421,0.012019804681378157,0.24817518248175183,0.017164037655171934,0.0766923307669233
1.0,ok,138,72,0.09350281751967673,0.0887572185718687,-0.005407388493532223,0.6032396760323968,-0.0067645509381761715,0.5741425857414258
