gene,stratum,level,n_cells,n_nonzero,mean_lognorm,sum_counts,pct_nonzero,dataset,sample
COL1A1,all,sample,4680,11,0.00273892493144118,30,0.235,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL1A2,all,sample,4680,9,0.00261603868079177,26,0.1923,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL3A1,all,sample,4680,8,0.00211300795220372,20,0.1709,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL4A1,all,sample,4680,7,0.00147061566983555,15,0.1496,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL5A1,all,sample,4680,9,0.00115540720204574,11,0.1923,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL5A2,all,sample,4680,5,0.00113142219918338,10,0.1068,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL6A1,all,sample,4680,175,0.0275444875882311,265,3.7393,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL6A2,all,sample,4680,113,0.0182442352085154,216,2.4145,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL6A3,all,sample,4680,28,0.00609661036940609,78,0.5983,GSE185381,GSM5613786_2021-03-09-AMLMS3730
COL11A1,all,sample,4680,2,0.000437577272964093,4,0.0427,GSE185381,GSM5613786_2021-03-09-AMLMS3730
FN1,all,sample,4680,355,0.0979718525201402,1186,7.5855,GSE185381,GSM5613786_2021-03-09-AMLMS3730
LUM,all,sample,4680,9,0.00356694800189299,63,0.1923,GSE185381,GSM5613786_2021-03-09-AMLMS3730
DCN,all,sample,4680,12,0.0055858980421135,102,0.2564,GSE185381,GSM5613786_2021-03-09-AMLMS3730
POSTN,all,sample,4680,0,0,0,0,GSE185381,GSM5613786_2021-03-09-AMLMS3730
SPARC,all,sample,4680,1579,0.290867503261978,2673,33.7393,GSE185381,GSM5613786_2021-03-09-AMLMS3730
BGN,all,sample,4680,5,0.00155979587016989,19,0.1068,GSE185381,GSM5613786_2021-03-09-AMLMS3730
VCAN,all,sample,4680,3036,1.34748191444316,24140,64.8718,GSE185381,GSM5613786_2021-03-09-AMLMS3730
ELN,all,sample,4680,3,0.000375411609896252,3,0.0641,GSE185381,GSM5613786_2021-03-09-AMLMS3730
FBN1,all,sample,4680,31,0.00523440034072161,44,0.6624,GSE185381,GSM5613786_2021-03-09-AMLMS3730
MGP,all,sample,4680,28,0.00635921018720172,138,0.5983,GSE185381,GSM5613786_2021-03-09-AMLMS3730
OGN,all,sample,4680,4,0.000556561429659992,4,0.0855,GSE185381,GSM5613786_2021-03-09-AMLMS3730
ASPN,all,sample,4680,0,0,0,0,GSE185381,GSM5613786_2021-03-09-AMLMS3730
TNC,all,sample,4680,13,0.00401226075635529,60,0.2778,GSE185381,GSM5613786_2021-03-09-AMLMS3730
LTBP1,all,sample,4680,7,0.0010282016051691,7,0.1496,GSE185381,GSM5613786_2021-03-09-AMLMS3730
LTBP2,all,sample,4680,9,0.00202162676469509,18,0.1923,GSE185381,GSM5613786_2021-03-09-AMLMS3730
LOX,all,sample,4680,11,0.00286492951890204,26,0.235,GSE185381,GSM5613786_2021-03-09-AMLMS3730
LOXL1,all,sample,4680,6,0.000861823842590225,6,0.1282,GSE185381,GSM5613786_2021-03-09-AMLMS3730
LOXL2,all,sample,4680,8,0.0017390145216669,15,0.1709,GSE185381,GSM5613786_2021-03-09-AMLMS3730
PLOD1,all,sample,4680,597,0.0959858604984248,676,12.7564,GSE185381,GSM5613786_2021-03-09-AMLMS3730
PLOD2,all,sample,4680,6,0.00164200743005798,20,0.1282,GSE185381,GSM5613786_2021-03-09-AMLMS3730
SERPINH1,all,sample,4680,39,0.00591645249081796,44,0.8333,GSE185381,GSM5613786_2021-03-09-AMLMS3730
SERPINE1,all,sample,4680,132,0.0212901506911441,173,2.8205,GSE185381,GSM5613786_2021-03-09-AMLMS3730
TIMP1,all,sample,4680,4028,1.49419517975057,22967,86.0684,GSE185381,GSM5613786_2021-03-09-AMLMS3730
TIMP2,all,sample,4680,2986,0.724411603915365,6364,63.8034,GSE185381,GSM5613786_2021-03-09-AMLMS3730
TIMP3,all,sample,4680,11,0.00476218042596996,132,0.235,GSE185381,GSM5613786_2021-03-09-AMLMS3730
