dataset,sample,timepoint,hierarchy_bin,has_graph,n_cells,n_evaluable,n_malignant,frac_malignant,n_vg_eval,n_vg_mal,frac_malignant_vg,mean_cnv_burden,mean_stemness,mean_stemness_normal,mean_stemness_malignant,mean_cytotrace,mean_cytotrace_normal,mean_cytotrace_malignant,stemness_sig,stemness_available,vg_available,cytotrace_available,burden_available,n_vg_scored,n_vg_pos
GSE185381,AML0048,Diagnosis,Megakaryocyte,TRUE,25,25,3,0.12,,,,0.000762737539068959,0.100483931869911,0.106881957551845,0.0535650768690635,0.331971252125858,0.358612996114096,0.136598462878781,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0048,Diagnosis,Mono_DC,TRUE,2477,2477,1236,0.498990714574082,,,,0.00122506995982198,0.0440461591226816,0.0434660996602996,0.0446285651039245,0.0738852675012239,0.0786181328545139,0.0691332562524918,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0048,Diagnosis,T_NK,TRUE,401,401,53,0.13216957605985,,,,0.000842609169503281,0.0155687603890579,0.0131453200500912,0.0314811611052923,0.126672575551947,0.127255672875063,0.122843936524698,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML005,Diagnosis,B_Plasma,TRUE,395,395,9,0.0227848101265823,,,,0.000811042760706803,0.0290181986609316,0.028808581555628,0.0380084433995081,0.168897894164165,0.168181646919202,0.199616942670341,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML005,Diagnosis,Erythroid,TRUE,172,172,2,0.0116279069767442,,,,0.000675634474391775,0.0186881416206684,0.0184419352734774,0.039615681131905,0.398067505873726,0.398182070952387,0.388329474187573,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML005,Diagnosis,HSC_MPP,TRUE,263,263,5,0.0190114068441065,263,200,0.760456273764259,0.000558578489773284,0.0188697439401023,0.0184663148886518,0.039686682994949,0.406753671856049,0.407099447751066,0.388911635673158,LSC17,TRUE,TRUE,TRUE,TRUE,263,263
GSE185381,AML005,Diagnosis,LMPP_GMP,TRUE,1875,1875,61,0.0325333333333333,,,,0.000541475580692667,-0.000297244847010198,-1.37657123423252e-05,-0.00872726370418268,0.40577177343744,0.411720738023542,0.228863220008104,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML005,Diagnosis,Megakaryocyte,TRUE,1,1,0,0,,,,0.000465574327710422,-0.00887300082128735,-0.00887300082128735,,0.411858774837684,0.411858774837684,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML005,Diagnosis,Mono_DC,TRUE,318,318,23,0.0723270440251572,,,,0.000835351344939113,-0.00602134181726126,-0.00605540825374996,-0.00558440274055841,0.287412614725717,0.291825507159722,0.23081247263739,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML005,Diagnosis,T_NK,TRUE,298,298,21,0.0704697986577181,,,,0.00112534135423954,0.0252288906318372,0.0239388107338907,0.0422456588095126,0.0562610681822216,0.0572765968286932,0.0428657617501908,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML006,Diagnosis,B_Plasma,TRUE,1061,1061,0,0,,,,0.000564475771250907,0.0307183814603658,0.0307183814603658,,0.0599774010074696,0.0599774010074696,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML006,Diagnosis,Erythroid,TRUE,189,189,7,0.037037037037037,,,,0.00026820930844562,-0.00014268539305532,-9.18678948286642e-05,-0.00146394034694837,0.411890549665973,0.413367734049227,0.373483755701387,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML006,Diagnosis,HSC_MPP,TRUE,16,16,0,0,16,7,0.4375,0.000210739832005485,0.0180720993955125,0.0180720993955125,,0.402986355016981,0.402986355016981,,LSC17,TRUE,TRUE,TRUE,TRUE,16,16
GSE185381,AML006,Diagnosis,LMPP_GMP,TRUE,92,92,9,0.0978260869565217,,,,0.000654826298378831,-0.00105325274166036,-0.00021245502455988,-0.00880727613269809,0.223396483692858,0.226397417882945,0.195721201717616,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML006,Diagnosis,Megakaryocyte,TRUE,20,20,4,0.2,,,,0.00087713448761968,0.0797510318101671,0.0950348164209595,0.0186158933669979,0.393357036875361,0.400729429208173,0.363867467544112,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML006,Diagnosis,Mono_DC,TRUE,518,518,20,0.0386100386100386,,,,0.000483407451164687,-0.00119259265458992,-0.00120717903975927,-0.000829391663872945,0.242103612658062,0.244717541860941,0.177016775506377,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML006,Diagnosis,T_NK,TRUE,633,633,13,0.0205371248025276,,,,0.000687985685352608,0.0112979633991835,0.0107630011367182,0.0368115482244488,0.083163478304604,0.0829567342670687,0.0930235785562872,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML009,Diagnosis,B_Plasma,TRUE,282,282,38,0.134751773049645,,,,0.000897900604955555,0.109244189415501,0.0907641700168624,0.22790536660676,0.146840709759173,0.131082740403536,0.248023460358527,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML009,Diagnosis,Erythroid,TRUE,30,30,4,0.133333333333333,,,,0.000774895699502632,0.0626103362189412,0.0623252463852666,0.0644634201378261,0.41588360155831,0.432178242163581,0.30996843762405,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML009,Diagnosis,HSC_MPP,TRUE,202,202,49,0.242574257425743,202,0,0,0.000931037950267899,0.200686431269768,0.19334429740534,0.223611869662779,0.388068515068304,0.424054803164288,0.275703166523704,LSC17,TRUE,TRUE,TRUE,TRUE,202,202
GSE185381,AML009,Diagnosis,LMPP_GMP,TRUE,384,384,45,0.1171875,,,,0.000733933607740756,0.194461994547339,0.192418137138845,0.209859053691325,0.450900737565822,0.461080147754929,0.37421584747455,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML009,Diagnosis,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML009,Diagnosis,Mono_DC,TRUE,95,95,15,0.157894736842105,,,,0.000815779219471979,0.074485263125752,0.065152853437605,0.12425811479587,0.270924745867872,0.276223783940195,0.242663209482151,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML009,Diagnosis,T_NK,TRUE,96,96,8,0.0833333333333333,,,,0.000872448659973399,0.0456778214201917,0.0361168073370704,0.150848976334527,0.0859432463460036,0.0823837222402233,0.125098011509587,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0114,Diagnosis,B_Plasma,TRUE,449,449,2,0.0044543429844098,,,,0.000602336823149605,0.011543050277002,0.0114327269790319,0.0362003073733144,0.0959036297383926,0.0947897048358806,0.344865845449804,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0114,Diagnosis,Erythroid,TRUE,821,821,9,0.0109622411693057,,,,0.000498104807301862,0.00938109881371436,0.00936040630243913,0.0112480231643234,0.412247103128052,0.413393372234405,0.308828157088142,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0114,Diagnosis,HSC_MPP,TRUE,427,427,0,0,427,50,0.117096018735363,0.00025799189327126,0.0642165307489743,0.0642165307489743,,0.53409881337207,0.53409881337207,,LSC17,TRUE,TRUE,TRUE,TRUE,427,427
GSE185381,AML0114,Diagnosis,LMPP_GMP,TRUE,900,900,8,0.00888888888888889,,,,0.000301672052879378,0.0349007226569277,0.0349103923505405,0.0338225518191025,0.465253500948861,0.465733835078406,0.411696245504585,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0114,Diagnosis,Megakaryocyte,TRUE,84,84,6,0.0714285714285714,,,,0.000702615826109629,0.0663998853288134,0.0719983820354478,-0.00638057185743357,0.439699298721983,0.439419413483549,0.443337806821616,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0114,Diagnosis,Mono_DC,TRUE,343,343,33,0.0962099125364431,,,,0.000792408311790258,0.00970152164995856,0.0102307840596208,0.00472966265010141,0.175202530383219,0.177145061581983,0.156954510031184,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0114,Diagnosis,T_NK,TRUE,1116,1116,134,0.120071684587814,,,,0.000913656607320616,0.00817604145888754,0.00790134405179923,0.0101891224571019,0.062517020790057,0.0624167088001669,0.0632521429846244,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML012,Diagnosis,B_Plasma,TRUE,322,322,1,0.0031055900621118,,,,0.000520038941222432,0.0240604880449038,0.0241354428363209,0,0.106576599336777,0.106699504430644,0.0671240642054038,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML012,Diagnosis,Erythroid,TRUE,6,6,0,0,,,,0.000232475111066895,-0.00709238998271821,-0.00709238998271821,,0.371212687644073,0.371212687644073,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML012,Diagnosis,HSC_MPP,TRUE,108,108,0,0,108,86,0.796296296296296,0.000213420041735484,0.0403640196755351,0.0403640196755351,,0.433732428663085,0.433732428663085,,LSC17,TRUE,TRUE,TRUE,TRUE,108,108
GSE185381,AML012,Diagnosis,LMPP_GMP,TRUE,416,416,2,0.00480769230769231,,,,0.000276318650869846,0.0117745697836079,0.0116209132489557,0.0435814724566069,0.434726313741216,0.435125727418987,0.352047682442708,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML012,Diagnosis,Megakaryocyte,TRUE,1,1,0,0,,,,0.000381680739070932,0.081608992526991,0.081608992526991,,0.453194380465394,0.453194380465394,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML012,Diagnosis,Mono_DC,TRUE,3261,3261,286,0.0877031585403251,,,,0.000775387012928337,0.0195492230228638,0.0197933832212261,0.0170094447357034,0.100335363370118,0.102281705697047,0.0800893199344047,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML012,Diagnosis,T_NK,TRUE,76,76,8,0.105263157894737,,,,0.000684307128242666,0.00273347236098241,0.00270187620644529,0.00300203967454788,0.119754595478807,0.119177688937418,0.124658301080605,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0160,Diagnosis,B_Plasma,TRUE,38,38,0,0,,,,0.000606064061067091,0.0281547818732917,0.0281547818732917,,0.0791902262776078,0.0791902262776078,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0160,Diagnosis,Erythroid,TRUE,8,8,0,0,,,,0.000205923252930803,0.0526976248947136,0.0526976248947136,,0.456481901355675,0.456481901355675,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0160,Diagnosis,HSC_MPP,TRUE,80,80,0,0,80,18,0.225,0.000187917495011131,0.123487450523845,0.123487450523845,,0.506606384006948,0.506606384006948,,LSC17,TRUE,TRUE,TRUE,TRUE,80,80
GSE185381,AML0160,Diagnosis,LMPP_GMP,TRUE,181,181,0,0,,,,0.000152083889991525,0.116879242570132,0.116879242570132,,0.498357741994116,0.498357741994116,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0160,Diagnosis,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0160,Diagnosis,Mono_DC,TRUE,1548,1548,5,0.00322997416020672,,,,0.000547610435106544,0.0122132017600506,0.0121039531601157,0.0459273196999635,0.1342876056429,0.134236323992462,0.150113122968045,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0160,Diagnosis,T_NK,TRUE,22,22,0,0,,,,0.000573196914603598,0.0282062640972936,0.0282062640972936,,0.0646951681329036,0.0646951681329036,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML022,Diagnosis,B_Plasma,TRUE,150,150,0,0,,,,0.000712939877826775,0.048562908007522,0.048562908007522,,0.089324396652488,0.089324396652488,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML022,Diagnosis,Erythroid,TRUE,8,8,0,0,,,,0.000501188817732515,0.0408277342728534,0.0408277342728534,,0.40052911098817,0.40052911098817,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML022,Diagnosis,HSC_MPP,TRUE,75,75,0,0,75,1,0.0133333333333333,0.000566413056623136,0.0270968102377021,0.0270968102377021,,0.396080314084117,0.396080314084117,,LSC17,TRUE,TRUE,TRUE,TRUE,75,75
GSE185381,AML022,Diagnosis,LMPP_GMP,TRUE,195,195,1,0.00512820512820513,,,,0.000354897523742599,0.0286866292925651,0.0286083295912027,0.0438767713568608,0.413997195238151,0.413952407681453,0.422685981237498,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML022,Diagnosis,Megakaryocyte,TRUE,10,10,3,0.3,,,,0.00104425364950028,0.0510044992354892,0.0537873065276643,0.0445112822204139,0.370932042621941,0.425459723056883,0.243700788273745,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML022,Diagnosis,Mono_DC,TRUE,143,143,11,0.0769230769230769,,,,0.000989011516730913,0.0036708050485247,0.00361663078751594,0.00432089618062984,0.305324308405849,0.312273529412351,0.221933656327835,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML022,Diagnosis,T_NK,TRUE,161,161,15,0.093167701863354,,,,0.00123112664581468,0.0224456287009296,0.0217559173344496,0.0291588193346686,0.0573593652271758,0.0465253748939271,0.162810204470797,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML025,Diagnosis,B_Plasma,TRUE,68,68,3,0.0441176470588235,,,,0.000923995223784915,0.0269642546990432,0.028195903193134,0.000278537327076164,0.0836411100897181,0.0743275143693018,0.285435684032071,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML025,Diagnosis,Erythroid,TRUE,55,55,0,0,,,,0.000597842657018948,0.0240927844097488,0.0240927844097488,,0.406892056795758,0.406892056795758,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML025,Diagnosis,HSC_MPP,TRUE,288,288,2,0.00694444444444444,288,70,0.243055555555556,0.000508952385462075,0.0730048979580283,0.0724125179339076,0.157715241407286,0.532362789902379,0.533902955393235,0.312119124709933,LSC17,TRUE,TRUE,TRUE,TRUE,288,288
GSE185381,AML025,Diagnosis,LMPP_GMP,TRUE,1914,1914,14,0.00731452455590387,,,,0.000479281634841679,0.0594671550306314,0.0597351648056819,0.0230943998452053,0.492421268789472,0.49349586286188,0.346583501819717,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML025,Diagnosis,Megakaryocyte,TRUE,1,1,0,0,,,,0.000163941422779032,0.110567767095294,0.110567767095294,,0.447441623129466,0.447441623129466,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML025,Diagnosis,Mono_DC,TRUE,407,407,12,0.0294840294840295,,,,0.000691715381379067,-0.000355434839241596,-0.000882471629749468,0.0169928595149759,0.335590276820597,0.341393469162386,0.144568528903364,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML025,Diagnosis,T_NK,TRUE,110,110,4,0.0363636363636364,,,,0.00114759727874394,0.00718764239735902,0.00777617036335757,-0.00840834870160248,0.0393255259391803,0.0389766808128429,0.0485699217871206,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML026,Diagnosis,B_Plasma,TRUE,63,63,5,0.0793650793650794,,,,0.00116388330845148,0.0055932044737541,0.00604225749638005,0.00038418941129298,0.101032124530873,0.0997751760875031,0.115612726473966,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML026,Diagnosis,Erythroid,TRUE,39,39,2,0.0512820512820513,,,,0.00067144044480637,0.0235661057888628,0.0222474681268162,0.0479609025367252,0.353688435198923,0.365648938614239,0.132419122015583,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML026,Diagnosis,HSC_MPP,TRUE,44,44,14,0.318181818181818,44,3,0.0681818181818182,0.00158920881616734,0.0205997739900742,0.0298526849066791,0.000772107740206534,0.197848240389558,0.234338591889652,0.119654630032215,LSC17,TRUE,TRUE,TRUE,TRUE,44,44
GSE185381,AML026,Diagnosis,LMPP_GMP,TRUE,47,47,0,0,,,,0.000723646080711036,-0.0094058376003822,-0.0094058376003822,,0.310706199250424,0.310706199250424,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML026,Diagnosis,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML026,Diagnosis,Mono_DC,TRUE,607,607,41,0.0675453047775947,,,,0.000916858776013307,-0.00368010183192463,-0.00322213041978308,-0.0100023413263665,0.20114714866142,0.208530395426223,0.0992223274692568,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML026,Diagnosis,T_NK,TRUE,55,55,4,0.0727272727272727,,,,0.00071901129216176,-0.00193207947930423,-0.000998851449167813,-0.0138307368635436,0.0538875066995108,0.0446537353543906,0.171618091349794,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML028,Diagnosis,B_Plasma,TRUE,445,445,10,0.0224719101123596,,,,0.000689335255821026,0.0256155230786075,0.0245582781626108,0.0716056769244648,0.0793648586011276,0.0766327365972039,0.198212165771812,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML028,Diagnosis,Erythroid,TRUE,5,5,0,0,,,,0.000187704315927118,0.0598276397274006,0.0598276397274006,,0.445168917568498,0.445168917568498,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML028,Diagnosis,HSC_MPP,TRUE,2,2,0,0,2,0,0,0.000286588890898151,0.114168535789044,0.114168535789044,,0.464291251702644,0.464291251702644,,LSC17,TRUE,TRUE,TRUE,TRUE,2,2
GSE185381,AML028,Diagnosis,LMPP_GMP,TRUE,38,38,3,0.0789473684210526,,,,0.000684924244284981,0.002314723727705,0.00466919157145571,-0.0251540677827199,0.451094356169345,0.452349729421246,0.436448334897157,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML028,Diagnosis,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML028,Diagnosis,Mono_DC,TRUE,3344,3344,520,0.155502392344498,,,,0.00102704203399666,-0.00205600557035177,-0.00209314377310196,-0.00185431656156996,0.338063190052976,0.342898103223045,0.311805892375529,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML028,Diagnosis,T_NK,TRUE,92,92,26,0.282608695652174,,,,0.00118627119286801,0.0201876650526074,0.0153106311308277,0.0325678280848172,0.073128661516855,0.0779915952159051,0.0607842913577277,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0361,Diagnosis,B_Plasma,TRUE,8,8,0,0,,,,0.000341247096379311,-0.00511460828138681,-0.00511460828138681,,0.124930105878046,0.124930105878046,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0361,Diagnosis,Erythroid,TRUE,15,15,0,0,,,,0.000553646332515393,0.0247475845880504,0.0247475845880504,,0.439734194769193,0.439734194769193,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0361,Diagnosis,HSC_MPP,TRUE,42,42,0,0,42,2,0.0476190476190476,0.000428559983186438,0.102127212464558,0.102127212464558,,0.517387805520254,0.517387805520254,,LSC17,TRUE,TRUE,TRUE,TRUE,42,42
GSE185381,AML0361,Diagnosis,LMPP_GMP,TRUE,92,92,2,0.0217391304347826,,,,0.000571223624744073,0.0443808617844573,0.0452407101597562,0.00568768489600875,0.443046892312157,0.44507690163551,0.351696472761256,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0361,Diagnosis,Megakaryocyte,TRUE,3,3,1,0.333333333333333,,,,0.00102330865404249,0.104764523480813,0.0442101602724368,0.225873249897566,0.214194120384228,0.113385932517216,0.415810496118252,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0361,Diagnosis,Mono_DC,TRUE,986,986,48,0.0486815415821501,,,,0.000931651112221295,0.00839110548182254,0.00828663375251016,0.0104326571921354,0.0985272670710873,0.0989553147216847,0.0901625025656616,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML0361,Diagnosis,T_NK,TRUE,19,19,6,0.315789473684211,,,,0.00127777376468096,0.00376781463157661,0.0036677915612972,0.00398453128384867,0.144729267988585,0.144225865493166,0.145819973395327,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML038,Diagnosis,B_Plasma,TRUE,32,32,0,0,,,,0.000832962459192176,0.0242155899499185,0.0242155899499185,,0.0734417206427118,0.0734417206427118,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML038,Diagnosis,Erythroid,TRUE,49,49,1,0.0204081632653061,,,,0.000687647647399243,0.0718728845019079,0.0736387978367262,-0.0128909555693714,0.453325163350708,0.452753861665908,0.480747644221098,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML038,Diagnosis,HSC_MPP,TRUE,119,119,0,0,119,17,0.142857142857143,0.000652954440951231,0.141863341442134,0.141863341442134,,0.481442272662869,0.481442272662869,,LSC17,TRUE,TRUE,TRUE,TRUE,119,119
GSE185381,AML038,Diagnosis,LMPP_GMP,TRUE,445,445,1,0.00224719101123596,,,,0.000427380240574301,0.0819390386297651,0.0821235860140663,0,0.466160214399683,0.466315178127443,0.397356319274171,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML038,Diagnosis,Megakaryocyte,TRUE,5,5,0,0,,,,0.000628952724965335,0.147537705933073,0.147537705933073,,0.457097873366829,0.457097873366829,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML038,Diagnosis,Mono_DC,TRUE,2156,2156,16,0.00742115027829314,,,,0.000727252927673271,-0.00897100720607551,-0.00901394364260962,-0.00322825881963791,0.386869357367017,0.387315297070142,0.32722492207401,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML038,Diagnosis,T_NK,TRUE,47,47,5,0.106382978723404,,,,0.00120460687729194,0.0034159219728173,0.00689841883378274,-0.0258370516592924,0.0456188837404767,0.0461794307665777,0.040910288721228,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML043,Diagnosis,B_Plasma,TRUE,248,248,2,0.00806451612903226,,,,0.00102560994929415,0.0256980577681076,0.0254047059434617,0.0617803321995545,0.0515874349940276,0.0504405800185133,0.192650596982277,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML043,Diagnosis,Erythroid,TRUE,22,22,0,0,,,,0.00018071529607211,0.0806170182276479,0.0806170182276479,,0.450211929874069,0.450211929874069,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML043,Diagnosis,HSC_MPP,TRUE,13,13,0,0,13,0,0,0.000190709957337314,0.143467168797153,0.143467168797153,,0.553961686071574,0.553961686071574,,LSC17,TRUE,TRUE,TRUE,TRUE,13,13
GSE185381,AML043,Diagnosis,LMPP_GMP,TRUE,54,54,1,0.0185185185185185,,,,0.000409652920654352,0.0359991418686786,0.0355959021571603,0.0573708465791449,0.45156173255549,0.454803131307708,0.279767598687958,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML043,Diagnosis,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML043,Diagnosis,Mono_DC,TRUE,702,702,11,0.0156695156695157,,,,0.000693350821934698,0.00273899846460315,0.00254091209202638,0.0151824242328349,0.136823559388607,0.137909041994872,0.0686355156678307,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML043,Diagnosis,T_NK,TRUE,143,143,11,0.0769230769230769,,,,0.00113051003351538,0.0207562595304279,0.0191466968655777,0.0400710115086305,0.109482063626231,0.111325296555317,0.087363268477199,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML048,Diagnosis,B_Plasma,TRUE,291,291,0,0,,,,0.000615217604290127,0.0328826227821098,0.0328826227821098,,0.0618854952063149,0.0618854952063149,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML048,Diagnosis,Erythroid,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML048,Diagnosis,HSC_MPP,TRUE,5,5,0,0,5,4,0.8,0.000675158803295386,0.00853200871550948,0.00853200871550948,,0.424989787961835,0.424989787961835,,LSC17,TRUE,TRUE,TRUE,TRUE,5,5
GSE185381,AML048,Diagnosis,LMPP_GMP,TRUE,253,253,4,0.0158102766798419,,,,0.000499145896483386,0.00251217367206819,0.00301966455562288,-0.0290791338292111,0.4102168042291,0.410679803667898,0.381395089163946,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML048,Diagnosis,Megakaryocyte,TRUE,17,17,3,0.176470588235294,,,,0.000749438118506838,-0.00639670550834468,-0.000145556088297381,-0.0355687361352321,0.389846025857918,0.409816121615044,0.296652245657998,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML048,Diagnosis,Mono_DC,TRUE,1116,1116,27,0.0241935483870968,,,,0.000623941190275479,0.00369552962922701,0.0034210203524181,0.0147674037938529,0.41028869849345,0.411100485022958,0.377546641803279,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML048,Diagnosis,T_NK,TRUE,246,246,10,0.040650406504065,,,,0.000652139009123946,0.00357022138744552,0.00287953054887586,0.0198705251776895,0.0902454583339226,0.0882168891333336,0.138119691467822,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML051,Diagnosis,B_Plasma,TRUE,365,365,0,0,,,,0.00065648409589597,0.0456317797875993,0.0456317797875993,,0.0895010359751209,0.0895010359751209,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML051,Diagnosis,Erythroid,TRUE,75,75,7,0.0933333333333333,,,,0.000706594592638875,0.0358072353372864,0.0334051043443914,0.0591422221254097,0.384034494316553,0.393242261993711,0.294587608309884,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML051,Diagnosis,HSC_MPP,TRUE,16,16,2,0.125,16,0,0,0.000819302695826962,0.0976895346955462,0.105515003515993,0.0429112529524158,0.352163560803011,0.358147514001567,0.310275888413126,LSC17,TRUE,TRUE,TRUE,TRUE,16,16
GSE185381,AML051,Diagnosis,LMPP_GMP,TRUE,100,100,57,0.57,,,,0.00148095696215948,0.0245956785111903,0.0383428059645981,0.0142250385024792,0.313185631742204,0.353089434755334,0.283082762802474,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML051,Diagnosis,Megakaryocyte,TRUE,1,1,0,0,,,,0.000278533529804735,0,0,,0.241725470166529,0.241725470166529,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML051,Diagnosis,Mono_DC,TRUE,130,130,10,0.0769230769230769,,,,0.000680567926012031,-0.00138246830643262,-0.001502333598101,5.59151935878716e-05,0.184452993803067,0.189016245358497,0.129693975137908,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,AML051,Diagnosis,T_NK,TRUE,785,785,35,0.0445859872611465,,,,0.000665425776507745,0.00960888241398335,0.00898821011551856,0.0229090030953718,0.0710187639495782,0.0719238183973359,0.0516247400690545,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
