dataset,sample,hierarchy_bin,n_cells,present,occupied
GSE185991,GSM6412449_M84,Erythroid,541,TRUE,TRUE
GSE185991,GSM6412449_M84,HSC_MPP,2480,TRUE,TRUE
GSE185991,GSM6412449_M84,LMPP_GMP,1124,TRUE,TRUE
GSE185991,GSM6412449_M84,Megakaryocyte,8,FALSE,FALSE
GSE185991,GSM6412449_M84,Mono_DC,259,TRUE,TRUE
GSE185991,GSM6412449_M84,T_NK,13,TRUE,FALSE
GSE185991,GSM6412450_M85,B_Plasma,29,TRUE,FALSE
GSE185991,GSM6412450_M85,Erythroid,582,TRUE,TRUE
GSE185991,GSM6412450_M85,HSC_MPP,872,TRUE,TRUE
GSE185991,GSM6412450_M85,LMPP_GMP,1934,TRUE,TRUE
GSE185991,GSM6412450_M85,Megakaryocyte,22,TRUE,FALSE
GSE185991,GSM6412450_M85,Mono_DC,384,TRUE,TRUE
GSE185991,GSM6412450_M85,T_NK,217,TRUE,TRUE
GSE185991,GSM6412451_M88,B_Plasma,5,FALSE,FALSE
GSE185991,GSM6412451_M88,Erythroid,396,TRUE,TRUE
GSE185991,GSM6412451_M88,HSC_MPP,678,TRUE,TRUE
GSE185991,GSM6412451_M88,LMPP_GMP,871,TRUE,TRUE
GSE185991,GSM6412451_M88,Megakaryocyte,11,TRUE,FALSE
GSE185991,GSM6412451_M88,Mono_DC,5,FALSE,FALSE
GSE185991,GSM6412451_M88,T_NK,846,TRUE,TRUE
GSE185991,GSM6412452_M89,B_Plasma,7,FALSE,FALSE
GSE185991,GSM6412452_M89,Erythroid,409,TRUE,TRUE
GSE185991,GSM6412452_M89,HSC_MPP,837,TRUE,TRUE
GSE185991,GSM6412452_M89,LMPP_GMP,971,TRUE,TRUE
GSE185991,GSM6412452_M89,Megakaryocyte,41,TRUE,TRUE
GSE185991,GSM6412452_M89,Mono_DC,27,TRUE,FALSE
GSE185991,GSM6412452_M89,T_NK,480,TRUE,TRUE
GSE185991,GSM6412453_M92,B_Plasma,0,FALSE,FALSE
GSE185991,GSM6412453_M92,Erythroid,24,TRUE,FALSE
GSE185991,GSM6412453_M92,HSC_MPP,82,TRUE,TRUE
GSE185991,GSM6412453_M92,LMPP_GMP,93,TRUE,TRUE
GSE185991,GSM6412453_M92,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM6412453_M92,Mono_DC,1936,TRUE,TRUE
GSE185991,GSM6412453_M92,T_NK,17,TRUE,FALSE
GSE185991,GSM6412454_M93,B_Plasma,1,FALSE,FALSE
GSE185991,GSM6412454_M93,Erythroid,76,TRUE,TRUE
GSE185991,GSM6412454_M93,HSC_MPP,494,TRUE,TRUE
GSE185991,GSM6412454_M93,LMPP_GMP,886,TRUE,TRUE
GSE185991,GSM6412454_M93,Megakaryocyte,1,FALSE,FALSE
GSE185991,GSM6412454_M93,Mono_DC,66,TRUE,TRUE
GSE185991,GSM6412454_M93,T_NK,66,TRUE,TRUE
GSE185991,GSM6412455_M95,B_Plasma,0,FALSE,FALSE
GSE185991,GSM6412455_M95,Erythroid,11,TRUE,FALSE
GSE185991,GSM6412455_M95,HSC_MPP,954,TRUE,TRUE
GSE185991,GSM6412455_M95,LMPP_GMP,793,TRUE,TRUE
GSE185991,GSM6412455_M95,Megakaryocyte,4,FALSE,FALSE
GSE185991,GSM6412455_M95,Mono_DC,37,TRUE,TRUE
GSE185991,GSM6412455_M95,T_NK,30,TRUE,TRUE
GSE201966,GSM6085176_AML01M4_CR,B_Plasma,19,TRUE,FALSE
GSE201966,GSM6085176_AML01M4_CR,Erythroid,240,TRUE,TRUE
GSE201966,GSM6085176_AML01M4_CR,HSC_MPP,9,FALSE,FALSE
GSE201966,GSM6085176_AML01M4_CR,LMPP_GMP,18,TRUE,FALSE
GSE201966,GSM6085176_AML01M4_CR,Megakaryocyte,3,FALSE,FALSE
GSE201966,GSM6085176_AML01M4_CR,Mono_DC,13,TRUE,FALSE
GSE201966,GSM6085176_AML01M4_CR,T_NK,819,TRUE,TRUE
GSE201966,GSM6085177_AML01M4_P,B_Plasma,15,TRUE,FALSE
GSE201966,GSM6085177_AML01M4_P,Erythroid,97,TRUE,TRUE
GSE201966,GSM6085177_AML01M4_P,HSC_MPP,43,TRUE,TRUE
GSE201966,GSM6085177_AML01M4_P,LMPP_GMP,451,TRUE,TRUE
GSE201966,GSM6085177_AML01M4_P,Megakaryocyte,2,FALSE,FALSE
GSE201966,GSM6085177_AML01M4_P,Mono_DC,1124,TRUE,TRUE
GSE201966,GSM6085177_AML01M4_P,T_NK,61,TRUE,TRUE
GSE201966,GSM6085178_AML01M4_RE,B_Plasma,65,TRUE,TRUE
GSE201966,GSM6085178_AML01M4_RE,Erythroid,74,TRUE,TRUE
GSE201966,GSM6085178_AML01M4_RE,HSC_MPP,277,TRUE,TRUE
GSE201966,GSM6085178_AML01M4_RE,LMPP_GMP,1283,TRUE,TRUE
GSE201966,GSM6085178_AML01M4_RE,Megakaryocyte,6,FALSE,FALSE
GSE201966,GSM6085178_AML01M4_RE,Mono_DC,1817,TRUE,TRUE
GSE201966,GSM6085178_AML01M4_RE,T_NK,1956,TRUE,TRUE
GSE201966,GSM6085179_AML02M5_P,B_Plasma,12,TRUE,FALSE
GSE201966,GSM6085179_AML02M5_P,Erythroid,15,TRUE,FALSE
GSE201966,GSM6085179_AML02M5_P,HSC_MPP,16,TRUE,FALSE
GSE201966,GSM6085179_AML02M5_P,LMPP_GMP,189,TRUE,TRUE
GSE201966,GSM6085179_AML02M5_P,Megakaryocyte,0,FALSE,FALSE
GSE201966,GSM6085179_AML02M5_P,Mono_DC,2237,TRUE,TRUE
GSE201966,GSM6085179_AML02M5_P,T_NK,27,TRUE,FALSE
GSE201966,GSM6085180_AML02M5_RE,B_Plasma,17,TRUE,FALSE
GSE201966,GSM6085180_AML02M5_RE,Erythroid,7372,TRUE,TRUE
GSE201966,GSM6085180_AML02M5_RE,HSC_MPP,228,TRUE,TRUE
GSE201966,GSM6085180_AML02M5_RE,LMPP_GMP,499,TRUE,TRUE
GSE201966,GSM6085180_AML02M5_RE,Megakaryocyte,0,FALSE,FALSE
GSE201966,GSM6085180_AML02M5_RE,Mono_DC,7,FALSE,FALSE
GSE201966,GSM6085180_AML02M5_RE,T_NK,17,TRUE,FALSE
GSE201966,GSM6085181_AML03M5_P,B_Plasma,29,TRUE,FALSE
GSE201966,GSM6085181_AML03M5_P,Erythroid,0,FALSE,FALSE
GSE201966,GSM6085181_AML03M5_P,HSC_MPP,5,FALSE,FALSE
GSE201966,GSM6085181_AML03M5_P,LMPP_GMP,98,TRUE,TRUE
GSE201966,GSM6085181_AML03M5_P,Megakaryocyte,0,FALSE,FALSE
GSE201966,GSM6085181_AML03M5_P,Mono_DC,6340,TRUE,TRUE
GSE201966,GSM6085181_AML03M5_P,T_NK,168,TRUE,TRUE
GSE201966,GSM6085182_AML03M5_RE,B_Plasma,48,TRUE,TRUE
GSE201966,GSM6085182_AML03M5_RE,Erythroid,3,FALSE,FALSE
GSE201966,GSM6085182_AML03M5_RE,HSC_MPP,4,FALSE,FALSE
GSE201966,GSM6085182_AML03M5_RE,LMPP_GMP,66,TRUE,TRUE
GSE201966,GSM6085182_AML03M5_RE,Megakaryocyte,0,FALSE,FALSE
GSE201966,GSM6085182_AML03M5_RE,Mono_DC,54,TRUE,TRUE
GSE201966,GSM6085182_AML03M5_RE,T_NK,2019,TRUE,TRUE
GSE207356,GSM6284912_TS173_04_Sample_D,B_Plasma,564,TRUE,TRUE
GSE207356,GSM6284912_TS173_04_Sample_D,Erythroid,62,TRUE,TRUE
GSE207356,GSM6284912_TS173_04_Sample_D,HSC_MPP,2466,TRUE,TRUE
GSE207356,GSM6284912_TS173_04_Sample_D,LMPP_GMP,806,TRUE,TRUE
GSE207356,GSM6284912_TS173_04_Sample_D,Megakaryocyte,1,FALSE,FALSE
GSE207356,GSM6284912_TS173_04_Sample_D,Mono_DC,7,FALSE,FALSE
GSE207356,GSM6284912_TS173_04_Sample_D,T_NK,3707,TRUE,TRUE
GSE207356,GSM6284913_TS173_05_Sample_E,B_Plasma,76,TRUE,TRUE
GSE207356,GSM6284913_TS173_05_Sample_E,Erythroid,97,TRUE,TRUE
GSE207356,GSM6284913_TS173_05_Sample_E,HSC_MPP,1620,TRUE,TRUE
GSE207356,GSM6284913_TS173_05_Sample_E,LMPP_GMP,547,TRUE,TRUE
GSE207356,GSM6284913_TS173_05_Sample_E,Megakaryocyte,10,TRUE,FALSE
GSE207356,GSM6284913_TS173_05_Sample_E,Mono_DC,1808,TRUE,TRUE
GSE207356,GSM6284913_TS173_05_Sample_E,T_NK,341,TRUE,TRUE
GSE207356,GSM6284914_TS173_06_Sample_F,B_Plasma,80,TRUE,TRUE
GSE207356,GSM6284914_TS173_06_Sample_F,Erythroid,76,TRUE,TRUE
GSE207356,GSM6284914_TS173_06_Sample_F,HSC_MPP,1173,TRUE,TRUE
GSE207356,GSM6284914_TS173_06_Sample_F,LMPP_GMP,1228,TRUE,TRUE
GSE207356,GSM6284914_TS173_06_Sample_F,Megakaryocyte,9,FALSE,FALSE
GSE207356,GSM6284914_TS173_06_Sample_F,Mono_DC,2441,TRUE,TRUE
GSE207356,GSM6284914_TS173_06_Sample_F,T_NK,574,TRUE,TRUE
GSE227903,1216_Dg,B_Plasma,33,TRUE,TRUE
GSE227903,1216_Dg,Erythroid,36,TRUE,TRUE
GSE227903,1216_Dg,HSC_MPP,74,TRUE,TRUE
GSE227903,1216_Dg,LMPP_GMP,660,TRUE,TRUE
GSE227903,1216_Dg,Megakaryocyte,0,FALSE,FALSE
GSE227903,1216_Dg,Mono_DC,724,TRUE,TRUE
GSE227903,1216_Dg,T_NK,347,TRUE,TRUE
GSE227903,1216_MRD,B_Plasma,10,TRUE,FALSE
GSE227903,1216_MRD,Erythroid,31,TRUE,TRUE
GSE227903,1216_MRD,HSC_MPP,43,TRUE,TRUE
GSE227903,1216_MRD,LMPP_GMP,93,TRUE,TRUE
GSE227903,1216_MRD,Megakaryocyte,1,FALSE,FALSE
GSE227903,1216_MRD,Mono_DC,882,TRUE,TRUE
GSE227903,1216_MRD,T_NK,622,TRUE,TRUE
GSE227903,1216_R,B_Plasma,82,TRUE,TRUE
GSE227903,1216_R,Erythroid,269,TRUE,TRUE
GSE227903,1216_R,HSC_MPP,381,TRUE,TRUE
GSE227903,1216_R,LMPP_GMP,2414,TRUE,TRUE
GSE227903,1216_R,Megakaryocyte,0,FALSE,FALSE
GSE227903,1216_R,Mono_DC,760,TRUE,TRUE
GSE227903,1216_R,T_NK,644,TRUE,TRUE
GSE227903,1886_Dg,B_Plasma,41,TRUE,TRUE
GSE227903,1886_Dg,Erythroid,98,TRUE,TRUE
GSE227903,1886_Dg,HSC_MPP,369,TRUE,TRUE
GSE227903,1886_Dg,LMPP_GMP,474,TRUE,TRUE
GSE227903,1886_Dg,Megakaryocyte,9,FALSE,FALSE
GSE227903,1886_Dg,Mono_DC,1256,TRUE,TRUE
GSE227903,1886_Dg,T_NK,95,TRUE,TRUE
GSE227903,1886_MRD,B_Plasma,16,TRUE,FALSE
GSE227903,1886_MRD,Erythroid,22,TRUE,FALSE
GSE227903,1886_MRD,HSC_MPP,44,TRUE,TRUE
GSE227903,1886_MRD,LMPP_GMP,152,TRUE,TRUE
GSE227903,1886_MRD,Megakaryocyte,0,FALSE,FALSE
GSE227903,1886_MRD,Mono_DC,2130,TRUE,TRUE
GSE227903,1886_MRD,T_NK,317,TRUE,TRUE
GSE227903,1886_R,B_Plasma,71,TRUE,TRUE
GSE227903,1886_R,Erythroid,26,TRUE,FALSE
GSE227903,1886_R,HSC_MPP,204,TRUE,TRUE
GSE227903,1886_R,LMPP_GMP,476,TRUE,TRUE
GSE227903,1886_R,Megakaryocyte,11,TRUE,FALSE
GSE227903,1886_R,Mono_DC,59,TRUE,TRUE
GSE227903,1886_R,T_NK,103,TRUE,TRUE
GSE227903,3822_R,B_Plasma,18,TRUE,FALSE
GSE227903,3822_R,Erythroid,11,TRUE,FALSE
GSE227903,3822_R,HSC_MPP,22,TRUE,FALSE
GSE227903,3822_R,LMPP_GMP,77,TRUE,TRUE
GSE227903,3822_R,Megakaryocyte,1,FALSE,FALSE
GSE227903,3822_R,Mono_DC,7,FALSE,FALSE
GSE227903,3822_R,T_NK,275,TRUE,TRUE
GSE227903,3853_Dg,B_Plasma,0,FALSE,FALSE
GSE227903,3853_Dg,Erythroid,3,FALSE,FALSE
GSE227903,3853_Dg,HSC_MPP,218,TRUE,TRUE
GSE227903,3853_Dg,LMPP_GMP,769,TRUE,TRUE
GSE227903,3853_Dg,Megakaryocyte,0,FALSE,FALSE
GSE227903,3853_Dg,Mono_DC,111,TRUE,TRUE
GSE227903,3853_Dg,T_NK,42,TRUE,TRUE
GSE227903,3853_R,B_Plasma,0,FALSE,FALSE
GSE227903,3853_R,Erythroid,1,FALSE,FALSE
GSE227903,3853_R,HSC_MPP,75,TRUE,TRUE
GSE227903,3853_R,LMPP_GMP,296,TRUE,TRUE
GSE227903,3853_R,Megakaryocyte,0,FALSE,FALSE
GSE227903,3853_R,Mono_DC,51,TRUE,TRUE
GSE227903,3853_R,T_NK,31,TRUE,TRUE
GSE227903,3904_Dg,B_Plasma,19,TRUE,FALSE
GSE227903,3904_Dg,Erythroid,213,TRUE,TRUE
GSE227903,3904_Dg,HSC_MPP,525,TRUE,TRUE
GSE227903,3904_Dg,LMPP_GMP,1549,TRUE,TRUE
GSE227903,3904_Dg,Megakaryocyte,0,FALSE,FALSE
GSE227903,3904_Dg,Mono_DC,55,TRUE,TRUE
GSE227903,3904_Dg,T_NK,148,TRUE,TRUE
GSE227903,3904_MRD,B_Plasma,27,TRUE,FALSE
GSE227903,3904_MRD,Erythroid,23,TRUE,FALSE
GSE227903,3904_MRD,HSC_MPP,44,TRUE,TRUE
GSE227903,3904_MRD,LMPP_GMP,229,TRUE,TRUE
GSE227903,3904_MRD,Megakaryocyte,2,FALSE,FALSE
GSE227903,3904_MRD,Mono_DC,1677,TRUE,TRUE
GSE227903,3904_MRD,T_NK,142,TRUE,TRUE
GSE227903,3904_R,B_Plasma,18,TRUE,FALSE
GSE227903,3904_R,Erythroid,1258,TRUE,TRUE
GSE227903,3904_R,HSC_MPP,637,TRUE,TRUE
GSE227903,3904_R,LMPP_GMP,5371,TRUE,TRUE
GSE227903,3904_R,Megakaryocyte,0,FALSE,FALSE
GSE227903,3904_R,Mono_DC,36,TRUE,TRUE
GSE227903,3904_R,T_NK,183,TRUE,TRUE
GSE227903,40389_Dg,B_Plasma,274,TRUE,TRUE
GSE227903,40389_Dg,Erythroid,82,TRUE,TRUE
GSE227903,40389_Dg,HSC_MPP,78,TRUE,TRUE
GSE227903,40389_Dg,LMPP_GMP,353,TRUE,TRUE
GSE227903,40389_Dg,Megakaryocyte,8,FALSE,FALSE
GSE227903,40389_Dg,Mono_DC,1481,TRUE,TRUE
GSE227903,40389_Dg,T_NK,469,TRUE,TRUE
GSE227903,40389_MRD,B_Plasma,69,TRUE,TRUE
GSE227903,40389_MRD,Erythroid,1,FALSE,FALSE
GSE227903,40389_MRD,HSC_MPP,19,TRUE,FALSE
GSE227903,40389_MRD,LMPP_GMP,94,TRUE,TRUE
GSE227903,40389_MRD,Megakaryocyte,1,FALSE,FALSE
GSE227903,40389_MRD,Mono_DC,989,TRUE,TRUE
GSE227903,40389_MRD,T_NK,2141,TRUE,TRUE
GSE227903,40389_R,B_Plasma,34,TRUE,TRUE
GSE227903,40389_R,Erythroid,55,TRUE,TRUE
GSE227903,40389_R,HSC_MPP,60,TRUE,TRUE
GSE227903,40389_R,LMPP_GMP,306,TRUE,TRUE
GSE227903,40389_R,Megakaryocyte,8,FALSE,FALSE
GSE227903,40389_R,Mono_DC,1020,TRUE,TRUE
GSE227903,40389_R,T_NK,3016,TRUE,TRUE
GSE227903,4978_Dg,B_Plasma,12,TRUE,FALSE
GSE227903,4978_Dg,Erythroid,50,TRUE,TRUE
GSE227903,4978_Dg,HSC_MPP,324,TRUE,TRUE
GSE227903,4978_Dg,LMPP_GMP,1500,TRUE,TRUE
GSE227903,4978_Dg,Megakaryocyte,0,FALSE,FALSE
GSE227903,4978_Dg,Mono_DC,99,TRUE,TRUE
GSE227903,4978_Dg,T_NK,246,TRUE,TRUE
GSE227903,4978_MRD,B_Plasma,26,TRUE,FALSE
GSE227903,4978_MRD,Erythroid,765,TRUE,TRUE
GSE227903,4978_MRD,HSC_MPP,3,FALSE,FALSE
GSE227903,4978_MRD,LMPP_GMP,61,TRUE,TRUE
GSE227903,4978_MRD,Megakaryocyte,0,FALSE,FALSE
GSE227903,4978_MRD,Mono_DC,396,TRUE,TRUE
GSE227903,4978_MRD,T_NK,333,TRUE,TRUE
GSE227903,4978_R,B_Plasma,0,FALSE,FALSE
GSE227903,4978_R,Erythroid,54,TRUE,TRUE
GSE227903,4978_R,HSC_MPP,688,TRUE,TRUE
GSE227903,4978_R,LMPP_GMP,476,TRUE,TRUE
GSE227903,4978_R,Megakaryocyte,1,FALSE,FALSE
GSE227903,4978_R,Mono_DC,6,FALSE,FALSE
GSE227903,4978_R,T_NK,7,FALSE,FALSE
GSE227903,5143_Dg,B_Plasma,4,FALSE,FALSE
GSE227903,5143_Dg,Erythroid,0,FALSE,FALSE
GSE227903,5143_Dg,HSC_MPP,32,TRUE,TRUE
GSE227903,5143_Dg,LMPP_GMP,253,TRUE,TRUE
GSE227903,5143_Dg,Megakaryocyte,0,FALSE,FALSE
GSE227903,5143_Dg,Mono_DC,431,TRUE,TRUE
GSE227903,5143_Dg,T_NK,297,TRUE,TRUE
GSE227903,5143_R,B_Plasma,4,FALSE,FALSE
GSE227903,5143_R,Erythroid,5,FALSE,FALSE
GSE227903,5143_R,HSC_MPP,134,TRUE,TRUE
GSE227903,5143_R,LMPP_GMP,786,TRUE,TRUE
GSE227903,5143_R,Megakaryocyte,1,FALSE,FALSE
GSE227903,5143_R,Mono_DC,531,TRUE,TRUE
GSE227903,5143_R,T_NK,452,TRUE,TRUE
GSE227903,5750_Dg,B_Plasma,9,FALSE,FALSE
GSE227903,5750_Dg,Erythroid,393,TRUE,TRUE
GSE227903,5750_Dg,HSC_MPP,281,TRUE,TRUE
GSE227903,5750_Dg,LMPP_GMP,2634,TRUE,TRUE
GSE227903,5750_Dg,Megakaryocyte,0,FALSE,FALSE
GSE227903,5750_Dg,Mono_DC,382,TRUE,TRUE
GSE227903,5750_Dg,T_NK,51,TRUE,TRUE
GSE227903,5750_MRD,B_Plasma,21,TRUE,FALSE
GSE227903,5750_MRD,Erythroid,14,TRUE,FALSE
GSE227903,5750_MRD,HSC_MPP,37,TRUE,TRUE
GSE227903,5750_MRD,LMPP_GMP,222,TRUE,TRUE
GSE227903,5750_MRD,Megakaryocyte,1,FALSE,FALSE
GSE227903,5750_MRD,Mono_DC,1564,TRUE,TRUE
GSE227903,5750_MRD,T_NK,145,TRUE,TRUE
GSE227903,5750_R,B_Plasma,374,TRUE,TRUE
GSE227903,5750_R,Erythroid,200,TRUE,TRUE
GSE227903,5750_R,HSC_MPP,202,TRUE,TRUE
GSE227903,5750_R,LMPP_GMP,2317,TRUE,TRUE
GSE227903,5750_R,Megakaryocyte,5,FALSE,FALSE
GSE227903,5750_R,Mono_DC,423,TRUE,TRUE
GSE227903,5750_R,T_NK,1081,TRUE,TRUE
GSE227903,6323_Dg,B_Plasma,2,FALSE,FALSE
GSE227903,6323_Dg,Erythroid,1,FALSE,FALSE
GSE227903,6323_Dg,HSC_MPP,54,TRUE,TRUE
GSE227903,6323_Dg,LMPP_GMP,216,TRUE,TRUE
GSE227903,6323_Dg,Megakaryocyte,0,FALSE,FALSE
GSE227903,6323_Dg,Mono_DC,236,TRUE,TRUE
GSE227903,6323_Dg,T_NK,49,TRUE,TRUE
GSE227903,6323_MRD,B_Plasma,125,TRUE,TRUE
GSE227903,6323_MRD,Erythroid,23,TRUE,FALSE
GSE227903,6323_MRD,HSC_MPP,23,TRUE,FALSE
GSE227903,6323_MRD,LMPP_GMP,203,TRUE,TRUE
GSE227903,6323_MRD,Megakaryocyte,0,FALSE,FALSE
GSE227903,6323_MRD,Mono_DC,8284,TRUE,TRUE
GSE227903,6323_MRD,T_NK,699,TRUE,TRUE
GSE227903,6323_R,B_Plasma,4,FALSE,FALSE
GSE227903,6323_R,Erythroid,35,TRUE,TRUE
GSE227903,6323_R,HSC_MPP,90,TRUE,TRUE
GSE227903,6323_R,LMPP_GMP,361,TRUE,TRUE
GSE227903,6323_R,Megakaryocyte,1,FALSE,FALSE
GSE227903,6323_R,Mono_DC,214,TRUE,TRUE
GSE227903,6323_R,T_NK,96,TRUE,TRUE
GSE227903,6323_R2,B_Plasma,19,TRUE,FALSE
GSE227903,6323_R2,Erythroid,268,TRUE,TRUE
GSE227903,6323_R2,HSC_MPP,566,TRUE,TRUE
GSE227903,6323_R2,LMPP_GMP,872,TRUE,TRUE
GSE227903,6323_R2,Megakaryocyte,7,FALSE,FALSE
GSE227903,6323_R2,Mono_DC,133,TRUE,TRUE
GSE227903,6323_R2,T_NK,1282,TRUE,TRUE
GSE239721,PT10A,B_Plasma,0,FALSE,FALSE
GSE239721,PT10A,Erythroid,46,TRUE,TRUE
GSE239721,PT10A,HSC_MPP,541,TRUE,TRUE
GSE239721,PT10A,LMPP_GMP,412,TRUE,TRUE
GSE239721,PT10A,Megakaryocyte,0,FALSE,FALSE
GSE239721,PT10A,Mono_DC,2,FALSE,FALSE
GSE239721,PT10A,T_NK,1,FALSE,FALSE
GSE239721,PT12A,B_Plasma,0,FALSE,FALSE
GSE239721,PT12A,Erythroid,1,FALSE,FALSE
GSE239721,PT12A,HSC_MPP,9,FALSE,FALSE
GSE239721,PT12A,LMPP_GMP,123,TRUE,TRUE
GSE239721,PT12A,Megakaryocyte,1,FALSE,FALSE
GSE239721,PT12A,Mono_DC,217,TRUE,TRUE
GSE239721,PT12A,T_NK,1,FALSE,FALSE
GSE239721,PT13A,B_Plasma,0,FALSE,FALSE
GSE239721,PT13A,Erythroid,75,TRUE,TRUE
GSE239721,PT13A,HSC_MPP,29,TRUE,FALSE
GSE239721,PT13A,LMPP_GMP,281,TRUE,TRUE
GSE239721,PT13A,Megakaryocyte,1,FALSE,FALSE
GSE239721,PT13A,Mono_DC,11,TRUE,FALSE
GSE239721,PT13A,T_NK,0,FALSE,FALSE
GSE239721,PT14A,B_Plasma,0,FALSE,FALSE
GSE239721,PT14A,Erythroid,32,TRUE,TRUE
GSE239721,PT14A,HSC_MPP,16,TRUE,FALSE
GSE239721,PT14A,LMPP_GMP,531,TRUE,TRUE
GSE239721,PT14A,Megakaryocyte,0,FALSE,FALSE
GSE239721,PT14A,Mono_DC,3,FALSE,FALSE
GSE239721,PT14A,T_NK,0,FALSE,FALSE
GSE239721,PT15A,B_Plasma,0,FALSE,FALSE
GSE239721,PT15A,Erythroid,427,TRUE,TRUE
GSE239721,PT15A,HSC_MPP,2343,TRUE,TRUE
GSE239721,PT15A,LMPP_GMP,417,TRUE,TRUE
GSE239721,PT15A,Megakaryocyte,1,FALSE,FALSE
GSE239721,PT15A,Mono_DC,0,FALSE,FALSE
GSE239721,PT15A,T_NK,0,FALSE,FALSE
GSE239721,PT16A,B_Plasma,3,FALSE,FALSE
GSE239721,PT16A,Erythroid,112,TRUE,TRUE
GSE239721,PT16A,HSC_MPP,827,TRUE,TRUE
GSE239721,PT16A,LMPP_GMP,164,TRUE,TRUE
GSE239721,PT16A,Megakaryocyte,2,FALSE,FALSE
GSE239721,PT16A,Mono_DC,2,FALSE,FALSE
GSE239721,PT16A,T_NK,19,TRUE,FALSE
GSE239721,PT17A,B_Plasma,1,FALSE,FALSE
GSE239721,PT17A,Erythroid,36,TRUE,TRUE
GSE239721,PT17A,HSC_MPP,352,TRUE,TRUE
GSE239721,PT17A,LMPP_GMP,1544,TRUE,TRUE
GSE239721,PT17A,Megakaryocyte,0,FALSE,FALSE
GSE239721,PT17A,Mono_DC,43,TRUE,TRUE
GSE239721,PT17A,T_NK,2,FALSE,FALSE
GSE239721,PT20A,B_Plasma,1,FALSE,FALSE
GSE239721,PT20A,Erythroid,23,TRUE,FALSE
GSE239721,PT20A,HSC_MPP,24,TRUE,FALSE
GSE239721,PT20A,LMPP_GMP,793,TRUE,TRUE
GSE239721,PT20A,Megakaryocyte,0,FALSE,FALSE
GSE239721,PT20A,Mono_DC,11,TRUE,FALSE
GSE239721,PT20A,T_NK,1,FALSE,FALSE
GSE239721,PT21A,B_Plasma,2,FALSE,FALSE
GSE239721,PT21A,Erythroid,53,TRUE,TRUE
GSE239721,PT21A,HSC_MPP,482,TRUE,TRUE
GSE239721,PT21A,LMPP_GMP,1806,TRUE,TRUE
GSE239721,PT21A,Megakaryocyte,0,FALSE,FALSE
GSE239721,PT21A,Mono_DC,472,TRUE,TRUE
GSE239721,PT21A,T_NK,101,TRUE,TRUE
GSE239721,PT22A,B_Plasma,8,FALSE,FALSE
GSE239721,PT22A,Erythroid,117,TRUE,TRUE
GSE239721,PT22A,HSC_MPP,537,TRUE,TRUE
GSE239721,PT22A,LMPP_GMP,631,TRUE,TRUE
GSE239721,PT22A,Megakaryocyte,0,FALSE,FALSE
GSE239721,PT22A,Mono_DC,28,TRUE,FALSE
GSE239721,PT22A,T_NK,42,TRUE,TRUE
GSE239721,PT23A,B_Plasma,4,FALSE,FALSE
GSE239721,PT23A,Erythroid,113,TRUE,TRUE
GSE239721,PT23A,HSC_MPP,160,TRUE,TRUE
GSE239721,PT23A,LMPP_GMP,2903,TRUE,TRUE
GSE239721,PT23A,Megakaryocyte,0,FALSE,FALSE
GSE239721,PT23A,Mono_DC,228,TRUE,TRUE
GSE239721,PT23A,T_NK,9,FALSE,FALSE
GSE239721,PT26A,B_Plasma,3,FALSE,FALSE
GSE239721,PT26A,Erythroid,24,TRUE,FALSE
GSE239721,PT26A,HSC_MPP,721,TRUE,TRUE
GSE239721,PT26A,LMPP_GMP,223,TRUE,TRUE
GSE239721,PT26A,Megakaryocyte,7,FALSE,FALSE
GSE239721,PT26A,Mono_DC,37,TRUE,TRUE
GSE239721,PT26A,T_NK,7,FALSE,FALSE
GSE239721,PT27A,B_Plasma,1,FALSE,FALSE
GSE239721,PT27A,Erythroid,281,TRUE,TRUE
GSE239721,PT27A,HSC_MPP,2495,TRUE,TRUE
GSE239721,PT27A,LMPP_GMP,1371,TRUE,TRUE
GSE239721,PT27A,Megakaryocyte,2,FALSE,FALSE
GSE239721,PT27A,Mono_DC,5,FALSE,FALSE
GSE239721,PT27A,T_NK,0,FALSE,FALSE
GSE239721,PT28A,B_Plasma,1,FALSE,FALSE
GSE239721,PT28A,Erythroid,233,TRUE,TRUE
GSE239721,PT28A,HSC_MPP,1382,TRUE,TRUE
GSE239721,PT28A,LMPP_GMP,4490,TRUE,TRUE
GSE239721,PT28A,Megakaryocyte,1,FALSE,FALSE
GSE239721,PT28A,Mono_DC,66,TRUE,TRUE
GSE239721,PT28A,T_NK,5,FALSE,FALSE
GSE239721,PT29A,B_Plasma,3,FALSE,FALSE
GSE239721,PT29A,Erythroid,1,FALSE,FALSE
GSE239721,PT29A,HSC_MPP,1199,TRUE,TRUE
GSE239721,PT29A,LMPP_GMP,299,TRUE,TRUE
GSE239721,PT29A,Megakaryocyte,0,FALSE,FALSE
GSE239721,PT29A,Mono_DC,6,FALSE,FALSE
GSE239721,PT29A,T_NK,25,TRUE,FALSE
GSE239721,PT30A,B_Plasma,0,FALSE,FALSE
GSE239721,PT30A,Erythroid,2,FALSE,FALSE
GSE239721,PT30A,HSC_MPP,15,TRUE,FALSE
GSE239721,PT30A,LMPP_GMP,261,TRUE,TRUE
GSE239721,PT30A,Megakaryocyte,6,FALSE,FALSE
