bmm_broad,cells,pct_of_TNK,mapping_error,pct_high_error,LSC17,cyto
CD8 Memory T,35680,39.8196509084416,7.94018718936713,8.64069506726457,0.0147688638942228,0.063979984478734
Naive T,24929,27.8213026204187,7.04983530626077,2.68362148501745,0.00208735077125218,0.0709750550655883
CD4 Memory T,16739,18.6810856658185,7.64623429053181,11.8465858175518,0.00321577400490083,0.0684860920079423
NK,7482,8.35007365742601,8.48025184842045,3.64875701684042,0.0261325154426984,0.0684696871791404
Early Lymphoid,4774,5.32788714789518,9.36992014117207,15.060745705907,0.122965270087559,0.445514560728257
