dataset,sample,node,status,masked_by,abundance_unreliable,n_cells
GSE116256,BM3,Erythroid,present,,FALSE,
GSE116256,BM3,HSC_MPP,present,,FALSE,
GSE116256,BM3,LMPP_GMP,present,,FALSE,
GSE116256,BM3,Megakaryocyte,present,,FALSE,
GSE116256,BM3,Mono_DC,present,,FALSE,
GSE116256,BM3,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE116256,BM3,T_NK,present,,FALSE,
GSE116256,BM4,B_Plasma,present,,FALSE,
GSE116256,BM4,Erythroid,present,,FALSE,
GSE116256,BM4,HSC_MPP,present,,FALSE,
GSE116256,BM4,LMPP_GMP,present,,FALSE,
GSE116256,BM4,Megakaryocyte,present,,FALSE,
GSE116256,BM4,Mono_DC,present,,FALSE,
GSE116256,BM4,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE116256,BM4,T_NK,present,,FALSE,
GSE116256,BM5-34p,B_Plasma,NA_technical,CD34_SORT,FALSE,
GSE116256,BM5-34p,Erythroid,NA_technical,CD34_SORT,FALSE,
GSE116256,BM5-34p,HSC_MPP,present,,FALSE,
GSE116256,BM5-34p,LMPP_GMP,present,,FALSE,
GSE116256,BM5-34p,Megakaryocyte,NA_technical,CD34_SORT,FALSE,
GSE116256,BM5-34p,Mono_DC,NA_technical,CD34_SORT,FALSE,
GSE116256,BM5-34p,Stromal,NA_technical,CD34_SORT+STROMAL_NO_EVIDENCE,FALSE,
GSE116256,BM5-34p,T_NK,NA_technical,CD34_SORT,FALSE,
GSE116256,BM5-34p38n,B_Plasma,NA_technical,CD34_CD38_SORT,FALSE,
GSE116256,BM5-34p38n,Erythroid,NA_technical,CD34_CD38_SORT,FALSE,
GSE116256,BM5-34p38n,HSC_MPP,present,,FALSE,
GSE116256,BM5-34p38n,LMPP_GMP,present,,FALSE,
GSE116256,BM5-34p38n,Megakaryocyte,NA_technical,CD34_CD38_SORT,FALSE,
GSE116256,BM5-34p38n,Mono_DC,NA_technical,CD34_CD38_SORT,FALSE,
GSE116256,BM5-34p38n,Stromal,NA_technical,CD34_CD38_SORT+STROMAL_NO_EVIDENCE,FALSE,
GSE116256,BM5-34p38n,T_NK,NA_technical,CD34_CD38_SORT,FALSE,
GSE147989,007C1D1BL,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,007C1D1BL,Erythroid,NA_technical,PB+LIN_DEPLETED,FALSE,
GSE147989,007C1D1BL,HSC_MPP,present,,FALSE,
GSE147989,007C1D1BL,LMPP_GMP,present,,FALSE,
GSE147989,007C1D1BL,Megakaryocyte,NA_technical,PB+LIN_DEPLETED,FALSE,
GSE147989,007C1D1BL,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,007C1D1BL,Stromal,NA_technical,PB+LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE147989,007C1D1BL,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,007SCRBL,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,007SCRBL,Erythroid,NA_technical,PB+LIN_DEPLETED,FALSE,
GSE147989,007SCRBL,HSC_MPP,present,,FALSE,
GSE147989,007SCRBL,LMPP_GMP,present,,FALSE,
GSE147989,007SCRBL,Megakaryocyte,NA_technical,PB+LIN_DEPLETED,FALSE,
GSE147989,007SCRBL,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,007SCRBL,Stromal,NA_technical,PB+LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE147989,007SCRBL,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,009C1D1BL,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,009C1D1BL,Erythroid,NA_technical,PB+LIN_DEPLETED,FALSE,
GSE147989,009C1D1BL,HSC_MPP,present,,FALSE,
GSE147989,009C1D1BL,LMPP_GMP,present,,FALSE,
GSE147989,009C1D1BL,Megakaryocyte,NA_technical,PB+LIN_DEPLETED,FALSE,
GSE147989,009C1D1BL,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,009C1D1BL,Stromal,NA_technical,PB+LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE147989,009C1D1BL,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,009SCRBL,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,009SCRBL,Erythroid,NA_technical,PB+LIN_DEPLETED,FALSE,
GSE147989,009SCRBL,HSC_MPP,present,,FALSE,
GSE147989,009SCRBL,LMPP_GMP,present,,FALSE,
GSE147989,009SCRBL,Megakaryocyte,NA_technical,PB+LIN_DEPLETED,FALSE,
GSE147989,009SCRBL,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE147989,009SCRBL,Stromal,NA_technical,PB+LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE147989,009SCRBL,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185381,AML001,B_Plasma,present,,FALSE,
GSE185381,AML001,Erythroid,present,,FALSE,
GSE185381,AML001,HSC_MPP,present,,FALSE,
GSE185381,AML001,LMPP_GMP,present,,FALSE,
GSE185381,AML001,Megakaryocyte,present,,FALSE,
GSE185381,AML001,Mono_DC,present,,FALSE,
GSE185381,AML001,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML001,T_NK,present,,FALSE,
GSE185381,AML0024,B_Plasma,present,,FALSE,
GSE185381,AML0024,Erythroid,present,,FALSE,
GSE185381,AML0024,HSC_MPP,present,,FALSE,
GSE185381,AML0024,LMPP_GMP,present,,FALSE,
GSE185381,AML0024,Megakaryocyte,present,,FALSE,
GSE185381,AML0024,Mono_DC,present,,FALSE,
GSE185381,AML0024,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML0024,T_NK,present,,FALSE,
GSE185381,AML003,B_Plasma,present,,FALSE,
GSE185381,AML003,Erythroid,present,,FALSE,
GSE185381,AML003,HSC_MPP,present,,FALSE,
GSE185381,AML003,LMPP_GMP,present,,FALSE,
GSE185381,AML003,Megakaryocyte,present,,FALSE,
GSE185381,AML003,Mono_DC,present,,FALSE,
GSE185381,AML003,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML003,T_NK,present,,FALSE,
GSE185381,AML0048,B_Plasma,present,,FALSE,
GSE185381,AML0048,Erythroid,present,,FALSE,
GSE185381,AML0048,HSC_MPP,present,,FALSE,
GSE185381,AML0048,LMPP_GMP,present,,FALSE,
GSE185381,AML0048,Megakaryocyte,present,,FALSE,
GSE185381,AML0048,Mono_DC,present,,FALSE,
GSE185381,AML0048,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML0048,T_NK,present,,FALSE,
GSE185381,AML005,B_Plasma,present,,FALSE,
GSE185381,AML005,Erythroid,present,,FALSE,
GSE185381,AML005,HSC_MPP,present,,FALSE,
GSE185381,AML005,LMPP_GMP,present,,FALSE,
GSE185381,AML005,Megakaryocyte,present,,FALSE,
GSE185381,AML005,Mono_DC,present,,FALSE,
GSE185381,AML005,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML005,T_NK,present,,FALSE,
GSE185381,AML006,B_Plasma,present,,FALSE,
GSE185381,AML006,Erythroid,present,,FALSE,
GSE185381,AML006,HSC_MPP,present,,FALSE,
GSE185381,AML006,LMPP_GMP,present,,FALSE,
GSE185381,AML006,Megakaryocyte,present,,FALSE,
GSE185381,AML006,Mono_DC,present,,FALSE,
GSE185381,AML006,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML006,T_NK,present,,FALSE,
GSE185381,AML008,B_Plasma,present,,FALSE,
GSE185381,AML008,Erythroid,present,,FALSE,
GSE185381,AML008,HSC_MPP,present,,FALSE,
GSE185381,AML008,LMPP_GMP,present,,FALSE,
GSE185381,AML008,Megakaryocyte,present,,FALSE,
GSE185381,AML008,Mono_DC,present,,FALSE,
GSE185381,AML008,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML008,T_NK,present,,FALSE,
GSE185381,AML009,B_Plasma,present,,FALSE,
GSE185381,AML009,Erythroid,present,,FALSE,
GSE185381,AML009,HSC_MPP,present,,FALSE,
GSE185381,AML009,LMPP_GMP,present,,FALSE,
GSE185381,AML009,Megakaryocyte,present,,FALSE,
GSE185381,AML009,Mono_DC,present,,FALSE,
GSE185381,AML009,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML009,T_NK,present,,FALSE,
GSE185381,AML0114,B_Plasma,present,,FALSE,
GSE185381,AML0114,Erythroid,present,,FALSE,
GSE185381,AML0114,HSC_MPP,present,,FALSE,
GSE185381,AML0114,LMPP_GMP,present,,FALSE,
GSE185381,AML0114,Megakaryocyte,present,,FALSE,
GSE185381,AML0114,Mono_DC,present,,FALSE,
GSE185381,AML0114,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML0114,T_NK,present,,FALSE,
GSE185381,AML012,B_Plasma,present,,FALSE,
GSE185381,AML012,Erythroid,present,,FALSE,
GSE185381,AML012,HSC_MPP,present,,FALSE,
GSE185381,AML012,LMPP_GMP,present,,FALSE,
GSE185381,AML012,Megakaryocyte,present,,FALSE,
GSE185381,AML012,Mono_DC,present,,FALSE,
GSE185381,AML012,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML012,T_NK,present,,FALSE,
GSE185381,AML0160,B_Plasma,present,,FALSE,
GSE185381,AML0160,Erythroid,present,,FALSE,
GSE185381,AML0160,HSC_MPP,present,,FALSE,
GSE185381,AML0160,LMPP_GMP,present,,FALSE,
GSE185381,AML0160,Megakaryocyte,present,,FALSE,
GSE185381,AML0160,Mono_DC,present,,FALSE,
GSE185381,AML0160,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML0160,T_NK,present,,FALSE,
GSE185381,AML022,B_Plasma,present,,FALSE,
GSE185381,AML022,Erythroid,present,,FALSE,
GSE185381,AML022,HSC_MPP,present,,FALSE,
GSE185381,AML022,LMPP_GMP,present,,FALSE,
GSE185381,AML022,Megakaryocyte,present,,FALSE,
GSE185381,AML022,Mono_DC,present,,FALSE,
GSE185381,AML022,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML022,T_NK,present,,FALSE,
GSE185381,AML025,B_Plasma,present,,FALSE,
GSE185381,AML025,Erythroid,present,,FALSE,
GSE185381,AML025,HSC_MPP,present,,FALSE,
GSE185381,AML025,LMPP_GMP,present,,FALSE,
GSE185381,AML025,Megakaryocyte,present,,FALSE,
GSE185381,AML025,Mono_DC,present,,FALSE,
GSE185381,AML025,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML025,T_NK,present,,FALSE,
GSE185381,AML026,B_Plasma,present,,FALSE,
GSE185381,AML026,Erythroid,present,,FALSE,
GSE185381,AML026,HSC_MPP,present,,FALSE,
GSE185381,AML026,LMPP_GMP,present,,FALSE,
GSE185381,AML026,Megakaryocyte,present,,FALSE,
GSE185381,AML026,Mono_DC,present,,FALSE,
GSE185381,AML026,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML026,T_NK,present,,FALSE,
GSE185381,AML028,B_Plasma,present,,FALSE,
GSE185381,AML028,Erythroid,present,,FALSE,
GSE185381,AML028,HSC_MPP,present,,FALSE,
GSE185381,AML028,LMPP_GMP,present,,FALSE,
GSE185381,AML028,Megakaryocyte,present,,FALSE,
GSE185381,AML028,Mono_DC,present,,FALSE,
GSE185381,AML028,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML028,T_NK,present,,FALSE,
GSE185381,AML0310,B_Plasma,present,,FALSE,
GSE185381,AML0310,Erythroid,present,,FALSE,
GSE185381,AML0310,HSC_MPP,present,,FALSE,
GSE185381,AML0310,LMPP_GMP,present,,FALSE,
GSE185381,AML0310,Megakaryocyte,present,,FALSE,
GSE185381,AML0310,Mono_DC,present,,FALSE,
GSE185381,AML0310,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML0310,T_NK,present,,FALSE,
GSE185381,AML0361,B_Plasma,present,,FALSE,
GSE185381,AML0361,Erythroid,present,,FALSE,
GSE185381,AML0361,HSC_MPP,present,,FALSE,
GSE185381,AML0361,LMPP_GMP,present,,FALSE,
GSE185381,AML0361,Megakaryocyte,present,,FALSE,
GSE185381,AML0361,Mono_DC,present,,FALSE,
GSE185381,AML0361,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML0361,T_NK,present,,FALSE,
GSE185381,AML038,B_Plasma,present,,FALSE,
GSE185381,AML038,Erythroid,present,,FALSE,
GSE185381,AML038,HSC_MPP,present,,FALSE,
GSE185381,AML038,LMPP_GMP,present,,FALSE,
GSE185381,AML038,Megakaryocyte,present,,FALSE,
GSE185381,AML038,Mono_DC,present,,FALSE,
GSE185381,AML038,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML038,T_NK,present,,FALSE,
GSE185381,AML043,B_Plasma,present,,FALSE,
GSE185381,AML043,Erythroid,present,,FALSE,
GSE185381,AML043,HSC_MPP,present,,FALSE,
GSE185381,AML043,LMPP_GMP,present,,FALSE,
GSE185381,AML043,Megakaryocyte,present,,FALSE,
GSE185381,AML043,Mono_DC,present,,FALSE,
GSE185381,AML043,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML043,T_NK,present,,FALSE,
GSE185381,AML048,B_Plasma,present,,FALSE,
GSE185381,AML048,Erythroid,present,,FALSE,
GSE185381,AML048,HSC_MPP,present,,FALSE,
GSE185381,AML048,LMPP_GMP,present,,FALSE,
GSE185381,AML048,Megakaryocyte,present,,FALSE,
GSE185381,AML048,Mono_DC,present,,FALSE,
GSE185381,AML048,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML048,T_NK,present,,FALSE,
GSE185381,AML051,B_Plasma,present,,FALSE,
GSE185381,AML051,Erythroid,present,,FALSE,
GSE185381,AML051,HSC_MPP,present,,FALSE,
GSE185381,AML051,LMPP_GMP,present,,FALSE,
GSE185381,AML051,Megakaryocyte,present,,FALSE,
GSE185381,AML051,Mono_DC,present,,FALSE,
GSE185381,AML051,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML051,T_NK,present,,FALSE,
GSE185381,AML052,B_Plasma,present,,FALSE,
GSE185381,AML052,Erythroid,present,,FALSE,
GSE185381,AML052,HSC_MPP,present,,FALSE,
GSE185381,AML052,LMPP_GMP,present,,FALSE,
GSE185381,AML052,Megakaryocyte,present,,FALSE,
GSE185381,AML052,Mono_DC,present,,FALSE,
GSE185381,AML052,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML052,T_NK,present,,FALSE,
GSE185381,AML055,B_Plasma,present,,FALSE,
GSE185381,AML055,Erythroid,present,,FALSE,
GSE185381,AML055,HSC_MPP,present,,FALSE,
GSE185381,AML055,LMPP_GMP,present,,FALSE,
GSE185381,AML055,Megakaryocyte,present,,FALSE,
GSE185381,AML055,Mono_DC,present,,FALSE,
GSE185381,AML055,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML055,T_NK,present,,FALSE,
GSE185381,AML056,B_Plasma,present,,FALSE,
GSE185381,AML056,Erythroid,present,,FALSE,
GSE185381,AML056,HSC_MPP,present,,FALSE,
GSE185381,AML056,LMPP_GMP,present,,FALSE,
GSE185381,AML056,Megakaryocyte,present,,FALSE,
GSE185381,AML056,Mono_DC,present,,FALSE,
GSE185381,AML056,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML056,T_NK,present,,FALSE,
GSE185381,AML0612,B_Plasma,present,,FALSE,
GSE185381,AML0612,Erythroid,present,,FALSE,
GSE185381,AML0612,HSC_MPP,present,,FALSE,
GSE185381,AML0612,LMPP_GMP,present,,FALSE,
GSE185381,AML0612,Megakaryocyte,present,,FALSE,
GSE185381,AML0612,Mono_DC,present,,FALSE,
GSE185381,AML0612,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML0612,T_NK,present,,FALSE,
GSE185381,AML0693,B_Plasma,present,,FALSE,
GSE185381,AML0693,Erythroid,present,,FALSE,
GSE185381,AML0693,HSC_MPP,present,,FALSE,
GSE185381,AML0693,LMPP_GMP,present,,FALSE,
GSE185381,AML0693,Megakaryocyte,present,,FALSE,
GSE185381,AML0693,Mono_DC,present,,FALSE,
GSE185381,AML0693,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML0693,T_NK,present,,FALSE,
GSE185381,AML073,B_Plasma,present,,FALSE,
GSE185381,AML073,Erythroid,present,,FALSE,
GSE185381,AML073,HSC_MPP,present,,FALSE,
GSE185381,AML073,LMPP_GMP,present,,FALSE,
GSE185381,AML073,Megakaryocyte,present,,FALSE,
GSE185381,AML073,Mono_DC,present,,FALSE,
GSE185381,AML073,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML073,T_NK,present,,FALSE,
GSE185381,AML1371,B_Plasma,present,,FALSE,
GSE185381,AML1371,Erythroid,present,,FALSE,
GSE185381,AML1371,HSC_MPP,present,,FALSE,
GSE185381,AML1371,LMPP_GMP,present,,FALSE,
GSE185381,AML1371,Megakaryocyte,present,,FALSE,
GSE185381,AML1371,Mono_DC,present,,FALSE,
GSE185381,AML1371,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML1371,T_NK,present,,FALSE,
GSE185381,AML2123,B_Plasma,present,,FALSE,
GSE185381,AML2123,Erythroid,present,,FALSE,
GSE185381,AML2123,HSC_MPP,present,,FALSE,
GSE185381,AML2123,LMPP_GMP,present,,FALSE,
GSE185381,AML2123,Megakaryocyte,present,,FALSE,
GSE185381,AML2123,Mono_DC,present,,FALSE,
GSE185381,AML2123,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML2123,T_NK,present,,FALSE,
GSE185381,AML2451,B_Plasma,present,,FALSE,
GSE185381,AML2451,Erythroid,present,,FALSE,
GSE185381,AML2451,HSC_MPP,present,,FALSE,
GSE185381,AML2451,LMPP_GMP,present,,FALSE,
GSE185381,AML2451,Megakaryocyte,present,,FALSE,
GSE185381,AML2451,Mono_DC,present,,FALSE,
GSE185381,AML2451,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML2451,T_NK,present,,FALSE,
GSE185381,AML2910,B_Plasma,present,,FALSE,
GSE185381,AML2910,Erythroid,present,,FALSE,
GSE185381,AML2910,HSC_MPP,present,,FALSE,
GSE185381,AML2910,LMPP_GMP,present,,FALSE,
GSE185381,AML2910,Megakaryocyte,present,,FALSE,
GSE185381,AML2910,Mono_DC,present,,FALSE,
GSE185381,AML2910,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML2910,T_NK,present,,FALSE,
GSE185381,AML3050,B_Plasma,present,,FALSE,
GSE185381,AML3050,Erythroid,present,,FALSE,
GSE185381,AML3050,HSC_MPP,present,,FALSE,
GSE185381,AML3050,LMPP_GMP,present,,FALSE,
GSE185381,AML3050,Megakaryocyte,present,,FALSE,
GSE185381,AML3050,Mono_DC,present,,FALSE,
GSE185381,AML3050,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML3050,T_NK,present,,FALSE,
GSE185381,AML3133,B_Plasma,present,,FALSE,
GSE185381,AML3133,Erythroid,present,,FALSE,
GSE185381,AML3133,HSC_MPP,present,,FALSE,
GSE185381,AML3133,LMPP_GMP,present,,FALSE,
GSE185381,AML3133,Megakaryocyte,present,,FALSE,
GSE185381,AML3133,Mono_DC,present,,FALSE,
GSE185381,AML3133,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML3133,T_NK,present,,FALSE,
GSE185381,AML3266,B_Plasma,present,,FALSE,
GSE185381,AML3266,Erythroid,present,,FALSE,
GSE185381,AML3266,HSC_MPP,present,,FALSE,
GSE185381,AML3266,LMPP_GMP,present,,FALSE,
GSE185381,AML3266,Megakaryocyte,present,,FALSE,
GSE185381,AML3266,Mono_DC,present,,FALSE,
GSE185381,AML3266,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML3266,T_NK,present,,FALSE,
GSE185381,AML3730,B_Plasma,present,,FALSE,
GSE185381,AML3730,Erythroid,present,,FALSE,
GSE185381,AML3730,HSC_MPP,present,,FALSE,
GSE185381,AML3730,LMPP_GMP,present,,FALSE,
GSE185381,AML3730,Megakaryocyte,present,,FALSE,
GSE185381,AML3730,Mono_DC,present,,FALSE,
GSE185381,AML3730,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML3730,T_NK,present,,FALSE,
GSE185381,AML3762,B_Plasma,present,,FALSE,
GSE185381,AML3762,Erythroid,present,,FALSE,
GSE185381,AML3762,HSC_MPP,present,,FALSE,
GSE185381,AML3762,LMPP_GMP,present,,FALSE,
GSE185381,AML3762,Megakaryocyte,present,,FALSE,
GSE185381,AML3762,Mono_DC,present,,FALSE,
GSE185381,AML3762,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML3762,T_NK,present,,FALSE,
GSE185381,AML3948,B_Plasma,present,,FALSE,
GSE185381,AML3948,Erythroid,present,,FALSE,
GSE185381,AML3948,HSC_MPP,present,,FALSE,
GSE185381,AML3948,LMPP_GMP,present,,FALSE,
GSE185381,AML3948,Megakaryocyte,present,,FALSE,
GSE185381,AML3948,Mono_DC,present,,FALSE,
GSE185381,AML3948,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML3948,T_NK,present,,FALSE,
GSE185381,AML4340,B_Plasma,present,,FALSE,
GSE185381,AML4340,Erythroid,present,,FALSE,
GSE185381,AML4340,HSC_MPP,present,,FALSE,
GSE185381,AML4340,LMPP_GMP,present,,FALSE,
GSE185381,AML4340,Megakaryocyte,present,,FALSE,
GSE185381,AML4340,Mono_DC,present,,FALSE,
GSE185381,AML4340,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML4340,T_NK,present,,FALSE,
GSE185381,AML4897,B_Plasma,present,,FALSE,
GSE185381,AML4897,Erythroid,present,,FALSE,
GSE185381,AML4897,HSC_MPP,present,,FALSE,
GSE185381,AML4897,LMPP_GMP,present,,FALSE,
GSE185381,AML4897,Megakaryocyte,present,,FALSE,
GSE185381,AML4897,Mono_DC,present,,FALSE,
GSE185381,AML4897,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,AML4897,T_NK,present,,FALSE,
GSE185381,Control0004,B_Plasma,present,,FALSE,
GSE185381,Control0004,Erythroid,present,,FALSE,
GSE185381,Control0004,HSC_MPP,present,,FALSE,
GSE185381,Control0004,LMPP_GMP,present,,FALSE,
GSE185381,Control0004,Megakaryocyte,present,,FALSE,
GSE185381,Control0004,Mono_DC,present,,FALSE,
GSE185381,Control0004,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control0004,T_NK,present,,FALSE,
GSE185381,Control0005,B_Plasma,present,,FALSE,
GSE185381,Control0005,Erythroid,present,,FALSE,
GSE185381,Control0005,HSC_MPP,present,,FALSE,
GSE185381,Control0005,LMPP_GMP,present,,FALSE,
GSE185381,Control0005,Megakaryocyte,present,,FALSE,
GSE185381,Control0005,Mono_DC,present,,FALSE,
GSE185381,Control0005,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control0005,T_NK,present,,FALSE,
GSE185381,Control0058,B_Plasma,present,,FALSE,
GSE185381,Control0058,Erythroid,present,,FALSE,
GSE185381,Control0058,HSC_MPP,present,,FALSE,
GSE185381,Control0058,LMPP_GMP,present,,FALSE,
GSE185381,Control0058,Megakaryocyte,present,,FALSE,
GSE185381,Control0058,Mono_DC,present,,FALSE,
GSE185381,Control0058,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control0058,T_NK,present,,FALSE,
GSE185381,Control0082,B_Plasma,present,,FALSE,
GSE185381,Control0082,Erythroid,present,,FALSE,
GSE185381,Control0082,HSC_MPP,present,,FALSE,
GSE185381,Control0082,LMPP_GMP,present,,FALSE,
GSE185381,Control0082,Megakaryocyte,present,,FALSE,
GSE185381,Control0082,Mono_DC,present,,FALSE,
GSE185381,Control0082,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control0082,T_NK,present,,FALSE,
GSE185381,Control1,B_Plasma,present,,FALSE,
GSE185381,Control1,Erythroid,present,,FALSE,
GSE185381,Control1,HSC_MPP,present,,FALSE,
GSE185381,Control1,LMPP_GMP,present,,FALSE,
GSE185381,Control1,Megakaryocyte,present,,FALSE,
GSE185381,Control1,Mono_DC,present,,FALSE,
GSE185381,Control1,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control1,T_NK,present,,FALSE,
GSE185381,Control2,B_Plasma,present,,FALSE,
GSE185381,Control2,Erythroid,present,,FALSE,
GSE185381,Control2,HSC_MPP,present,,FALSE,
GSE185381,Control2,LMPP_GMP,present,,FALSE,
GSE185381,Control2,Megakaryocyte,present,,FALSE,
GSE185381,Control2,Mono_DC,present,,FALSE,
GSE185381,Control2,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control2,T_NK,present,,FALSE,
GSE185381,Control3,B_Plasma,present,,FALSE,
GSE185381,Control3,Erythroid,present,,FALSE,
GSE185381,Control3,HSC_MPP,present,,FALSE,
GSE185381,Control3,LMPP_GMP,present,,FALSE,
GSE185381,Control3,Megakaryocyte,present,,FALSE,
GSE185381,Control3,Mono_DC,present,,FALSE,
GSE185381,Control3,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control3,T_NK,present,,FALSE,
GSE185381,Control4,B_Plasma,present,,FALSE,
GSE185381,Control4,Erythroid,present,,FALSE,
GSE185381,Control4,HSC_MPP,present,,FALSE,
GSE185381,Control4,LMPP_GMP,present,,FALSE,
GSE185381,Control4,Megakaryocyte,present,,FALSE,
GSE185381,Control4,Mono_DC,present,,FALSE,
GSE185381,Control4,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control4,T_NK,present,,FALSE,
GSE185381,Control4003,B_Plasma,present,,FALSE,
GSE185381,Control4003,Erythroid,present,,FALSE,
GSE185381,Control4003,HSC_MPP,present,,FALSE,
GSE185381,Control4003,LMPP_GMP,present,,FALSE,
GSE185381,Control4003,Megakaryocyte,present,,FALSE,
GSE185381,Control4003,Mono_DC,present,,FALSE,
GSE185381,Control4003,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control4003,T_NK,present,,FALSE,
GSE185381,Control5,B_Plasma,present,,FALSE,
GSE185381,Control5,Erythroid,present,,FALSE,
GSE185381,Control5,HSC_MPP,present,,FALSE,
GSE185381,Control5,LMPP_GMP,present,,FALSE,
GSE185381,Control5,Megakaryocyte,present,,FALSE,
GSE185381,Control5,Mono_DC,present,,FALSE,
GSE185381,Control5,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,Control5,T_NK,present,,FALSE,
GSE185381,PAUMTZ,B_Plasma,present,,FALSE,
GSE185381,PAUMTZ,Erythroid,present,,FALSE,
GSE185381,PAUMTZ,HSC_MPP,present,,FALSE,
