dataset,sample,timepoint,hierarchy_bin,in_ccc_graph,n_cells,n_evaluable,n_malignant,malignant_frac,frac_high_error
GSE185381,GSM5613761_2019-11-19-count-2,,LMPP_GMP,TRUE,301,301,3,0.01,0.0631
GSE185381,GSM5613761_2019-11-19-count-2,,Mono_DC,TRUE,5363,5363,1221,0.2277,0.0298
GSE185381,GSM5613761_2019-11-19-count-2,,Erythroid,TRUE,63,63,1,0.0159,0.0476
GSE185381,GSM5613761_2019-11-19-count-2,,Megakaryocyte,TRUE,3,3,0,0,0
GSE185381,GSM5613761_2019-11-19-count-2,,T_NK,TRUE,398,398,46,0.1156,0.0829
GSE185381,GSM5613761_2019-11-19-count-2,,B_Plasma,TRUE,797,797,11,0.0138,0.0063
GSE185381,GSM5613761_2019-11-19-count-2,,Stromal,FALSE,1,1,1,1,0
GSE185381,GSM5613761_2019-11-19-count-2,,Unassigned,FALSE,90,90,25,0.2778,0
GSE185381,GSM5613762_2019-11-26-count-1,,HSC_MPP,TRUE,349,349,22,0.063,0.1519
GSE185381,GSM5613762_2019-11-26-count-1,,LMPP_GMP,TRUE,1578,1578,78,0.0494,0.0526
GSE185381,GSM5613762_2019-11-26-count-1,,Mono_DC,TRUE,3367,3367,577,0.1714,0.0255
GSE185381,GSM5613762_2019-11-26-count-1,,Erythroid,TRUE,206,206,11,0.0534,0.0388
GSE185381,GSM5613762_2019-11-26-count-1,,Megakaryocyte,TRUE,16,16,12,0.75,0
GSE185381,GSM5613762_2019-11-26-count-1,,T_NK,TRUE,1151,1151,112,0.0973,0.0982
GSE185381,GSM5613762_2019-11-26-count-1,,B_Plasma,TRUE,1460,1460,12,0.0082,0
GSE185381,GSM5613762_2019-11-26-count-1,,Stromal,FALSE,0,0,0,,
GSE185381,GSM5613762_2019-11-26-count-1,,Unassigned,FALSE,279,279,52,0.1864,0
GSE185381,GSM5613763_2019-11-26-count-2,,HSC_MPP,TRUE,285,285,11,0.0386,0.1754
GSE185381,GSM5613763_2019-11-26-count-2,,LMPP_GMP,TRUE,1467,1467,54,0.0368,0.0641
GSE185381,GSM5613763_2019-11-26-count-2,,Mono_DC,TRUE,3284,3284,593,0.1806,0.0207
GSE185381,GSM5613763_2019-11-26-count-2,,Erythroid,TRUE,207,207,8,0.0386,0.0531
GSE185381,GSM5613763_2019-11-26-count-2,,Megakaryocyte,TRUE,3,3,1,0.3333,0
GSE185381,GSM5613763_2019-11-26-count-2,,T_NK,TRUE,946,946,60,0.0634,0.0951
GSE185381,GSM5613763_2019-11-26-count-2,,B_Plasma,TRUE,1424,1424,7,0.0049,0.0021
GSE185381,GSM5613763_2019-11-26-count-2,,Stromal,FALSE,0,0,0,,
GSE185381,GSM5613763_2019-11-26-count-2,,Unassigned,FALSE,313,313,58,0.1853,0
GSE185381,GSM5613764_2020-01-03-count-1,,HSC_MPP,TRUE,269,269,11,0.0409,0.2082
GSE185381,GSM5613764_2020-01-03-count-1,,LMPP_GMP,TRUE,2575,2575,145,0.0563,0.0559
GSE185381,GSM5613764_2020-01-03-count-1,,Mono_DC,TRUE,2220,2220,535,0.241,0.0221
GSE185381,GSM5613764_2020-01-03-count-1,,Erythroid,TRUE,511,511,7,0.0137,0.0528
GSE185381,GSM5613764_2020-01-03-count-1,,Megakaryocyte,TRUE,1,1,0,0,0
GSE185381,GSM5613764_2020-01-03-count-1,,T_NK,TRUE,831,831,39,0.0469,0.0758
