dataset,sample,n_cells_total,n_mono_dc,n_macrophage_like,n_monocyte_like,mac_score_p50,mac_score_p90,n_mac_markers_present
GSE185381,GSM5613748_2019-08-01-count-2,5206,2153,3,2142,0,0.137266612228492,10
