dataset,sample,n_cells_total,n_mono_dc,n_macrophage_like,n_monocyte_like,mac_score_p50,mac_score_p90,n_mac_markers_present
GSE239721,PT32A,1725,1493,2,1489,0.250346115056977,0.450329111504441,10
