dataset,sample,n_cells_total,n_mono_dc,n_macrophage_like,n_monocyte_like,mac_score_p50,mac_score_p90,n_mac_markers_present
GSE253355,GSM8019223_H41,6710,444,6,426,0,0.0899970602789714,10
