dataset,sample,n_cells_total,n_mono_dc,n_macrophage_like,n_monocyte_like,mac_score_p50,mac_score_p90,n_mac_markers_present
Chen2023,NBM4_Niche_Immune,3132,21,1,19,0,0.103724518395641,9
