dataset,sample,n_cells_total,n_mono_dc,n_macrophage_like,n_monocyte_like,mac_score_p50,mac_score_p90,n_mac_markers_present
E-MTAB-11536,637C-BMA,1360,101,7,94,0.148843107167403,0.546532345619733,10
