dataset,sample,n_cells_total,n_mono_dc,n_macrophage_like,n_monocyte_like,mac_score_p50,mac_score_p90,n_mac_markers_present
GSE289435,GSM8791443_MLL_30862,3111,2945,20,2874,0,0.300779016290026,10
