dataset,sample,n_cells_total,n_mono_dc,n_macrophage_like,n_monocyte_like,mac_score_p50,mac_score_p90,n_mac_markers_present
GSE185381,GSM5613785_2021-03-09-AML3948,6754,1013,7,928,0,0.111561936074707,10
