sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
5143_R,GSE227903,2103,infercnv,1,C_single,0,2103,239,0.1136,0,0,2103
