sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
4978_Dg,GSE227903,2679,infercnv,1,C_single,0,2679,278,0.1038,0,0,2679
