sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
AML320_NICHE_IMMUNE,Chen2023,7100,infercnv,1,C_single,0,7100,2377,0.3348,0,0,7100
