sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
GSM5613797_2020-08-07-MDS-AML_cDNA2,GSE185381,1078,infercnv,1,C_single,0,1078,1,9e-04,0,0,1078
