sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
GSM5613800_2021-04-29-0102_cDNA,GSE185381,1479,infercnv,1,C_single,0,1479,3,0.002,0,0,1479
