sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
GSM5613756_2019-10-25-count-5,GSE185381,4914,infercnv,1,C_single,0,4914,970,0.1974,0,0,4914
