dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
Chen2023,NBM1,HSC_MPP,762,3900748,4178.5,5119.09186351706,1417.5,16725,TRUE,TRUE,TRUE,12222,10715,10641,74,1
Chen2023,NBM1,LMPP_GMP,1245,9524030,7454,7649.82329317269,2238,17876,TRUE,TRUE,TRUE,12222,10715,10641,74,1
Chen2023,NBM1,Mono_DC,2795,9346854,2849,3344.13381037567,1178,17575,TRUE,TRUE,TRUE,12222,10715,10641,74,1
Chen2023,NBM1,Erythroid,271,1538705,5173,5677.87822878229,1770,14479,TRUE,TRUE,TRUE,12222,10715,10641,74,1
Chen2023,NBM1,Megakaryocyte,46,280010,5535.5,6087.17391304348,2023.5,11064,TRUE,TRUE,TRUE,12222,10715,10641,74,1
Chen2023,NBM1,T_NK,2710,5252816,1884,1938.30848708487,802,16952,TRUE,TRUE,TRUE,12222,10715,10641,74,1
Chen2023,NBM1,B_Plasma,2812,21316319,6343.5,7580.4832859175,1250,19724,TRUE,TRUE,TRUE,12222,10715,10641,74,1
