dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE116256,AML707B-D0,HSC_MPP,124,516542,3853.5,4165.66129032258,1494,12720,TRUE,TRUE,TRUE,1184,1062,1056,6,1
GSE116256,AML707B-D0,LMPP_GMP,373,1457345,3571,3907.09115281501,1371,14807,TRUE,TRUE,TRUE,1184,1062,1056,6,1
GSE116256,AML707B-D0,Mono_DC,18,55927,2455,3107.05555555556,1118,7228,FALSE,TRUE,TRUE,1184,1062,1056,6,1
GSE116256,AML707B-D0,Erythroid,507,985352,1634,1943.49506903353,759,14224,TRUE,TRUE,TRUE,1184,1062,1056,6,1
GSE116256,AML707B-D0,Megakaryocyte,2,3676,1838,1838,958,1664,FALSE,TRUE,TRUE,1184,1062,1056,6,1
GSE116256,AML707B-D0,T_NK,14,23364,1555,1668.85714285714,741,5264,FALSE,TRUE,TRUE,1184,1062,1056,6,1
GSE116256,AML707B-D0,B_Plasma,18,47557,2252.5,2642.05555555556,984.5,7132,FALSE,TRUE,TRUE,1184,1062,1056,6,1
