dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE116256,BM3,HSC_MPP,24,73319,2404,3054.95833333333,1095,7840,FALSE,TRUE,TRUE,488,465,465,0,1
GSE116256,BM3,LMPP_GMP,68,190415,2457.5,2800.22058823529,971,10318,TRUE,TRUE,TRUE,488,465,465,0,1
GSE116256,BM3,Mono_DC,188,559505,2255,2976.09042553192,950,12557,TRUE,TRUE,TRUE,488,465,465,0,1
GSE116256,BM3,Erythroid,32,151453,3695.5,4732.90625,1410,9415,TRUE,TRUE,TRUE,488,465,465,0,1
GSE116256,BM3,T_NK,131,204994,1414,1564.83969465649,603,10224,TRUE,TRUE,TRUE,488,465,465,0,1
GSE116256,BM3,B_Plasma,22,48766,1669.5,2216.63636363636,639,6372,FALSE,TRUE,TRUE,488,465,465,0,1
