dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
Chen2023,AML103,HSC_MPP,6,51637,9265,8606.16666666667,2715,6978,FALSE,TRUE,TRUE,2004,1513,1513,0,1
Chen2023,AML103,LMPP_GMP,55,603208,9982,10967.4181818182,2720,12786,TRUE,TRUE,TRUE,2004,1513,1513,0,1
Chen2023,AML103,Mono_DC,698,8025767,10207.5,11498.2335243553,2952.5,16861,TRUE,TRUE,TRUE,2004,1513,1513,0,1
Chen2023,AML103,Erythroid,7,81500,5211,11642.8571428571,2137,8377,FALSE,TRUE,TRUE,2004,1513,1513,0,1
Chen2023,AML103,Megakaryocyte,3,46310,12480,15436.6666666667,3519,6656,FALSE,TRUE,TRUE,2004,1513,1513,0,1
Chen2023,AML103,T_NK,244,1248316,5160,5116.04918032787,1635,13725,TRUE,TRUE,TRUE,2004,1513,1513,0,1
Chen2023,AML103,B_Plasma,500,10839717,16637.5,21679.434,1994,16280,TRUE,TRUE,TRUE,2004,1513,1513,0,1
