dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE116256,AML328-D0,HSC_MPP,91,282455,2637,3103.9010989011,1291,12093,TRUE,TRUE,TRUE,586,515,512,3,1
GSE116256,AML328-D0,LMPP_GMP,59,147358,1867,2497.59322033898,923,10612,TRUE,TRUE,TRUE,586,515,512,3,1
GSE116256,AML328-D0,Mono_DC,206,406224,1765,1971.96116504854,864,12429,TRUE,TRUE,TRUE,586,515,512,3,1
GSE116256,AML328-D0,Erythroid,27,73397,2235,2718.40740740741,1068,8572,FALSE,TRUE,TRUE,586,515,512,3,1
GSE116256,AML328-D0,Megakaryocyte,2,5700,2850,2850,1197.5,2090,FALSE,TRUE,TRUE,586,515,512,3,1
GSE116256,AML328-D0,T_NK,116,181526,1397.5,1564.87931034483,653,10155,TRUE,TRUE,TRUE,586,515,512,3,1
GSE116256,AML328-D0,B_Plasma,11,25823,2135,2347.54545454545,932,5252,FALSE,TRUE,TRUE,586,515,512,3,1
