dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE116256,AML921A-D0,HSC_MPP,230,786348,2221,3418.90434782609,1085,14493,TRUE,TRUE,TRUE,2879,2578,2497,81,1
GSE116256,AML921A-D0,LMPP_GMP,631,2364526,3257,3747.26782884311,1283,16234,TRUE,TRUE,TRUE,2879,2578,2497,81,1
GSE116256,AML921A-D0,Mono_DC,1186,2955591,2147,2492.06661045531,1005,17219,TRUE,TRUE,TRUE,2879,2578,2497,81,1
GSE116256,AML921A-D0,Erythroid,128,255756,1811,1998.09375,797,11461,TRUE,TRUE,TRUE,2879,2578,2497,81,1
GSE116256,AML921A-D0,Megakaryocyte,2,4514,2257,2257,1050,1759,FALSE,TRUE,TRUE,2879,2578,2497,81,1
GSE116256,AML921A-D0,T_NK,186,272751,1269.5,1466.40322580645,662,12555,TRUE,TRUE,TRUE,2879,2578,2497,81,1
GSE116256,AML921A-D0,B_Plasma,134,230308,1527.5,1718.71641791045,771,12133,TRUE,TRUE,TRUE,2879,2578,2497,81,1
