dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE116256,BM4,HSC_MPP,283,941115,2705,3325.49469964664,1023,14137,TRUE,TRUE,TRUE,2944,2780,2768,12,1
GSE116256,BM4,LMPP_GMP,412,2346086,5241,5694.38349514563,1649.5,15369,TRUE,TRUE,TRUE,2944,2780,2768,12,1
GSE116256,BM4,Mono_DC,927,3772235,3353,4069.29341963323,1315,16413,TRUE,TRUE,TRUE,2944,2780,2768,12,1
GSE116256,BM4,Erythroid,136,666514,4700.5,4900.83823529412,1601.5,12956,TRUE,TRUE,TRUE,2944,2780,2768,12,1
GSE116256,BM4,Megakaryocyte,10,23983,2065.5,2398.3,981.5,4960,FALSE,TRUE,TRUE,2944,2780,2768,12,1
GSE116256,BM4,T_NK,812,1355741,1503,1669.63177339901,655.5,14787,TRUE,TRUE,TRUE,2944,2780,2768,12,1
GSE116256,BM4,B_Plasma,188,655624,2481,3487.36170212766,978.5,13367,TRUE,TRUE,TRUE,2944,2780,2768,12,1
