dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE185381,Control0004,HSC_MPP,7,36451,4802,5207.28571428572,1772,6140,FALSE,TRUE,TRUE,1209,1141,1139,2,1
GSE185381,Control0004,LMPP_GMP,1,8800,8800,8800,2530,2530,FALSE,TRUE,TRUE,1209,1141,1139,2,1
GSE185381,Control0004,Mono_DC,359,1375706,3568,3832.05013927577,1412,14822,TRUE,TRUE,TRUE,1209,1141,1139,2,1
GSE185381,Control0004,Erythroid,1,7388,7388,7388,2334,2334,FALSE,TRUE,TRUE,1209,1141,1139,2,1
GSE185381,Control0004,T_NK,709,1355192,1785,1911.41325811001,947,16308,TRUE,TRUE,TRUE,1209,1141,1139,2,1
GSE185381,Control0004,B_Plasma,62,180115,2750.5,2905.08064516129,1092.5,10495,TRUE,TRUE,TRUE,1209,1141,1139,2,1
