dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE185381,AML073,HSC_MPP,160,1086786,6087.5,6792.4125,2181.5,16110,TRUE,TRUE,TRUE,4481,4322,4178,144,1
GSE185381,AML073,LMPP_GMP,484,2476648,4704,5117.04132231405,1833.5,18324,TRUE,TRUE,TRUE,4481,4322,4178,144,1
GSE185381,AML073,Mono_DC,1218,5655369,4365,4643.16009852217,1567,17771,TRUE,TRUE,TRUE,4481,4322,4178,144,1
GSE185381,AML073,Erythroid,92,447807,4629,4867.46739130435,1627,13123,TRUE,TRUE,TRUE,4481,4322,4178,144,1
GSE185381,AML073,Megakaryocyte,1,1073,1073,1073,412,412,FALSE,TRUE,TRUE,4481,4322,4178,144,1
GSE185381,AML073,T_NK,689,1476314,2026,2142.6908563135,900,15887,TRUE,TRUE,TRUE,4481,4322,4178,144,1
GSE185381,AML073,B_Plasma,1534,3629419,2105,2365.98370273794,815.5,18060,TRUE,TRUE,TRUE,4481,4322,4178,144,1
