dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
Chen2023,NBM4,HSC_MPP,312,1992336,5413,6385.69230769231,1677,14617,TRUE,TRUE,TRUE,5377,5144,5093,51,1
Chen2023,NBM4,LMPP_GMP,369,2495100,6946,6761.78861788618,2033,15124,TRUE,TRUE,TRUE,5377,5144,5093,51,1
Chen2023,NBM4,Mono_DC,956,2674589,2478,2797.68723849372,1108,14884,TRUE,TRUE,TRUE,5377,5144,5093,51,1
Chen2023,NBM4,Erythroid,108,792942,6779.5,7342.05555555556,2036.5,12712,TRUE,TRUE,TRUE,5377,5144,5093,51,1
Chen2023,NBM4,Megakaryocyte,34,81116,1365,2385.76470588235,521,6872,TRUE,TRUE,TRUE,5377,5144,5093,51,1
Chen2023,NBM4,T_NK,2163,7481714,3599,3458.95238095238,1284,16656,TRUE,TRUE,TRUE,5377,5144,5093,51,1
Chen2023,NBM4,B_Plasma,1151,5309249,2936,4612.72719374457,1148,16747,TRUE,TRUE,TRUE,5377,5144,5093,51,1
