dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE185381,PAUMTZ,HSC_MPP,283,1884959,5692,6660.63250883392,1787,15603,TRUE,TRUE,TRUE,4127,3709,3703,6,1
GSE185381,PAUMTZ,LMPP_GMP,2194,14982163,5885.5,6828.69781221513,1777,20739,TRUE,TRUE,TRUE,4127,3709,3703,6,1
GSE185381,PAUMTZ,Mono_DC,945,3709311,3591,3925.19682539683,1244,17180,TRUE,TRUE,TRUE,4127,3709,3703,6,1
GSE185381,PAUMTZ,Erythroid,61,196067,2802,3214.2131147541,1158,10140,TRUE,TRUE,TRUE,4127,3709,3703,6,1
GSE185381,PAUMTZ,Megakaryocyte,1,4007,4007,4007,1387,1387,FALSE,TRUE,TRUE,4127,3709,3703,6,1
GSE185381,PAUMTZ,T_NK,38,71426,1539,1879.63157894737,764.5,7941,TRUE,TRUE,TRUE,4127,3709,3703,6,1
GSE185381,PAUMTZ,B_Plasma,181,382334,2008,2112.34254143646,866,12265,TRUE,TRUE,TRUE,4127,3709,3703,6,1
